"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Ownership","DKSlateID","DK Ceiling"
"Jeff Wilson Jr.","SF","JAX","RB","5100","18.6","5.5","33.3","20167216","26.9"
"Christian McCaffrey","CAR","WAS","RB","8900","25.9","5.3","14.7","20167158","34.5"
"AJ Dillon","GB","MIN","RB","6200","20.2","4.9","36.0","20167180","27.4"
"Tyler Huntley","BAL","CHI","QB","4100","17.4","4.6","0.5","20167123","26.3"
"Davante Adams","GB","MIN","WR","8400","23.3","3.7","21.3","20167464","33.3"
"Tyreek Hill","KC","DAL","WR","8200","22.7","3.5","23.5","20167468","33.7"
"Tee Higgins","CIN","LV","WR","5400","16.9","3.2","24.5","20167510","25.3"
"Cam Newton","CAR","WAS","QB","5100","18.9","3.0","10.5","20167101","27.0"
"Ja'Marr Chase","CIN","LV","WR","7200","20.0","2.7","12.5","20167478","30.6"
"Michael Gallup","DAL","KC","WR","4200","13.8","2.5","26.2","20167558","21.2"
"Patrick Mahomes","KC","DAL","QB","7600","25.9","2.4","11.1","20167080","35.7"
"A.J. Brown","TEN","HOU","WR","7700","20.7","2.4","10.4","20167472","30.8"
"James Conner","ARI","SEA","RB","6100","17.3","2.3","12.7","20167182","23.6"
"Josh Allen","BUF","IND","QB","8100","27.3","2.3","10.3","20167077","39.4"
"Mark Ingram II","NO","PHI","RB","5400","16.0","2.3","32.8","20167200","21.4"
"Derek Carr","LV","CIN","QB","5900","20.4","2.2","8.0","20167088","28.3"
"Browns ","CLE","DET","DST","3100","9.3","2.2","30.5","20168211","15.0"
"Darren Waller","LV","CIN","TE","6100","17.2","2.1","13.4","20167932","25.2"
"Tua Tagovailoa","MIA","NYJ","QB","5500","19.1","2.0","10.7","20167091","28.2"
"Myles Gaskin","MIA","NYJ","RB","5700","16.3","2.0","20.1","20167192","23.0"
"Nick Chubb","CLE","DET","RB","7800","20.3","1.9","7.8","20167166","29.7"
"Brandin Cooks","HOU","TEN","WR","6000","16.7","1.8","12.4","20167498","22.5"
"Tyrod Taylor","HOU","TEN","QB","5000","17.2","1.6","1.4","20167104","23.7"
"Travis Kelce","KC","DAL","TE","7100","18.6","1.6","13.7","20167928","28.4"
"Dalvin Cook","MIN","GB","RB","8200","20.9","1.6","8.3","20167162","27.8"
"David Montgomery","CHI","BAL","RB","5500","15.3","1.4","15.5","20167198","20.9"
"Jaylen Waddle","MIA","NYJ","WR","5600","15.5","1.4","18.1","20167506","22.2"
"Panthers ","CAR","WAS","DST","2700","7.8","1.4","19.0","20168217","12.8"
"Joe Burrow","CIN","LV","QB","6600","21.7","1.3","7.8","20167085","30.0"
"Joe Flacco","NYJ","MIA","QB","4600","15.7","1.3","2.3","20167117","23.4"
"Dallas Goedert","PHI","NO","TE","4400","13.0","1.3","7.6","20167944","18.8"
"Stefon Diggs","BUF","IND","WR","7900","19.8","1.2","8.0","20167470","29.9"
"CeeDee Lamb","DAL","KC","WR","7600","19.2","1.2","14.0","20167476","28.4"
"Michael Carter","NYJ","MIA","RB","5800","15.5","1.1","11.4","20167188","22.6"
"Seahawks ","SEA","ARI","DST","2700","7.4","1.0","3.5","20168218","12.3"
"Jimmy Garoppolo","SF","JAX","QB","5600","18.3","0.9","3.5","20167090","23.0"
"Russell Wilson","SEA","ARI","QB","6500","20.9","0.8","3.9","20167086","29.3"
"Tyler Lockett","SEA","ARI","WR","6000","15.6","0.8","15.6","20167496","23.1"
"WAS Football Team ","WAS","CAR","DST","2400","6.6","0.8","7.1","20168221","11.2"
"Cole Kmet","CHI","BAL","TE","3400","10.4","0.7","16.8","20167958","13.9"
"Kirk Cousins","MIN","GB","QB","6100","19.6","0.7","1.5","20167087","24.5"
"Jalen Hurts","PHI","NO","QB","6800","21.7","0.7","5.3","20167083","31.1"
"Cole Beasley","BUF","IND","WR","4800","13.1","0.6","6.6","20167532","19.9"
"Mike Gesicki","MIA","NYJ","TE","5200","13.9","0.6","8.8","20167938","20.2"
"Taylor Heinicke","WAS","CAR","QB","5300","17.0","0.5","1.5","20167095","22.4"
"Ravens ","BAL","CHI","DST","3300","8.0","0.5","5.9","20168208","13.2"
"DJ Moore","CAR","WAS","WR","5900","15.1","0.4","9.8","20167500","22.2"
"Josh Jacobs","LV","CIN","RB","6000","15.3","0.4","6.4","20167184","21.7"
"Adam Thielen","MIN","GB","WR","6600","16.5","0.4","2.3","20167486","23.5"
"Bears ","CHI","BAL","DST","2500","6.4","0.4","2.0","20168220","11.0"
"Jets ","NYJ","MIA","DST","2300","6.0","0.4","6.8","20168222","10.4"
"Dak Prescott","DAL","KC","QB","7200","22.5","0.3","7.5","20167081","31.9"
"Deebo Samuel","SF","JAX","WR","7800","18.7","0.3","11.3","20167474","28.6"
"DK Metcalf","SEA","ARI","WR","6800","16.8","0.3","11.4","20167484","24.8"
"Marcus Johnson","TEN","HOU","WR","3500","10.3","0.3","8.2","20167592","16.6"
"Hunter Renfrow","LV","CIN","WR","5800","14.7","0.2","11.9","20167502","21.5"
"Ryan Tannehill","TEN","HOU","QB","6700","20.9","0.2","2.3","20167084","29.3"
"Jarvis Landry","CLE","DET","WR","5100","13.2","0.1","10.7","20167518","20.4"
"Colt McCoy","ARI","SEA","QB","4900","15.2","-0.1","0.6","20167109","21.3"
"Trevor Lawrence","JAX","SF","QB","5200","16.1","-0.1","0.5","20167096","23.3"
"Dan Arnold","JAX","SF","TE","4100","11.0","-0.1","8.5","20167946","15.6"
"Darrel Williams","KC","DAL","RB","5400","13.6","-0.1","7.0","20167202","20.0"
"Eagles ","PHI","NO","DST","2900","6.7","-0.1","3.5","20168214","11.4"
"Justin Fields","CHI","BAL","QB","5700","17.5","-0.2","1.8","20167089","26.6"
"George Kittle","SF","JAX","TE","6300","15.3","-0.2","7.3","20167930","23.3"
"Justin Jefferson","MIN","GB","WR","8100","18.7","-0.3","3.5","20167466","28.0"
"Tyler Boyd","CIN","LV","WR","4800","12.1","-0.4","5.4","20167534","18.1"
"49ers ","SF","JAX","DST","3700","7.9","-0.4","0.5","20168205","13.0"
"Christian Kirk","ARI","SEA","WR","5700","13.8","-0.5","6.0","20167504","19.6"
"Jonathan Taylor","IND","BUF","RB","8300","18.9","-0.5","6.9","20167160","25.3"
"Lions ","DET","CLE","DST","2100","4.6","-0.5","1.0","20168226","8.6"
"Tim Boyle","DET","CLE","QB","4000","11.9","-0.6","0.5","20167141","16.2"
"James Robinson","JAX","SF","RB","6400","15.0","-0.6","4.3","20167178","20.7"
"Terry McLaurin","WAS","CAR","WR","7000","16.3","-0.6","1.8","20167480","22.7"
"Texans ","HOU","TEN","DST","2000","4.4","-0.6","2.7","20168227","8.2"
"Titans ","TEN","HOU","DST","3900","8.2","-0.6","1.9","20168204","13.4"
"Rashod Bateman","BAL","CHI","WR","4500","11.3","-0.7","13.0","20167546","15.8"
"Jaguars ","JAX","SF","DST","2300","4.9","-0.7","2.1","20168223","8.8"
"Baker Mayfield","CLE","DET","QB","5400","16.0","-0.8","0.8","20167094","23.8"
"Cardinals ","ARI","SEA","DST","3400","7.0","-0.8","0.5","20168207","11.8"
"Miles Sanders","PHI","NO","RB","5000","12.0","-0.9","0.8","20167226","16.8"
"Brandon Aiyuk","SF","JAX","WR","5000","12.0","-0.9","2.6","20167524","18.2"
"John Bates","WAS","CAR","TE","2500","7.1","-0.9","3.6","20168138","10.0"
"Joe Mixon","CIN","LV","RB","7600","17.1","-1.0","4.3","20167170","24.7"
"D'Andre Swift","DET","CLE","RB","7000","15.9","-1.0","7.6","20167174","20.4"
"D'Onta Foreman","TEN","HOU","RB","4900","11.7","-1.0","10.8","20167232","17.4"
"Raiders ","LV","CIN","DST","2600","5.1","-1.1","3.1","20168219","9.2"
"Vikings ","MIN","GB","DST","2300","4.4","-1.1","2.1","20168224","8.3"
"Darnell Mooney","CHI","BAL","WR","5200","12.2","-1.2","5.1","20167514","16.3"
"Dalton Schultz","DAL","KC","TE","4600","11.0","-1.2","11.0","20167942","16.9"
"Aaron Rodgers","GB","MIN","QB","7000","20.4","-1.2","1.6","20167082","27.6"
"Alex Collins","SEA","ARI","RB","5000","11.7","-1.2","5.4","20167220","16.9"
"Dolphins ","MIA","NYJ","DST","3600","7.0","-1.2","0.5","20168206","11.7"
"Devonta Freeman","BAL","CHI","RB","5100","11.8","-1.3","0.5","20167218","15.5"
"Cowboys ","DAL","KC","DST","2800","5.2","-1.3","0.5","20168215","9.4"
"Chiefs ","KC","DAL","DST","2200","4.1","-1.3","4.9","20168225","7.8"
"Saints ","NO","PHI","DST","2900","5.5","-1.3","0.5","20168213","9.7"
"Rashard Higgins","CLE","DET","WR","3200","7.9","-1.4","0.7","20167612","13.1"
"Danny Amendola","HOU","TEN","WR","3100","7.8","-1.4","1.4","20167620","10.6"
"Laviska Shenault Jr.","JAX","SF","WR","4100","9.8","-1.4","2.9","20167566","13.4"
"Tyler Conklin","MIN","GB","TE","3900","9.4","-1.4","6.7","20167952","13.4"
"Bills ","BUF","IND","DST","3200","5.9","-1.4","1.8","20168209","10.3"
"Bengals ","CIN","LV","DST","2800","5.2","-1.4","0.5","20168216","9.2"
"Corey Davis","NYJ","MIA","WR","5000","11.3","-1.6","2.4","20167522","15.8"
"Antonio Gibson","WAS","CAR","RB","5900","13.1","-1.6","0.8","20167186","18.8"
"Packers ","GB","MIN","DST","3100","5.5","-1.6","0.5","20168210","9.8"
"David Njoku","CLE","DET","TE","2900","7.1","-1.7","2.7","20167968","12.2"
"Jamal Agnew","JAX","SF","WR","4700","10.6","-1.7","0.5","20167538","14.8"
"Nico Collins","HOU","TEN","WR","3300","7.8","-1.8","0.7","20167604","10.4"
"Carson Wentz","IND","BUF","QB","5500","15.3","-1.8","0.5","20167092","22.5"
"A.J. Green","ARI","SEA","WR","4600","10.2","-1.9","1.9","20167542","14.8"
"Mark Andrews","BAL","CHI","TE","6000","13.0","-1.9","5.4","20167934","18.6"
"Dawson Knox","BUF","IND","TE","4000","9.1","-1.9","1.6","20167948","14.4"
"Austin Hooper","CLE","DET","TE","3200","7.5","-1.9","0.5","20167962","12.0"
"Emmanuel Sanders","BUF","IND","WR","5300","11.5","-2.0","0.5","20167512","18.1"
"T.J. Hockenson","DET","CLE","TE","5700","12.3","-2.0","0.5","20167936","15.2"
"Cedrick Wilson","DAL","KC","WR","3200","7.3","-2.1","4.1","20167614","11.7"
"Randall Cobb","GB","MIN","WR","4400","9.6","-2.1","0.8","20167550","14.8"
"Byron Pringle","KC","DAL","WR","3400","7.7","-2.1","2.8","20167596","13.4"
"Adam Trautman","NO","PHI","TE","3300","7.5","-2.1","2.4","20167960","10.2"
"Quez Watkins","PHI","NO","WR","3700","8.2","-2.1","3.2","20167584","12.4"
"Gerald Everett","SEA","ARI","TE","3100","7.1","-2.1","3.0","20167964","11.0"
"Anthony Firkser","TEN","HOU","TE","2500","5.9","-2.1","1.4","20167992","10.2"
"Robby Anderson","CAR","WAS","WR","4600","10.0","-2.2","0.5","20167540","14.6"
"Marquez Valdes-Scantling","GB","MIN","WR","3700","8.1","-2.2","3.8","20167586","12.8"
"Freddie Swain","SEA","ARI","WR","3000","6.7","-2.2","0.5","20167662","10.5"
"C.J. Uzomah","CIN","LV","TE","3500","7.7","-2.3","2.0","20167956","12.4"
"Michael Pittman Jr.","IND","BUF","WR","6100","12.8","-2.3","1.7","20167494","17.9"
"Bryan Edwards","LV","CIN","WR","4100","8.8","-2.4","0.7","20167562","14.1"
"Ezekiel Elliott","DAL","KC","RB","7700","15.6","-2.6","4.0","20167168","22.3"
"Deonte Harris","NO","PHI","WR","4200","8.7","-2.6","1.7","20167556","12.5"
"Rondale Moore","ARI","SEA","WR","4200","8.5","-2.8","0.8","20167560","12.2"
"Marvin Jones Jr.","JAX","SF","WR","5200","10.5","-2.8","0.5","20167516","14.0"
"Kenyan Drake","LV","CIN","RB","5200","10.4","-2.9","0.5","20167214","16.1"
"Jamison Crowder","NYJ","MIA","WR","4700","9.4","-2.9","1.1","20167536","13.2"
"Colts ","IND","BUF","DST","3000","3.9","-3.0","0.0","20168212","7.5"
"David Johnson","HOU","TEN","RB","4400","8.7","-3.1","0.5","20167264","12.7"
"Zay Jones","LV","CIN","WR","3000","5.9","-3.1","0.5","20167688","9.8"
"Zach Ertz","ARI","SEA","TE","4800","9.3","-3.2","0.8","20167940","12.5"
"Marquise Goodwin","CHI","BAL","WR","3300","6.3","-3.2","0.5","20167602","9.0"
"Ryan Griffin","NYJ","MIA","TE","2500","4.8","-3.2","0.6","20168146","7.0"
"Tony Pollard","DAL","KC","RB","4700","9.0","-3.3","0.5","20167240","14.1"
"Zach Pascal","IND","BUF","WR","4000","7.6","-3.3","0.5","20167574","10.6"
"DeAndre Carter","WAS","CAR","WR","3300","6.2","-3.3","0.5","20167610","9.5"
"Sammy Watkins","BAL","CHI","WR","4000","7.4","-3.5","1.7","20167572","10.8"
"Nyheim Hines","IND","BUF","RB","4300","8.0","-3.5","0.5","20167268","12.1"
"Devin Singletary","BUF","IND","RB","4600","8.5","-3.6","0.5","20167246","12.8"
"Pharaoh Brown","HOU","TEN","TE","2700","4.8","-3.6","0.0","20167978","6.4"
"DeVonta Smith","PHI","NO","WR","6400","12.0","-3.6","0.5","20167490","17.3"
"J.D. McKissic","WAS","CAR","RB","5000","9.3","-3.6","0.5","20167222","13.7"
"Josiah Deguara","GB","MIN","TE","2500","4.3","-3.7","0.1","20168088","7.5"
"Mo Alie-Cox","IND","BUF","TE","2700","4.7","-3.7","0.1","20167976","7.2"
"K.J. Osborn","MIN","GB","WR","3400","6.1","-3.7","0.5","20167598","9.8"
"Keelan Cole Sr.","NYJ","MIA","WR","3100","5.4","-3.7","0.5","20167622","8.3"
"Elijah Moore","NYJ","MIA","WR","4900","9.1","-3.7","0.5","20167528","12.8"
"Mecole Hardman","KC","DAL","WR","4000","7.1","-3.8","0.5","20167570","12.2"
"Jalen Reagor","PHI","NO","WR","3300","5.7","-3.8","0.5","20167606","8.8"
"Trevor Siemian","NO","PHI","QB","5300","12.5","-3.9","0.5","20167097","16.1"
"Tre'Quan Smith","NO","PHI","WR","4400","7.8","-3.9","0.5","20167548","11.0"
"Adrian Peterson","TEN","HOU","RB","4800","8.5","-4.0","0.7","20167236","13.8"
"MyCole Pruitt","TEN","HOU","TE","2600","4.1","-4.0","0.2","20167986","7.9"
"Antoine Wesley","ARI","SEA","WR","3000","4.9","-4.1","0.0","20167678","7.8"
"Jamaal Williams","DET","CLE","RB","4400","7.7","-4.1","0.5","20167260","9.9"
"Josh Reynolds","DET","CLE","WR","3000","4.9","-4.1","0.0","20167792","5.9"
"T.Y. Hilton","IND","BUF","WR","4300","7.4","-4.1","0.5","20167552","10.4"
"Nick Westbrook-Ikhine","TEN","HOU","WR","3300","5.5","-4.1","0.5","20167608","9.5"
"Harrison Bryant","CLE","DET","TE","2500","3.8","-4.2","0.0","20168124","7.5"
"Kalif Raymond","DET","CLE","WR","5000","8.7","-4.2","0.5","20167526","11.2"
"Demarcus Robinson","KC","DAL","WR","3100","4.9","-4.3","0.0","20167624","9.2"
"Adam Humphries","WAS","CAR","WR","3200","5.1","-4.3","0.5","20167616","7.6"
"Amon-Ra St. Brown","DET","CLE","WR","4300","7.1","-4.4","0.5","20167554","8.5"
"Marquez Callaway","NO","PHI","WR","5100","8.7","-4.4","0.5","20167520","12.4"
"Brevin Jordan","HOU","TEN","TE","2500","3.4","-4.5","0.0","20168198","4.8"
"Clyde Edwards-Helaire","KC","DAL","RB","5200","8.8","-4.5","0.5","20167210","13.4"
"Mack Hollins","MIA","NYJ","WR","3000","4.4","-4.6","0.0","20167630","7.5"
"Terrace Marshall Jr.","CAR","WAS","WR","3100","4.5","-4.7","0.0","20167618","7.4"
"Tommy Tremble","CAR","WAS","TE","2500","3.3","-4.7","0.1","20168132","5.7"
"Adam Shaheen","MIA","NYJ","TE","2500","3.3","-4.7","0.0","20168156","6.3"
"Durham Smythe","MIA","NYJ","TE","2500","3.2","-4.8","0.1","20168154","5.9"
"Kyle Juszczyk","SF","JAX","RB","4000","6.1","-4.8","0.5","20167368","11.3"
"Will Dissly","SEA","ARI","TE","2500","3.2","-4.8","0.0","20168016","6.0"
"Zack Moss","BUF","IND","RB","5000","8.0","-4.9","0.5","20167224","13.0"
"Jack Doyle","IND","BUF","TE","3000","4.0","-4.9","0.0","20167966","5.9"
"Jimmy Graham","CHI","BAL","TE","2500","3.0","-5.0","0.0","20167990","4.7"
"Marcedes Lewis","GB","MIN","TE","2600","3.1","-5.0","0.0","20167984","5.9"
"Preston Williams","MIA","NYJ","WR","3000","4.0","-5.0","0.0","20167850","7.1"
"Ty Johnson","NYJ","MIA","RB","4600","7.1","-5.0","0.5","20167248","12.3"
"Albert Wilson","MIA","NYJ","WR","3100","4.1","-5.1","0.4","20167626","7.2"
"Kenny Stills","NO","PHI","WR","3000","3.8","-5.2","0.0","20167628","5.6"
"Damiere Byrd","CHI","BAL","WR","3000","3.7","-5.3","0.0","20167722","5.4"
"Duke Johnson","MIA","NYJ","RB","4000","5.6","-5.3","0.5","20167420","10.5"
"Sean McKeon","DAL","KC","TE","2500","2.6","-5.4","0.0","20168006","5.7"
"Nick Vannett","NO","PHI","TE","2500","2.6","-5.4","0.0","20168172","4.1"
"Ian Thomas","CAR","WAS","TE","2500","2.5","-5.5","0.0","20168130","4.7"
"Jauan Jennings","SF","JAX","WR","3000","3.4","-5.5","0.0","20167778","6.6"
"Equanimeous St. Brown","GB","MIN","WR","3000","3.3","-5.6","0.0","20167634","6.3"
"Isaiah McKenzie","BUF","IND","WR","3000","3.2","-5.7","0.0","20167632","6.9"
"Phillip Lindsay","HOU","TEN","RB","4100","5.4","-5.7","0.5","20167282","7.9"
"Foster Moreau","LV","CIN","TE","2600","2.5","-5.7","0.0","20167982","5.3"
"Noah Brown","DAL","KC","WR","3000","3.1","-5.8","0.0","20167650","6.4"
"Patrick Taylor","GB","MIN","RB","4000","5.2","-5.8","0.5","20167346","8.8"
"DeSean Jackson","LV","CIN","WR","3400","3.9","-5.8","0.0","20167600","7.4"
"Gabriel Davis","BUF","IND","WR","3900","4.7","-6.1","0.0","20167576","8.9"
"Chris Herndon","MIN","GB","TE","2500","1.9","-6.1","0.0","20168074","4.0"
"Eno Benjamin","ARI","SEA","RB","4200","5.1","-6.2","0.5","20167270","8.1"
"Dee Eskridge","SEA","ARI","WR","3000","2.7","-6.3","0.0","20167664","5.5"
"Dax Milne","WAS","CAR","WR","3000","2.7","-6.3","0.0","20167830","4.4"
"Josh Oliver","BAL","CHI","TE","2500","1.6","-6.4","0.0","20168058","3.2"
"Rex Burkhead","HOU","TEN","RB","4200","5.0","-6.4","0.0","20167276","8.5"
"Luke Farrell","JAX","SF","TE","2500","1.5","-6.4","0.0","20168096","2.7"
"Braxton Berrios","NYJ","MIA","WR","3000","2.6","-6.4","0.0","20167840","4.4"
"Dontrell Hilliard","TEN","HOU","RB","4000","4.5","-6.4","0.0","20167456","9.0"
"Devin Duvernay","BAL","CHI","WR","3800","4.1","-6.5","0.0","20167580","6.6"
"Jakeem Grant Sr.","CHI","BAL","WR","3000","2.4","-6.5","0.0","20167724","3.9"
"Kylen Granson","IND","BUF","TE","2500","1.4","-6.5","0.0","20168180","2.9"
"James Proche","BAL","CHI","WR","3000","2.4","-6.6","0.0","20167714","4.4"
"Chris Conley","HOU","TEN","WR","3400","3.1","-6.6","0.0","20167594","4.5"
"Tommy Hudson","TEN","HOU","TE","2500","1.4","-6.6","0.0","20168192","4.2"
