Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Baltimore Ravens,0,D,3000,BAL,@CLE,23.0,BAL by 1,1.4,0.5,0.6,207,158,24.2,5.8,6.0,9.8,9.8,2.2,17.4,7.1,2.4,0.0,0.0
Tampa Bay Buccaneers,1,D,2900,TB,MIN,22.5,TB by 6.5,2.1,0.8,1.0,244,146,26.4,8.1,4.3,7.5,7.5,1.3,13.7,7.4,2.6,9.0,3.1
Carolina Panthers,5,D,2900,CAR,DEN,21.5,CAR by 3.5,2.0,0.6,1.8,207,119,17.3,9.8,12.3,5.8,5.8,-0.7,12.2,7.8,2.7,2.0,0.7
Miami Dolphins,1,D,2800,MIA,KC,28.3,KC by 7,1.3,0.5,0.2,315,113,29.8,2.0,11.0,9.8,9.8,3.6,16.1,3.6,1.3,10.0,3.6
Washington Football Team,1,D,2800,WAS,@SF,23.0,SF by 3,2.3,0.7,1.2,256,110,23.3,7.3,10.0,6.8,6.8,0.7,12.9,6.5,2.3,23.0,8.2
Cleveland Browns,,D,2800,CLE,BAL,24.0,BAL by 1,2.4,0.5,0.7,183,160,25.6,5.6,8.3,6.5,6.5,0.3,12.7,6.0,2.1,2.0,0.7
San Francisco 49ers,4,D,2700,SF,WAS,20.0,SF by 3,3.2,0.8,0.8,223,102,21.3,7.2,8.7,5.9,5.9,-0.6,12.4,8.2,3.0,8.0,3.0
Arizona Cardinals,2,D,2700,ARI,@NYG,22.0,ARI by 1.5,2.8,0.6,0.8,192,120,18.3,8.2,4.3,5.6,5.6,1.6,9.5,7.6,2.8,18.0,6.7
New York Giants,2,D,2600,NYG,ARI,23.5,ARI by 1.5,1.7,0.4,0.8,239,151,27.7,4.3,8.7,7.4,7.4,2.6,12.3,6.3,2.4,1.0,0.4
Los Angeles Chargers,,D,2600,LAC,ATL,26.0,ATL by 2.5,2.6,0.3,0.7,270,101,24.9,4.0,5.0,4.3,4.3,0.4,8.2,6.0,2.3,9.0,3.5
Houston Texans,1,D,2600,HOU,@CHI,22.0,HOU by 1,2.5,0.5,1.1,225,87,20.0,8.2,7.3,4.0,4.0,-0.7,8.7,6.8,2.6,2.0,0.8
Denver Broncos,,D,2500,DEN,@CAR,25.0,CAR by 3.5,1.8,0.3,0.8,249,106,22.3,4.5,5.7,4.7,4.7,0.0,9.4,5.8,2.3,10.0,4.0
Las Vegas Raiders,0,D,2500,LV,IND,27.3,IND by 3,1.3,0.3,0.8,265,105,25.3,5.0,1.7,3.0,3.0,-2.6,8.6,5.0,2.0,-4.0,-1.6
Atlanta Falcons,,D,2400,ATL,@LAC,23.5,ATL by 2.5,2.3,0.5,0.8,273,113,22.1,7.8,12.3,5.2,5.2,-2.4,12.8,5.9,2.5,4.0,1.7
Dallas Cowboys,3,D,2400,DAL,@CIN,19.5,DAL by 3.5,3.7,0.8,0.8,229,92,19.8,9.0,2.7,2.7,2.7,-2.2,7.7,8.0,3.3,18.0,7.5
Minnesota Vikings,,D,2300,MIN,@TB,29.0,TB by 6.5,1.3,0.4,0.9,266,96,28.0,5.0,7.3,4.8,4.8,0.3,9.3,4.5,2.0,0.0,0.0
Cincinnati Bengals,1,D,2300,CIN,DAL,23.0,DAL by 3.5,2.8,1.2,0.9,268,112,22.3,10.2,5.7,2.9,2.9,-0.9,6.7,6.4,2.8,2.0,0.9
Buffalo Bills,,D,2300,BUF,PIT,22.0,BUF by 2.5,0.9,0.4,0.5,251,95,24.9,2.1,5.3,6.4,6.4,2.7,10.1,6.5,2.8,12.0,5.2
Philadelphia Eagles,1,D,2200,PHI,NO,25.3,NO by 7,1.8,0.7,0.3,230,141,28.4,2.8,5.7,7.2,7.2,0.7,13.6,5.9,2.7,9.0,4.1
Jacksonville Jaguars,,D,2200,JAX,TEN,30.3,TEN by 7.5,1.6,0.3,0.5,243,151,27.7,3.3,6.7,4.4,4.4,0.1,8.7,3.4,1.5,2.0,0.9
New York Jets,,D,2100,NYJ,@SEA,30.0,SEA by 13.5,3.3,0.4,0.9,269,117,28.9,5.3,7.3,4.1,4.1,0.0,8.1,3.7,1.8,-1.0,-0.5
Detroit Lions,,D,2000,DET,GB,31.3,GB by 7.5,1.2,0.4,0.3,272,124,30.4,2.7,3.7,2.8,2.8,-0.3,6.0,2.6,1.3,-1.0,-0.5
