Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Pittsburgh Steelers,1,D,4200,PIT,BAL,20.5,PIT by 4,2.4,0.5,0.7,183,160,25.6,5.6,12.0,11.0,11.0,5.5,16.5,0.0,0.0,0.0,0.0
Miami Dolphins,3,D,4200,MIA,@NYJ,18.8,MIA by 7,2.7,0.2,0.9,170,99,14.1,10.2,6.3,9.0,9.0,2.5,15.5,9.0,2.1,14.0,3.3
Green Bay Packers,1,D,3900,GB,CHI,18.3,GB by 8.5,2.5,0.4,1.1,223,78,18.5,7.8,5.3,4.6,4.6,1.0,8.2,8.6,2.2,15.0,3.8
New Orleans Saints,12,D,3800,NO,@DEN,18.8,NO by 6,2.3,0.6,1.7,232,115,18.8,9.9,15.3,7.9,7.9,0.7,15.1,11.6,3.1,14.0,3.7
Washington Football Team,2,D,3700,WAS,@DAL,24.5,DAL by 3,2.7,1.2,0.9,276,117,22.9,9.7,5.7,6.4,6.4,0.4,12.4,7.1,1.9,15.0,4.1
Los Angeles Rams,6,D,3700,LAR,SF,19.3,LAR by 6.5,2.5,0.6,1.1,253,112,23.8,6.9,7.7,7.8,7.8,2.6,13.0,9.0,2.4,15.0,4.1
New York Giants,9,D,3200,NYG,@CIN,18.5,NYG by 6,3.6,0.8,0.6,247,102,21.3,8.5,7.0,6.7,6.7,1.8,11.6,9.1,2.8,9.0,2.8
Baltimore Ravens,,D,3100,BAL,@PIT,24.5,PIT by 4,1.0,0.4,0.5,246,102,25.7,2.0,6.0,9.8,9.8,2.2,17.4,0.0,0.0,0.0,0.0
Cleveland Browns,5,D,3100,CLE,@JAX,21.0,CLE by 7,3.0,0.5,1.1,231,97,20.2,7.4,9.7,7.3,7.3,0.9,13.7,8.1,2.6,0.0,0.0
Indianapolis Colts,1,D,3000,IND,TEN,24.3,IND by 3,1.6,0.1,0.4,231,152,25.0,3.8,7.7,10.5,10.5,3.7,17.3,6.6,2.2,-3.0,-1.0
Arizona Cardinals,1,D,2900,ARI,@NE,23.5,ARI by 2.5,1.8,0.4,1.1,210,154,20.3,6.5,2.7,5.7,5.7,1.6,9.8,6.2,2.1,8.0,2.8
Dallas Cowboys,2,D,2800,DAL,WAS,21.5,DAL by 3,3.2,0.9,0.8,225,99,19.8,8.2,6.7,2.9,2.9,-2.3,8.1,7.3,2.6,1.0,0.4
Tampa Bay Buccaneers,,D,2800,TB,KC,29.8,KC by 3.5,1.2,0.5,0.2,301,113,30.9,1.9,3.3,7.8,7.8,1.4,14.2,3.5,1.3,4.0,1.4
Houston Texans,3,D,2700,HOU,@DET,24.3,HOU by 3,2.7,0.2,0.8,248,95,22.7,6.7,4.0,2.9,2.9,-0.1,5.9,5.4,2.0,16.0,5.9
Kansas City Chiefs,,D,2700,KC,@TB,26.3,KC by 3.5,1.4,0.5,0.8,260,98,28.4,5.0,3.7,7.6,7.6,-0.7,15.9,5.7,2.1,5.0,1.9
Buffalo Bills,2,D,2700,BUF,LAC,23.5,BUF by 5.5,2.1,0.6,0.6,280,121,24.8,5.6,7.3,6.7,6.7,2.6,10.7,6.5,2.4,6.0,2.2
San Francisco 49ers,,D,2600,SF,@LAR,25.8,LAR by 6.5,1.3,0.6,0.8,273,125,24.3,6.3,1.7,5.2,5.2,-0.8,11.2,5.5,2.1,17.0,6.5
Carolina Panthers,,D,2600,CAR,@MIN,27.0,MIN by 3.5,1.9,0.5,1.1,236,151,26.4,6.4,6.7,4.5,4.5,-0.6,9.7,5.1,2.0,19.0,7.3
Chicago Bears,,D,2600,CHI,@GB,26.8,GB by 8.5,1.2,0.5,0.4,277,116,30.0,2.9,5.7,6.5,6.5,2.3,10.7,4.1,1.6,-4.0,-1.5
New England Patriots,1,D,2500,NE,ARI,26.0,ARI by 2.5,1.6,0.4,0.8,257,158,28.7,3.6,2.7,5.7,5.7,1.4,10.0,5.8,2.3,5.0,2.0
Cincinnati Bengals,1,D,2500,CIN,NYG,24.5,NYG by 6,3.1,0.6,0.9,196,111,18.3,8.0,1.7,2.3,2.3,-1.4,6.0,5.6,2.2,9.0,3.6
Seattle Seahawks,3,D,2500,SEA,@PHI,22.5,SEA by 5,4.0,0.6,1.4,209,121,20.6,9.2,4.3,5.0,5.0,2.1,7.9,8.1,3.2,9.0,3.6
Los Angeles Chargers,,D,2400,LAC,@BUF,29.0,BUF by 5.5,2.1,0.6,0.6,280,98,28.4,3.3,4.0,4.6,4.6,1.4,7.8,4.7,2.0,9.0,3.8
Tennessee Titans,,D,2400,TEN,@IND,27.3,IND by 3,1.0,0.3,0.8,264,109,25.4,4.7,5.7,3.9,3.9,-1.0,8.8,4.4,1.8,10.0,4.2
Minnesota Vikings,1,D,2300,MIN,CAR,23.5,MIN by 3.5,2.0,0.3,0.8,247,106,23.0,4.5,7.7,4.0,4.0,-0.1,8.1,6.4,2.8,5.0,2.2
Las Vegas Raiders,1,D,2300,LV,@ATL,25.5,LV by 3,2.7,0.2,0.7,280,101,24.6,4.3,6.0,2.9,2.9,-3.0,8.8,5.9,2.6,-1.0,-0.4
Detroit Lions,1,D,2200,DET,HOU,27.3,HOU by 3,2.6,0.4,0.5,274,85,22.7,5.2,4.7,2.9,2.9,-0.3,6.1,5.1,2.3,0.0,0.0
Denver Broncos,6,D,2200,DEN,NO,24.8,NO by 6,1.6,0.7,0.3,248,126,28.9,2.5,3.7,5.1,5.1,0.1,10.1,4.6,2.1,4.0,1.8
Atlanta Falcons,,D,2200,ATL,LV,28.5,LV by 3,1.4,0.7,0.3,235,134,28.6,3.1,4.7,3.0,3.0,0.3,5.7,4.5,2.0,28.0,12.7
New York Jets,3,D,2100,NYJ,MIA,25.8,MIA by 7,2.0,0.3,0.8,214,94,25.2,4.2,1.0,3.5,3.5,-0.6,7.6,4.7,2.2,9.0,4.3
Philadelphia Eagles,2,D,2100,PHI,SEA,27.5,SEA by 5,3.3,0.4,1.0,279,121,31.4,4.9,10.3,7.7,7.7,0.8,14.6,6.0,2.9,2.0,1.0
Jacksonville Jaguars,1,D,2000,JAX,CLE,28.0,CLE by 7,1.5,0.4,0.7,189,157,22.2,6.1,5.7,3.5,3.5,0.2,6.8,4.3,2.1,4.0,2.0
