Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
New England Patriots,,D,2900,NE,BUF,26.5,BUF by 7,1.9,0.8,0.5,279,109,29.2,3.5,13.0,7.2,7.2,-0.5,15.0,5.3,1.8,-4.0,-1.4
Houston Texans,6,D,2800,HOU,CIN,19.3,HOU by 7.5,3.4,0.9,0.6,216,97,19.4,9.1,2.0,3.6,3.6,-0.7,8.0,8.3,3.0,-4.0,-1.4
San Francisco 49ers,0,D,2700,SF,@ARI,26.5,ARI by 4.5,1.6,0.5,0.8,251,148,27.8,4.2,2.7,5.5,5.5,-0.9,11.9,5.1,1.9,11.0,4.1
Carolina Panthers,6,D,2700,CAR,@WAS,21.8,WAS by 1,3.1,0.6,0.9,217,100,20.1,7.4,8.7,5.4,5.4,-0.6,11.4,8.1,3.0,21.0,7.8
Seattle Seahawks,1,D,2600,SEA,LAR,23.3,SEA by 1,1.4,0.6,0.9,255,128,23.4,6.7,10.0,6.4,6.4,3.0,9.7,6.4,2.5,9.0,3.5
Tennessee Titans,1,D,2600,TEN,@GB,29.3,GB by 3,1.4,0.4,0.3,261,129,30.0,2.6,6.0,4.8,4.8,0.4,9.3,3.4,1.3,-1.0,-0.4
New York Giants,1,D,2500,NYG,@BAL,27.0,BAL by 10.5,2.2,0.4,0.7,180,176,28.7,4.5,5.3,6.6,6.6,1.6,11.5,4.3,1.7,2.0,0.8
Minnesota Vikings,1,D,2500,MIN,@NO,28.5,NO by 6.5,1.9,0.6,0.4,232,132,27.8,3.2,5.0,4.3,4.3,-0.1,8.7,4.1,1.6,0.0,0.0
Dallas Cowboys,3,D,2400,DAL,PHI,26.0,PHI by 2.5,4.2,0.5,1.1,207,126,20.6,8.8,11.3,4.6,4.6,-2.1,11.3,6.1,2.5,10.0,4.2
Las Vegas Raiders,0,D,2300,LV,MIA,25.8,MIA by 3,2.1,0.4,0.7,221,106,24.3,5.1,1.3,2.3,2.3,-3.3,7.8,5.5,2.4,3.0,1.3
Denver Broncos,3,D,2300,DEN,@LAC,26.0,LAC by 3,2.1,0.4,0.7,273,111,22.5,6.9,3.3,4.6,4.6,-0.2,9.5,5.9,2.6,3.0,1.3
Cincinnati Bengals,,D,2300,CIN,@HOU,26.8,HOU by 7.5,3.2,0.7,0.4,275,86,22.1,6.5,4.3,3.2,3.2,-0.6,7.0,4.7,2.0,2.0,0.9
Jacksonville Jaguars,1,D,2200,JAX,CHI,27.3,CHI by 7.5,2.4,0.4,1.0,225,101,21.9,7.3,5.0,3.9,3.9,-0.4,8.1,4.4,2.0,-1.0,-0.5
Detroit Lions,,D,2000,DET,TB,32.0,TB by 10,1.4,0.4,0.8,268,94,28.1,4.4,1.0,2.3,2.3,-0.9,5.5,2.5,1.3,5.0,2.5
New York Jets,0,D,2000,NYJ,CLE,28.5,CLE by 9.5,1.3,0.4,0.6,223,153,25.1,5.1,4.0,4.0,4.0,-0.1,8.1,4.3,2.1,9.0,4.5
Atlanta Falcons,,D,1900,ATL,@KC,32.3,KC by 10.5,1.6,0.6,0.4,312,116,30.1,2.9,3.3,4.9,4.9,-2.2,11.9,2.6,1.4,5.0,2.6
