Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Miami Dolphins,0,D,4000,MIA,@LV,22.8,MIA by 3,1.6,0.9,0.6,253,122,26.9,5.6,11.0,9.8,9.8,4.0,15.5,6.6,1.6,5.0,1.3
Baltimore Ravens,3,D,4000,BAL,NYG,16.5,BAL by 10.5,3.0,0.7,0.7,186,114,16.6,8.9,4.7,8.6,8.6,1.4,15.9,9.8,2.5,10.0,2.5
Tampa Bay Buccaneers,1,D,3800,TB,@DET,22.0,TB by 10,2.6,0.4,0.8,265,93,23.8,6.9,5.3,7.3,7.3,1.4,13.1,7.4,1.9,10.0,2.6
Cleveland Browns,4,D,3700,CLE,@NYJ,19.0,CLE by 9.5,2.7,0.4,0.9,168,103,14.1,9.9,5.0,6.3,6.3,0.5,12.1,9.0,2.4,6.0,1.6
Chicago Bears,4,D,3600,CHI,@JAX,19.8,CHI by 7.5,2.6,0.6,1.0,234,99,19.2,7.5,8.3,6.1,6.1,0.7,11.6,8.5,2.4,6.0,1.7
Pittsburgh Steelers,2,D,3500,PIT,IND,23.3,IND by 1.5,1.1,0.2,0.6,261,114,26.4,4.1,3.7,9.3,9.3,3.5,15.1,7.3,2.1,9.0,2.6
Kansas City Chiefs,1,D,3400,KC,ATL,21.8,KC by 10.5,2.6,0.2,0.8,273,94,24.5,4.3,7.3,7.4,7.4,0.1,14.6,7.4,2.2,7.0,2.1
Buffalo Bills,0,D,3400,BUF,@NE,19.5,BUF by 7,2.2,0.4,1.0,185,145,19.8,6.6,9.3,7.2,7.2,3.2,11.2,7.9,2.3,7.0,2.1
Arizona Cardinals,1,D,3300,ARI,SF,22.0,ARI by 4.5,2.4,0.9,1.2,259,113,23.4,9.0,10.0,6.8,6.8,1.8,11.8,8.2,2.5,6.0,1.8
Los Angeles Chargers,3,D,3300,LAC,DEN,23.0,LAC by 3,2.0,0.6,1.5,205,119,18.4,9.4,3.0,4.6,4.6,0.8,8.4,6.8,2.1,7.0,2.1
Indianapolis Colts,1,D,3200,IND,@PIT,21.8,IND by 1.5,0.9,0.5,0.7,238,90,23.5,3.3,11.3,9.7,9.7,3.0,16.5,7.0,2.2,0.0,0.0
New Orleans Saints,,D,3200,NO,MIN,22.0,NO by 6.5,2.4,0.7,0.9,239,148,25.6,7.9,5.0,7.7,7.7,1.2,14.2,7.8,2.4,1.0,0.3
Los Angeles Rams,1,D,3100,LAR,@SEA,24.3,SEA by 1,2.9,0.4,0.9,256,125,29.1,4.7,9.0,8.6,8.6,3.2,13.9,6.4,2.1,6.0,1.9
Washington Football Team,2,D,3000,WAS,CAR,20.8,WAS by 1,2.1,0.3,0.7,248,108,22.2,5.0,9.7,7.7,7.7,0.5,14.9,7.4,2.5,9.0,3.0
Green Bay Packers,,D,3000,GB,TEN,26.3,GB by 3,1.5,0.3,0.4,242,162,29.4,2.8,6.7,5.8,5.8,1.5,10.0,5.1,1.7,7.0,2.3
Philadelphia Eagles,3,D,2900,PHI,@DAL,23.5,PHI by 2.5,2.6,0.9,0.8,257,109,23.4,8.3,7.3,7.2,7.2,1.3,13.2,7.0,2.4,0.0,0.0
