Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Los Angeles Rams,4,D,4500,LAR,NYJ,13.5,LAR by 17,2.8,0.4,0.9,166,104,13.5,10.5,13.3,9.1,9.1,3.9,14.3,11.5,2.6,2.0,0.4
Pittsburgh Steelers,1,D,3900,PIT,@CIN,13.8,PIT by 13,3.5,1.0,0.7,227,92,18.8,9.7,8.7,9.9,9.9,4.3,15.5,12.9,3.3,2.0,0.5
Baltimore Ravens,4,D,3800,BAL,JAX,17.3,BAL by 13,2.5,0.5,1.1,236,102,19.6,7.3,1.3,8.9,8.9,1.1,16.7,8.7,2.3,10.0,2.6
Miami Dolphins,2,D,3700,MIA,NE,20.3,MIA by 1,2.2,0.3,1.1,185,148,20.4,6.5,12.7,9.8,9.8,3.9,15.8,7.6,2.1,9.0,2.4
Indianapolis Colts,1,D,3600,IND,HOU,21.8,IND by 7,3.1,0.6,0.5,270,86,22.2,6.2,7.0,9.7,9.7,2.7,16.7,7.8,2.2,10.0,2.8
Green Bay Packers,,D,3500,GB,CAR,21.3,GB by 9,2.0,0.2,0.8,248,108,22.7,4.9,9.7,5.8,5.8,1.3,10.2,7.0,2.0,6.0,1.7
Cleveland Browns,1,D,3400,CLE,@NYG,19.5,CLE by 5,3.2,0.8,0.8,184,117,17.4,8.9,2.3,6.2,6.2,0.1,12.2,9.0,2.6,8.0,2.4
Tennessee Titans,1,D,3400,TEN,DET,20.3,TEN by 11,2.8,0.3,0.8,261,90,23.8,6.9,7.3,4.8,4.8,0.1,9.4,7.1,2.1,6.0,1.8
Kansas City Chiefs,,D,3300,KC,@NO,24.3,KC by 3,2.0,0.7,0.4,233,137,27.8,3.2,8.0,7.7,7.7,0.2,15.2,5.2,1.6,3.0,0.9
Chicago Bears,,D,3200,CHI,@MIN,25.0,MIN by 3,2.4,0.8,0.9,239,147,25.5,8.2,5.3,6.2,6.2,0.5,11.9,5.7,1.8,5.0,1.6
Seattle Seahawks,5,D,3100,SEA,@WAS,19.5,SEA by 5.5,3.1,0.7,0.8,213,101,20.5,7.2,10.0,6.2,6.2,2.7,9.6,8.9,2.9,9.0,2.9
San Francisco 49ers,1,D,3100,SF,@DAL,21.0,SF by 3,2.8,1.1,0.8,260,111,22.4,9.5,9.0,6.1,6.1,-0.2,12.3,7.7,2.5,-2.0,-0.6
