Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Houston Texans,0,D,2800,HOU,IND,27.3,IND by 3.5,1.1,0.3,0.8,266,104,25.5,5.2,8.0,4.1,4.1,-0.8,9.0,4.9,1.8,3.0,1.1
Washington Football Team,,D,2700,WAS,@PIT,26.0,PIT by 8.5,1.0,0.4,0.5,246,102,25.7,2.0,9.0,7.2,7.2,0.9,13.5,4.7,1.7,3.0,1.1
Buffalo Bills,1,D,2700,BUF,@SF,23.3,BUF by 1.5,2.5,0.7,1.1,251,112,23.2,7.6,8.0,6.6,6.6,2.8,10.4,6.9,2.6,4.0,1.5
Los Angeles Chargers,0,D,2600,LAC,NE,23.0,LAC by 1,1.9,0.4,1.2,197,150,20.3,6.6,6.3,5.0,5.0,1.7,8.3,6.9,2.7,-3.0,-1.2
Cleveland Browns,,D,2500,CLE,@TEN,30.0,TEN by 6,1.5,0.1,0.4,230,160,27.0,3.1,8.7,6.6,6.6,0.2,13.1,3.7,1.5,5.0,2.0
Detroit Lions,0,D,2500,DET,@CHI,23.8,CHI by 3,2.5,0.5,1.2,223,82,19.1,8.5,3.3,2.6,2.6,-0.6,5.8,6.3,2.5,5.0,2.0
San Francisco 49ers,0,D,2500,SF,BUF,24.8,BUF by 1.5,2.2,0.7,0.6,268,105,28.3,3.9,8.0,6.3,6.3,-0.4,13.0,7.0,2.8,2.0,0.8
New England Patriots,0,D,2400,NE,@LAC,24.0,LAC by 1,2.2,0.5,0.6,281,117,24.1,5.6,3.3,5.6,5.6,1.5,9.7,6.2,2.6,31.0,12.9
Atlanta Falcons,4,D,2400,ATL,NO,24.0,NO by 2.5,1.7,0.6,0.4,231,135,29.1,2.6,12.0,5.3,5.3,-2.7,13.2,5.4,2.3,4.0,1.7
Philadelphia Eagles,,D,2300,PHI,@GB,27.8,GB by 8.5,1.1,0.5,0.4,271,122,30.5,2.3,4.3,7.2,7.2,0.4,13.9,3.4,1.5,7.0,3.0
Cincinnati Bengals,0,D,2300,CIN,@MIA,26.8,MIA by 11.5,2.2,0.5,0.7,217,95,24.7,4.6,3.3,2.9,2.9,-1.1,6.9,5.4,2.3,3.0,1.3
New York Giants,0,D,2200,NYG,@SEA,28.3,SEA by 10,3.2,0.4,0.9,274,117,30.6,4.6,8.7,6.9,6.9,2.2,11.7,5.2,2.4,13.0,5.9
New York Jets,,D,2100,NYJ,LV,27.3,LV by 8,1.7,1.0,0.4,232,126,26.5,5.4,5.3,4.0,4.0,-0.2,8.2,4.1,2.0,5.0,2.4
Jacksonville Jaguars,0,D,2000,JAX,@MIN,31.3,MIN by 10,1.9,0.7,1.0,241,146,26.5,7.5,5.7,3.5,3.5,0.4,6.7,3.5,1.8,14.0,7.0
Denver Broncos,,D,1900,DEN,@KC,32.0,KC by 13.5,1.3,0.5,0.2,315,111,30.5,2.1,4.0,5.0,5.0,0.2,9.8,2.7,1.4,1.0,0.5
