Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Terry McLaurin,1,,WR,6800,WAS,@PIT,17.5,PIT by 8.5,-15%,-11%,-8%,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.2,0.1,15.0,8.3,9.3,8.0,0.9,9.4,14,15.9,17.7,17.7,10.4,24.9,15.6,2.3,3.4,0.5
Antonio Gibson,2,Q,RB,6800,WAS,@PIT,17.5,PIT by 8.5,-15%,-11%,-33%,0.0,0.0,0.0,0.0,0.0,16.3,12.6,13.9,2.5,4.6,4.3,3.5,3.3,0.3,6.0,29,26.5,17.3,17.3,8.0,26.5,15.6,2.3,1.4,0.2
Allen Robinson II,3,,WR,6700,CHI,DET,23.8,CHI by 3,9%,15%,10%,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,-1.0,10.3,9.8,9.4,1.1,7.7,15,17.6,17.3,17.3,9.0,25.5,17.6,2.6,13.5,2.0
Miles Sanders,3,,RB,6700,PHI,@GB,19.3,GB by 8.5,-4%,-2%,35%,0.0,0.0,0.0,0.0,0.0,12.3,13.5,14.1,1.8,5.6,4.3,4.8,4.4,0.1,3.2,29,9.9,14.3,14.3,8.4,20.2,15.2,2.3,3.1,0.5
Lamar Jackson,,,QB,6700,BAL,DAL,15.8,PIT by 10.5,-6%,34%,4%,28.7,27.6,27.4,3.9,7.1,12.3,10.3,8.8,2.4,5.6,0.0,0.0,0.0,0.0,0.0,52,19.5,20.9,20.9,15.3,26.6,21.2,3.2,26.7,4.0
Julio Jones,1,,WR,6600,ATL,NO,21.5,NO by 2.5,-13%,-34%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,7.3,7.2,1.1,11.7,11,15.3,17.5,17.5,6.0,29.0,15.3,2.3,15.4,2.3
Ben Roethlisberger,2,,QB,6500,PIT,WAS,26.0,PIT by 8.5,-19%,-1%,-8%,44.7,38.0,36.7,4.8,6.7,0.7,1.9,1.3,0.6,0.7,0.0,0.0,0.0,0.0,0.0,61,26.0,20.5,20.5,14.2,26.7,19.5,3.0,22.2,3.4
Diontae Johnson,2,,WR,6500,PIT,WAS,26.0,PIT by 8.5,-19%,-1%,-20%,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.2,0.1,6.5,12.3,9.0,8.4,0.7,6.6,14,22.3,14.8,14.8,2.9,26.6,15.6,2.4,21.1,3.2
D'Andre Swift,1,Q,RB,6500,DET,@CHI,20.8,CHI by 3,-7%,4%,-11%,0.0,0.0,0.0,0.0,0.0,11.7,7.8,0.0,1.2,4.7,4.7,4.3,0.0,0.8,7.1,0,14.6,14.5,14.5,5.7,23.3,0.0,0.0,0.0,0.0
Kirk Cousins,8,,QB,6400,MIN,JAX,31.3,MIN by 10,16%,17%,21%,37.0,29.1,31.9,3.6,8.7,2.0,1.5,1.6,0.2,4.5,0.0,0.0,0.0,0.0,0.0,55,25.2,19.4,19.4,10.9,27.9,20.2,3.2,26.4,4.1
DeVante Parker,3,,WR,6400,MIA,CIN,26.8,MIA by 11.5,6%,17%,4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.2,7.9,0.5,8.1,12,15.4,13.3,13.3,6.9,19.7,14.8,2.3,7.5,1.2
Chris Carson,5,,RB,6300,SEA,NYG,28.3,SEA by 10,2%,-18%,4%,0.0,0.0,0.0,0.0,0.0,7.0,10.6,12.7,1.9,4.9,3.7,3.9,3.5,0.9,6.1,25,13.0,17.0,17.0,9.6,24.4,15.1,2.4,20.0,3.2
Chase Claypool,1,,WR,6300,PIT,WAS,26.0,PIT by 8.5,-19%,-1%,-20%,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.6,0.4,2.4,10.3,6.5,6.7,0.7,8.6,12,17.5,15.9,15.9,3.5,28.3,14.0,2.2,5.8,0.9
Taysom Hill,2,,QB,6300,NO,@ATL,24.0,NO by 2.5,21%,-14%,35%,13.0,4.0,25.0,0.8,9.0,9.3,4.9,9.4,1.7,5.2,0.0,0.8,0.0,0.2,8.2,54,15.8,8.1,8.1,-0.1,16.4,19.9,3.2,24.6,3.9
Deebo Samuel,1,,WR,6300,SF,BUF,23.3,BUF by 1.5,3%,10%,-14%,0.0,0.0,0.0,0.0,0.0,1.3,1.2,1.1,0.4,2.3,8.0,7.0,6.5,0.4,9.1,12,19.2,13.8,13.8,4.7,23.0,14.6,2.3,13.6,2.2
Ryan Tannehill,2,,QB,6200,TEN,CLE,30.0,TEN by 6,3%,-7%,5%,26.7,30.6,31.7,4.3,7.9,2.7,2.6,3.5,0.4,4.2,0.0,0.1,0.0,0.0,0.0,55,17.6,19.9,19.9,13.5,26.4,20.6,3.3,31.6,5.1
James Conner,,O,RB,6200,PIT,WAS,26.0,PIT by 8.5,-19%,-1%,-18%,0.0,0.0,0.0,0.0,0.0,11.7,14.5,0.0,2.6,4.4,2.3,3.0,0.0,0.5,4.8,0,7.9,14.3,14.3,6.3,22.3,0.0,0.0,0.0,0.0
Jarvis Landry,1,,WR,6200,CLE,@TEN,24.0,TEN by 6,11%,1%,-2%,0.0,0.2,0.0,0.0,28.0,0.3,0.3,0.1,0.1,2.3,6.0,6.2,7.7,0.7,9.0,12,13.9,11.2,11.2,3.8,18.6,15.2,2.5,20.4,3.3
Raheem Mostert,2,,RB,6200,SF,BUF,23.3,BUF by 1.5,3%,10%,-3%,0.0,0.0,0.0,0.0,0.0,14.7,13.4,12.6,1.2,5.2,2.3,2.8,2.1,0.0,10.7,22,11.9,15.9,15.9,9.7,22.1,13.9,2.2,5.3,0.9
Drew Brees,,O,QB,6100,NO,@ATL,24.0,NO by 2.5,21%,-14%,35%,28.7,33.1,0.0,6.3,7.4,2.0,1.7,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0,16.7,19.2,19.2,13.3,25.2,0.0,0.0,0.0,0.0
Cooper Kupp,3,,WR,6100,LAR,@ARI,25.8,LAR by 3,-5%,6%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,8.3,8.3,8.8,8.5,0.9,7.9,13,14.9,15.1,15.1,6.3,23.8,16.4,2.7,15.3,2.5
Darren Waller,7,,TE,6100,LV,@NYJ,27.3,LV by 8,18%,-5%,20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,8.3,8.9,1.6,5.9,14,11.6,13.6,13.6,5.5,21.8,15.9,2.6,48.0,7.9
Jamaal Williams,,,RB,6100,GB,PHI,27.8,GB by 8.5,-12%,10%,-12%,0.0,0.0,0.0,0.0,0.0,10.0,9.8,9.4,1.9,4.2,2.0,3.1,3.0,0.3,6.8,19,10.1,11.1,11.1,4.7,17.6,9.4,1.5,5.6,0.9
Clyde Edwards-Helaire,,Q,RB,6100,KC,DEN,32.0,KC by 13.5,-13%,13%,4%,0.0,0.0,0.0,0.0,0.0,10.0,13.7,12.6,2.4,4.6,2.7,4.2,3.1,0.5,5.1,24,12.7,14.4,14.4,8.1,20.7,13.1,2.1,0.0,0.0
Ryan Fitzpatrick,1,,QB,6000,MIA,CIN,26.8,MIA by 11.5,6%,17%,1%,28.0,31.8,9.8,4.0,7.5,2.0,3.8,1.3,1.3,5.0,0.0,0.1,0.0,0.0,0.0,17,13.9,19.9,19.9,10.5,29.3,5.0,0.8,0.0,0.0
Joe Mixon,,O,RB,6000,CIN,@MIA,15.3,MIA by 11.5,0%,12%,0%,0.0,0.0,0.0,0.0,0.0,22.3,19.8,0.0,3.0,3.6,5.7,4.3,0.0,0.5,5.3,0,25.1,17.3,17.3,3.2,31.3,0.0,0.0,0.0,0.0
Kenny Golladay,,Q,WR,6000,DET,@CHI,20.8,CHI by 3,-7%,4%,-19%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,6.4,0.0,1.0,10.6,0,12.6,14.4,14.4,6.2,22.5,0.0,0.0,0.0,0.0
Boston Scott,,,RB,6000,PHI,@GB,19.3,GB by 8.5,-4%,-2%,35%,0.0,0.0,0.0,0.0,0.0,3.3,5.3,4.7,0.7,4.8,3.3,2.5,2.2,0.5,6.7,11,10.7,7.2,7.2,1.3,13.1,6.4,1.1,0.9,0.2
Robert Woods,7,,WR,5900,LAR,@ARI,25.8,LAR by 3,-5%,6%,6%,0.0,0.0,0.0,0.0,0.0,1.3,1.8,1.5,0.4,5.8,11.0,7.9,9.0,0.7,7.8,16,19.3,17.0,17.0,8.6,25.5,16.8,2.8,18.5,3.1
Philip Rivers,2,,QB,5900,IND,@HOU,27.3,IND by 3.5,6%,33%,3%,39.0,35.5,35.9,5.5,7.6,0.3,1.2,0.6,0.3,-0.2,0.0,0.0,0.0,0.0,0.0,55,20.2,16.6,16.6,9.9,23.4,18.8,3.2,19.2,3.3
Myles Gaskin,4,,RB,5900,MIA,CIN,26.8,MIA by 11.5,6%,17%,-2%,0.0,0.0,0.0,0.0,0.0,17.3,14.3,15.7,3.4,3.9,5.0,5.0,5.0,0.9,5.7,32,17.0,14.2,14.2,10.6,17.8,15.9,2.7,15.1,2.6
Tua Tagovailoa,0,,QB,5900,MIA,CIN,26.8,MIA by 11.5,6%,17%,1%,24.3,19.4,29.3,3.0,6.2,4.3,3.0,2.9,0.6,2.3,0.0,0.0,0.0,0.0,0.0,49,14.5,10.1,10.1,2.0,18.2,16.3,2.8,16.1,2.7
Latavius Murray,,,RB,5900,NO,@ATL,24.0,NO by 2.5,21%,-14%,-18%,0.0,0.0,0.0,0.0,0.0,13.3,11.0,13.4,2.1,4.6,1.0,1.5,1.3,0.4,7.8,23,14.9,10.0,10.0,2.3,17.7,9.6,1.6,3.7,0.6
George Kittle,,O,TE,5900,SF,BUF,23.3,BUF by 1.5,3%,10%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,8.5,7.0,8.2,0.0,0.7,9.7,0,14.4,17.3,17.3,2.7,32.0,0.0,0.0,0.0,0.0
Cam Newton,4,Q,QB,5800,NE,@LAC,23.0,LAC by 1,-7%,3%,7%,25.0,26.6,30.3,2.9,7.5,7.7,9.2,8.9,2.8,4.2,0.0,0.1,0.0,0.0,16.0,62,15.0,18.9,18.9,8.6,29.2,20.0,3.4,23.6,4.1
Jared Goff,3,,QB,5800,LAR,@ARI,25.8,LAR by 3,-5%,6%,-1%,39.7,36.6,36.8,4.3,7.5,3.7,3.2,2.9,0.4,1.6,0.0,0.0,0.0,0.0,0.0,59,16.2,18.7,18.7,10.5,26.8,19.5,3.4,27.1,4.7
Derek Carr,1,,QB,5800,LV,@NYJ,27.3,LV by 8,18%,-5%,19%,30.0,31.6,34.0,5.5,7.6,2.3,2.7,2.1,0.6,4.1,0.0,0.0,0.0,0.0,0.0,58,11.5,17.1,17.1,9.8,24.4,20.0,3.4,35.7,6.2
JuJu Smith-Schuster,3,,WR,5800,PIT,WAS,26.0,PIT by 8.5,-19%,-1%,-20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,7.5,7.6,1.2,7.1,12,16.6,14.3,14.3,6.8,21.9,14.0,2.4,9.8,1.7
Duke Johnson,,,RB,5800,HOU,IND,23.8,IND by 3.5,-13%,-12%,-4%,0.0,0.0,0.0,0.0,0.0,11.0,7.4,5.4,0.3,3.0,3.3,3.0,3.5,0.8,6.4,15,9.6,7.6,7.6,1.9,13.3,8.0,1.4,9.2,1.6
Matthew Stafford,0,,QB,5700,DET,@CHI,20.8,CHI by 3,-7%,4%,-15%,36.0,35.1,35.7,5.2,7.5,1.7,2.0,2.1,0.4,3.9,0.3,0.1,0.0,0.1,0.0,62,15.9,17.9,17.9,12.0,23.7,16.8,2.9,30.1,5.3
Kenyan Drake,1,,RB,5700,ARI,LAR,22.8,LAR by 3,-15%,-20%,-15%,0.0,0.0,0.0,0.0,0.0,16.3,16.8,14.8,3.8,4.3,3.3,2.0,1.7,0.2,4.2,26,18.1,14.2,14.2,5.8,22.6,12.8,2.2,13.8,2.4
Jonathan Taylor,2,,RB,5700,IND,@HOU,27.3,IND by 3.5,6%,33%,37%,0.0,0.0,0.0,0.0,0.0,11.7,13.5,13.3,2.8,3.8,2.7,2.8,2.4,0.4,8.1,24,10.5,12.7,12.7,7.5,17.8,13.0,2.3,22.5,3.9
Marvin Jones Jr.,1,,WR,5700,DET,@CHI,20.8,CHI by 3,-7%,4%,-19%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,6.3,8.0,1.0,7.3,13,14.5,11.2,11.2,4.9,17.5,12.7,2.2,28.6,5.0
Jameis Winston,,,QB,5700,NO,@ATL,24.0,NO by 2.5,21%,-14%,35%,3.7,3.7,1.9,1.3,6.8,2.3,2.3,0.4,0.3,-0.7,0.0,0.0,0.0,0.0,0.0,4,0.8,0.8,0.8,-0.5,2.1,2.3,0.4,0.0,0.0
Gardner Minshew II,,,QB,5600,JAX,@MIN,21.3,MIN by 10,9%,4%,3%,40.0,38.1,2.9,6.4,6.9,3.7,3.6,0.3,0.3,4.9,0.3,0.1,0.0,0.0,0.0,5,21.0,21.2,21.2,15.7,26.7,1.0,0.2,0.0,0.0
Matt Ryan,0,,QB,5600,ATL,NO,21.5,NO by 2.5,-13%,-34%,-17%,37.0,38.8,38.0,5.6,7.4,1.3,2.1,1.8,0.5,3.2,0.0,0.0,0.0,0.0,0.0,61,15.2,19.1,19.1,10.1,28.0,18.5,3.3,13.9,2.5
Brandin Cooks,4,,WR,5600,HOU,IND,23.8,IND by 3.5,-13%,-12%,-11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.0,7.1,8.6,0.6,9.2,14,12.0,13.2,13.2,4.1,22.2,16.3,2.9,11.5,2.1
Wayne Gallman Jr.,1,,RB,5600,NYG,@SEA,18.3,SEA by 10,37%,-23%,1%,0.0,0.0,0.0,0.0,0.0,18.7,9.3,13.9,1.6,4.0,3.0,2.1,2.6,0.5,3.4,28,17.3,9.6,9.6,2.3,16.9,13.0,2.3,16.5,2.9
J.K. Dobbins,,,RB,5600,BAL,DAL,15.8,PIT by 10.5,-6%,34%,10%,0.0,0.0,0.0,0.0,0.0,10.7,7.2,12.4,1.1,5.3,2.0,2.2,2.6,0.0,4.7,21,8.8,8.8,8.8,3.2,14.4,12.6,2.3,13.1,2.3
Daniel Jones,,Q,QB,5500,NYG,@SEA,18.3,SEA by 10,37%,-23%,36%,29.7,32.8,0.0,5.3,6.5,7.0,5.0,0.0,0.4,7.3,0.0,0.0,0.0,0.0,0.0,0,15.2,14.6,14.6,9.5,19.8,0.0,0.0,0.0,0.0
David Montgomery,8,,RB,5500,CHI,DET,23.8,CHI by 3,9%,15%,40%,0.0,0.0,0.0,0.0,0.0,15.3,14.2,14.9,2.0,4.0,4.7,4.7,4.1,0.9,5.4,31,15.7,14.0,14.0,7.0,21.0,15.1,2.7,27.1,4.9
Jakobi Meyers,2,,WR,5500,NE,@LAC,23.0,LAC by 1,-7%,3%,-12%,0.3,0.1,0.0,0.0,24.0,0.0,0.1,0.2,0.0,2.0,5.3,5.2,6.5,0.3,9.4,11,11.0,10.1,10.1,0.0,20.1,13.5,2.5,3.5,0.6
Devontae Booker,4,,RB,5500,LV,@NYJ,27.3,LV by 8,18%,-5%,6%,0.0,0.0,0.0,0.0,0.0,8.7,5.4,14.4,0.8,5.5,2.0,1.3,3.0,0.2,4.6,28,8.6,6.2,6.2,-0.1,12.4,14.0,2.5,6.1,1.1
Carson Wentz,,,QB,5400,PHI,@GB,19.3,GB by 8.5,-4%,-2%,-10%,39.0,38.4,35.0,4.7,6.0,3.3,4.5,3.8,1.1,5.3,0.0,0.0,0.0,0.0,0.0,60,15.0,19.6,19.6,12.5,26.7,17.8,3.3,5.0,0.9
Mitchell Trubisky,3,,QB,5400,CHI,DET,23.8,CHI by 3,9%,15%,9%,22.7,26.4,35.3,5.6,6.1,1.7,2.4,3.3,0.8,8.4,0.0,0.0,0.0,0.0,0.0,63,11.6,14.8,14.8,5.4,24.2,17.8,3.3,14.3,2.6
Kareem Hunt,3,,RB,5400,CLE,@TEN,24.0,TEN by 6,11%,1%,2%,0.0,0.0,0.0,0.0,0.0,14.0,14.3,10.4,3.2,4.5,2.3,2.9,2.8,0.7,4.7,20,11.5,14.4,14.4,8.5,20.3,12.7,2.4,8.7,1.6
Nick Foles,,,QB,5400,CHI,DET,23.8,CHI by 3,9%,15%,9%,39.7,38.9,2.0,4.9,6.0,1.0,1.8,0.2,0.3,0.2,0.0,0.0,0.0,0.0,0.0,4,15.3,14.4,14.4,7.9,21.0,2.1,0.4,0.0,0.0
DJ Chark Jr.,0,,WR,5400,JAX,@MIN,21.3,MIN by 10,9%,4%,17%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,7.3,6.8,0.9,8.1,11,16.1,13.5,13.5,3.6,23.4,13.0,2.4,6.1,1.1
David Johnson,0,,RB,5400,HOU,IND,23.8,IND by 3.5,-13%,-12%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,9.4,12.9,1.3,4.0,0.0,2.3,3.2,0.5,6.4,27,0.0,8.7,8.7,1.3,16.1,12.2,2.3,10.4,1.9
Benny Snell Jr.,0,,RB,5400,PIT,WAS,26.0,PIT by 8.5,-19%,-1%,-18%,0.0,0.0,0.0,0.0,0.0,4.3,5.7,14.4,0.9,3.4,0.0,0.3,1.5,0.0,0.0,25,2.9,4.2,4.2,-0.7,9.0,11.4,2.1,3.0,0.6
Brandon Aiyuk,3,,WR,5400,SF,BUF,23.3,BUF by 1.5,3%,10%,-14%,0.0,0.0,0.0,0.0,0.0,0.3,0.6,1.1,0.1,12.2,10.7,7.1,6.3,1.4,7.8,11,21.1,14.8,14.8,7.6,22.1,11.9,2.2,20.5,3.8
Nick Mullens,1,,QB,5400,SF,BUF,23.3,BUF by 1.5,3%,10%,0%,36.0,29.4,32.4,4.3,8.0,0.7,1.1,1.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,52,11.6,12.0,12.0,5.7,18.2,15.0,2.8,25.6,4.7
