Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
DeAndre Hopkins,6,,WR,7900,ARI,PHI,28.3,ARI by 7,-8%,9%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10.3,9.8,10.3,1.0,9.1,16,18.4,19.7,19.7,10.6,28.9,19.7,2.5,34.0,4.3
Aaron Rodgers,2,,QB,7800,GB,CAR,30.3,GB by 9,5%,-3%,5%,32.0,34.5,37.1,5.3,8.2,4.0,2.2,2.2,0.2,3.4,0.0,0.1,0.0,0.0,-6.0,58,26.7,25.8,25.8,18.4,33.1,24.3,3.1,18.3,2.3
Keenan Allen,,,WR,7800,LAC,@LV,25.3,LV by 3,7%,10%,3%,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,11.1,8.6,1.2,6.8,13,15.3,19.7,19.7,10.2,29.3,16.2,2.1,2.6,0.3
Nick Chubb,1,,RB,7700,CLE,@NYG,24.5,CLE by 5,1%,-13%,7%,0.0,0.0,0.0,0.0,0.0,18.0,16.7,17.8,2.9,5.9,2.0,1.1,1.6,0.0,9.6,30,23.8,19.4,19.4,10.0,28.8,17.0,2.2,14.6,1.9
A.J. Brown,6,,WR,7600,TEN,DET,31.3,TEN by 11,10%,14%,14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,7.3,7.2,7.5,0.9,10.5,12,21.6,18.1,18.1,9.2,27.1,19.1,2.5,15.4,2.0
Lamar Jackson,11,,QB,7500,BAL,JAX,30.3,BAL by 13,14%,25%,20%,26.7,26.6,27.3,3.5,7.2,11.0,10.2,10.1,2.5,6.2,0.0,0.0,0.0,0.0,0.0,59,26.0,22.5,22.5,15.1,29.9,24.2,3.2,30.2,4.0
Austin Ekeler,3,,RB,7500,LAC,@LV,25.3,LV by 3,7%,10%,26%,0.0,0.0,0.0,0.0,0.0,12.3,12.3,12.3,1.4,4.7,11.3,7.3,6.7,0.9,6.4,28,19.4,17.2,17.2,7.2,27.2,20.5,2.7,11.9,1.6
Alvin Kamara,12,,RB,7400,NO,KC,24.3,KC by 3,-4%,10%,3%,0.0,0.0,0.0,0.0,0.0,12.3,11.8,12.6,2.5,4.7,5.0,7.4,7.4,1.1,7.3,31,15.4,23.6,23.6,12.3,34.8,22.3,3.0,18.4,2.5
Allen Robinson II,6,,WR,7400,CHI,@MIN,22.0,MIN by 3,7%,3%,14%,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,-1.0,11.0,9.8,9.5,1.2,8.0,16,23.7,18.0,18.0,9.5,26.4,18.1,2.4,12.3,1.7
Russell Wilson,2,,QB,7300,SEA,@WAS,25.0,SEA by 5.5,-14%,-8%,-8%,33.7,35.6,32.8,5.5,8.0,4.7,5.3,4.6,0.2,6.1,0.0,0.0,0.0,0.0,0.0,58,18.2,26.2,26.2,17.6,34.8,23.0,3.2,13.0,1.8
Aaron Jones,2,,RB,7300,GB,CAR,30.3,GB by 9,5%,-3%,9%,0.0,0.0,0.0,0.0,0.0,15.7,14.5,14.8,2.7,5.1,2.7,4.6,4.2,0.9,5.6,28,15.4,19.0,19.0,7.9,30.0,17.9,2.5,27.8,3.8
Justin Jefferson,1,,WR,7300,MIN,CHI,25.0,MIN by 3,-3%,-1%,11%,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,2.0,11.0,7.1,7.6,0.6,11.7,12,22.1,18.0,18.0,5.6,30.4,17.2,2.4,21.4,2.9
Josh Allen,1,,QB,7200,BUF,@DEN,27.8,BUF by 6,-8%,12%,-1%,35.7,35.8,35.4,5.4,7.9,7.0,7.4,6.2,1.8,3.7,0.0,0.1,0.0,0.1,12.0,67,23.6,26.8,26.8,17.6,36.0,23.5,3.3,40.7,5.7
Jonathan Taylor,8,,RB,7200,IND,HOU,28.8,IND by 7,6%,31%,39%,0.0,0.0,0.0,0.0,0.0,18.3,14.0,17.4,2.8,4.5,3.0,2.8,2.6,0.3,8.7,30,23.8,15.2,15.2,7.3,23.1,17.3,2.4,19.5,2.7
Michael Thomas,0,O,WR,7200,NO,KC,24.3,KC by 3,-4%,10%,-17%,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,1.0,8.3,7.9,0.0,1.6,8.0,0,16.0,12.8,12.8,5.2,20.5,0.0,0.0,0.0,0.0
James Robinson,3,Q,RB,7100,JAX,@BAL,17.3,BAL by 13,-4%,1%,-9%,0.0,0.0,0.0,0.0,0.0,17.3,17.2,18.1,2.3,4.6,5.3,4.4,4.5,0.4,5.7,34,21.7,19.2,19.2,10.8,27.5,17.0,2.4,14.3,2.0
Adam Thielen,4,,WR,7100,MIN,CHI,25.0,MIN by 3,-3%,-1%,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,5.0,8.7,7.6,8.3,1.4,8.4,13,21.2,18.4,18.4,6.9,29.8,16.8,2.4,9.1,1.3
Kyler Murray,8,,QB,7000,ARI,PHI,28.3,ARI by 7,-8%,9%,-4%,36.0,35.5,34.8,4.2,7.0,7.7,8.8,7.0,1.6,6.2,0.0,0.0,0.0,0.0,0.0,65,15.3,26.8,26.8,17.6,36.0,23.5,3.4,38.1,5.4
David Montgomery,2,,RB,7000,CHI,@MIN,22.0,MIN by 3,7%,3%,-2%,0.0,0.0,0.0,0.0,0.0,13.0,14.2,15.2,2.3,4.5,4.7,4.6,4.4,0.8,6.1,33,27.6,16.2,16.2,8.0,24.4,15.6,2.2,32.2,4.6
Cooper Kupp,8,,WR,7000,LAR,NYJ,30.5,LAR by 17,20%,-3%,13%,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,8.3,6.3,8.5,8.1,1.0,7.8,13,11.9,15.0,15.0,7.0,23.0,16.9,2.4,8.9,1.3
Justin Herbert,2,,QB,6900,LAC,@LV,25.3,LV by 3,7%,10%,7%,49.7,41.6,37.8,5.3,6.9,0.7,3.4,4.6,0.9,4.5,0.0,0.0,0.0,0.0,0.0,63,14.5,23.7,23.7,15.3,32.1,21.6,3.1,31.0,4.5
Julio Jones,,Q,WR,6900,ATL,TB,22.3,TB by 6,4%,-31%,7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,7.6,0.0,1.1,11.3,0,12.6,17.2,17.2,6.5,28.0,0.0,0.0,0.0,0.0
Darren Waller,2,,TE,6900,LV,LAC,28.3,LV by 3,-9%,3%,-1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,9.1,8.8,1.7,6.9,14,22.9,16.4,16.4,4.3,28.4,16.6,2.4,33.0,4.8
Miles Sanders,1,,RB,6900,PHI,@ARI,21.3,ARI by 7,-6%,3%,-4%,0.0,0.0,0.0,0.0,0.0,10.0,13.2,14.3,1.8,5.7,3.0,4.4,3.8,0.1,3.3,28,14.0,15.0,15.0,6.2,23.8,15.0,2.2,10.0,1.4
Deshaun Watson,1,,QB,6800,HOU,@IND,21.8,IND by 7,-5%,-15%,-7%,31.0,33.2,34.0,4.8,8.7,7.3,5.8,5.8,1.2,4.9,0.0,0.0,0.0,0.0,0.0,68,25.7,24.7,24.7,17.2,32.2,21.7,3.2,27.4,4.0
Chris Carson,1,,RB,6800,SEA,@WAS,25.0,SEA by 5.5,-14%,-8%,-18%,0.0,0.0,0.0,0.0,0.0,11.0,11.0,13.9,1.7,5.1,4.3,4.2,3.4,0.7,6.1,27,17.6,17.5,17.5,11.0,24.0,14.9,2.2,8.9,1.3
Robert Woods,8,,WR,6800,LAR,NYJ,30.5,LAR by 17,20%,-3%,13%,0.0,0.0,0.0,0.0,0.0,0.7,1.6,1.5,0.3,5.4,10.3,8.2,8.4,0.8,7.5,15,14.1,16.5,16.5,8.3,24.6,17.3,2.5,21.6,3.2
Ryan Tannehill,12,,QB,6700,TEN,DET,31.3,TEN by 11,10%,14%,11%,30.3,31.3,32.0,4.6,8.0,0.7,2.2,3.3,0.3,4.2,0.0,0.1,0.0,0.0,0.0,55,22.4,20.6,20.6,13.8,27.5,21.9,3.3,37.0,5.5
Tyler Lockett,0,,WR,6700,SEA,@WAS,25.0,SEA by 5.5,-14%,-8%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.0,8.2,7.6,0.9,8.4,12,9.3,17.2,17.2,2.2,32.2,15.7,2.3,7.4,1.1
Antonio Gibson,,Q,RB,6700,WAS,SEA,19.5,SEA by 5.5,23%,-18%,2%,0.0,0.0,0.0,0.0,0.0,12.7,11.8,0.0,2.3,4.7,3.0,3.3,0.0,0.3,6.0,0,19.5,15.9,15.9,6.0,25.9,0.0,0.0,0.0,0.0
Tom Brady,9,,QB,6600,TB,@ATL,28.3,TB by 6,17%,-6%,31%,37.3,38.2,39.6,5.8,7.0,1.3,1.8,1.0,0.5,0.2,0.3,0.1,0.0,0.0,-9.0,63,19.0,21.4,21.4,10.9,32.0,25.0,3.8,26.4,4.0
Terry McLaurin,5,,WR,6600,WAS,SEA,19.5,SEA by 5.5,23%,-18%,27%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,15.0,7.0,8.8,8.4,0.8,8.8,14,8.0,15.5,15.5,7.1,24.0,16.6,2.5,14.7,2.2
Cam Akers,9,,RB,6600,LAR,NYJ,30.5,LAR by 17,20%,-3%,3%,0.0,0.0,0.0,0.0,0.0,19.7,9.9,18.9,2.1,4.8,1.3,0.6,1.7,0.1,10.3,31,18.4,7.9,7.9,0.3,15.6,15.2,2.3,7.2,1.1
Ben Roethlisberger,2,,QB,6500,PIT,@CIN,26.8,PIT by 13,5%,13%,-2%,45.3,39.2,38.0,4.8,6.4,0.3,1.7,1.1,0.5,0.7,0.0,0.0,0.0,0.0,0.0,74,18.5,20.2,20.2,14.3,26.1,19.8,3.0,8.7,1.3
Josh Jacobs,1,,RB,6500,LV,LAC,28.3,LV by 3,-9%,3%,2%,0.0,0.0,0.0,0.0,0.0,12.3,18.3,16.5,3.8,3.8,3.0,3.3,3.4,0.2,5.1,31,10.1,15.9,15.9,6.3,25.5,16.3,2.5,20.4,3.1
Mike Davis,5,,RB,6500,CAR,@GB,21.3,GB by 9,-6%,-6%,27%,0.0,0.0,0.0,0.0,0.0,15.0,10.5,13.7,2.8,4.1,4.7,5.2,5.3,0.8,5.5,31,17.7,14.7,14.7,6.1,23.2,17.4,2.7,8.1,1.2
Mike Evans,4,,WR,6500,TB,@ATL,28.3,TB by 6,17%,-6%,18%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,6.6,7.5,1.4,7.8,12,14.8,14.6,14.6,6.8,22.4,14.8,2.3,20.0,3.1
Amari Cooper,0,,WR,6400,DAL,SF,21.0,SF by 3,-12%,-9%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,3.7,6.7,8.6,7.7,0.9,8.7,14,18.5,16.8,16.8,7.6,25.9,15.0,2.3,2.3,0.4
D'Andre Swift,4,,RB,6400,DET,@TEN,20.3,TEN by 11,14%,-1%,4%,0.0,0.0,0.0,0.0,0.0,12.0,7.7,11.8,1.3,4.6,5.0,4.4,4.7,0.9,6.8,25,17.9,14.6,14.6,6.3,22.8,15.7,2.5,23.2,3.6
Diontae Johnson,1,,WR,6400,PIT,@CIN,26.8,PIT by 13,5%,13%,-3%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,6.5,11.7,9.1,8.2,0.7,6.5,16,18.4,14.7,14.7,3.8,25.7,14.8,2.3,19.9,3.1
Jarvis Landry,1,,WR,6400,CLE,@NYG,24.5,CLE by 5,1%,-13%,-4%,0.7,0.3,0.0,0.0,18.5,0.0,0.2,0.1,0.1,2.3,10.0,6.7,7.5,1.1,8.4,12,21.1,12.0,12.0,4.8,19.2,14.4,2.3,19.1,3.0
Jared Goff,8,,QB,6300,LAR,NYJ,30.5,LAR by 17,20%,-3%,24%,34.3,36.5,34.7,4.1,7.4,4.3,3.3,3.2,0.5,1.6,0.0,0.0,0.0,0.0,0.0,56,16.2,19.1,19.1,11.2,26.9,20.6,3.3,16.3,2.6
Brandon Aiyuk,8,,WR,6300,SF,@DAL,24.0,SF by 3,-7%,30%,5%,0.0,0.0,0.0,0.0,0.0,0.3,0.5,1.0,0.1,12.2,13.0,8.2,9.5,1.3,8.0,15,21.7,16.4,16.4,9.1,23.7,17.5,2.8,22.3,3.5
Alexander Mattison,,,RB,6300,MIN,CHI,25.0,MIN by 3,-3%,-1%,-11%,0.0,0.0,0.0,0.0,0.0,1.7,6.7,5.1,1.7,4.6,0.0,1.0,0.8,0.0,5.5,9,0.5,5.3,5.3,-0.8,11.3,3.8,0.6,2.5,0.4
Robby Anderson,2,,WR,6200,CAR,@GB,21.3,GB by 9,-6%,-6%,-9%,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,5.3,9.3,8.9,8.6,0.8,8.6,14,16.2,15.9,15.9,9.7,22.1,15.5,2.5,4.0,0.6
Chris Godwin,6,,WR,6200,TB,@ATL,28.3,TB by 6,17%,-6%,18%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7.3,7.0,7.4,0.7,9.3,12,13.5,14.2,14.2,8.1,20.3,15.5,2.5,13.6,2.2
Kirk Cousins,0,,QB,6100,MIN,CHI,25.0,MIN by 3,-3%,-1%,-9%,41.7,30.8,33.1,3.6,8.2,4.0,1.9,1.5,0.3,5.2,0.0,0.0,0.0,0.0,0.0,53,24.9,19.8,19.8,11.8,27.9,18.1,3.0,20.3,3.3
Ezekiel Elliott,0,Q,RB,6100,DAL,SF,21.0,SF by 3,-12%,-9%,-17%,0.0,0.0,0.0,0.0,0.0,14.3,16.1,0.0,2.8,3.9,2.7,4.9,0.0,0.5,4.5,0,11.4,15.4,15.4,7.2,23.6,0.0,0.0,0.0,0.0
Kenny Golladay,,Q,WR,6100,DET,@TEN,20.3,TEN by 11,14%,-1%,3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,6.4,0.0,1.0,10.6,0,12.6,14.4,14.4,6.2,22.5,0.0,0.0,0.0,0.0
JuJu Smith-Schuster,2,,WR,6000,PIT,@CIN,26.8,PIT by 13,5%,13%,-3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,7.7,7.9,1.2,6.7,15,11.1,14.2,14.2,7.2,21.3,14.5,2.4,3.5,0.6
Ronald Jones II,,O,RB,6000,TB,@ATL,28.3,TB by 6,17%,-6%,-12%,0.0,0.0,0.0,0.0,0.0,12.3,13.8,0.9,2.3,5.0,1.7,3.2,0.0,0.3,3.9,1,11.7,14.3,14.3,5.9,22.8,0.0,0.0,0.0,0.0
James Conner,1,O,RB,6000,PIT,@CIN,26.8,PIT by 13,5%,13%,0%,0.0,0.0,0.0,0.0,0.0,12.0,14.1,0.0,2.4,4.3,1.7,2.7,0.0,0.5,4.8,0,7.2,13.2,13.2,4.7,21.6,0.0,0.0,0.0,0.0
Brandin Cooks,1,,WR,6000,HOU,@IND,21.8,IND by 7,-5%,-15%,-6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,6.0,7.2,8.4,0.6,9.1,15,12.5,13.0,13.0,4.4,21.7,15.0,2.5,11.9,2.0
Taysom Hill,1,,QB,6000,NO,KC,24.3,KC by 3,-4%,10%,2%,30.3,9.2,1.5,1.2,7.7,9.7,5.6,3.5,1.8,5.4,0.0,0.7,0.0,0.2,8.2,8,21.3,10.4,10.4,1.0,19.7,3.9,0.7,6.3,1.1
Drew Brees,2,,QB,5900,NO,KC,24.3,KC by 3,-4%,10%,2%,28.7,33.1,34.6,6.3,7.4,2.0,1.7,1.7,0.3,0.1,0.0,0.0,0.0,0.0,0.0,56,16.7,19.2,19.2,13.3,25.2,19.8,3.4,20.4,3.5
Philip Rivers,6,,QB,5900,IND,HOU,28.8,IND by 7,6%,31%,6%,35.0,34.9,36.9,5.3,7.7,0.7,1.2,0.5,0.2,-0.3,0.0,0.0,0.0,0.0,0.0,57,18.6,16.9,16.9,10.7,23.1,20.0,3.4,17.0,2.9
Chase Claypool,0,,WR,5900,PIT,@CIN,26.8,PIT by 13,5%,13%,-3%,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.3,2.4,6.0,6.3,6.0,0.7,8.2,13,8.7,14.1,14.1,2.1,26.1,11.7,2.0,7.8,1.3
DeVante Parker,0,Q,WR,5900,MIA,NE,21.3,MIA by 1,-9%,6%,-10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.8,0.0,0.8,7.6,0,10.1,11.8,11.8,4.8,18.9,0.0,0.0,0.0,0.0
J.K. Dobbins,7,,RB,5900,BAL,JAX,30.3,BAL by 13,14%,25%,28%,0.0,0.0,0.0,0.0,0.0,11.0,7.7,14.7,1.2,5.1,1.3,2.0,2.3,0.0,4.7,27,11.4,9.2,9.2,3.7,14.7,13.7,2.3,15.1,2.6
Jalen Hurts,8,,QB,5900,PHI,@ARI,21.3,ARI by 7,-6%,3%,-3%,14.3,3.8,30.5,0.1,6.9,7.7,2.9,10.8,0.1,5.5,0.0,0.1,0.0,0.0,3.0,65,11.3,3.5,3.5,-3.4,10.4,19.9,3.4,40.8,6.9
Matthew Stafford,2,,QB,5800,DET,@TEN,20.3,TEN by 11,14%,-1%,9%,39.3,35.5,36.6,5.1,7.6,1.3,1.9,1.7,0.4,3.6,0.3,0.1,0.0,0.1,0.0,59,20.5,18.5,18.5,12.1,25.0,18.4,3.2,15.3,2.6
Corey Davis,7,,WR,5800,TEN,DET,31.3,TEN by 11,10%,14%,14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.6,6.5,0.5,11.4,10,17.9,15.9,15.9,5.1,26.6,15.8,2.7,24.0,4.1
Clyde Edwards-Helaire,2,D,RB,5800,KC,@NO,27.3,KC by 3,-13%,-24%,-26%,0.0,0.0,0.0,0.0,0.0,13.7,13.9,12.1,2.3,4.3,3.0,4.3,3.1,0.5,5.6,23,13.2,14.4,14.4,8.4,20.4,12.1,2.1,9.3,1.6
Raheem Mostert,1,Q,RB,5800,SF,@DAL,24.0,SF by 3,-7%,30%,0%,0.0,0.0,0.0,0.0,0.0,13.0,12.9,11.6,1.1,5.0,2.3,2.7,2.0,0.0,8.2,20,8.5,13.4,13.4,6.7,20.1,13.1,2.3,6.8,1.2
Derek Carr,1,Q,QB,5700,LV,LAC,28.3,LV by 3,-9%,3%,7%,42.0,33.8,34.6,5.6,7.6,1.7,2.7,1.8,0.7,4.0,0.0,0.0,0.0,0.0,0.0,57,23.1,19.4,19.4,10.6,28.3,19.8,3.5,2.1,0.4
Tua Tagovailoa,0,,QB,5700,MIA,NE,21.3,MIA by 1,-9%,6%,-15%,35.7,26.3,34.2,3.6,6.6,3.0,3.4,3.3,0.7,2.5,0.0,0.0,0.0,0.0,0.0,59,18.2,14.0,14.0,3.7,24.2,16.7,2.9,19.7,3.5
Marvin Jones Jr.,5,,WR,5700,DET,@TEN,20.3,TEN by 11,14%,-1%,3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,6.8,7.7,0.9,7.5,12,16.1,12.4,12.4,4.8,19.9,13.9,2.4,30.2,5.3
J.D. McKissic,2,,RB,5700,WAS,SEA,19.5,SEA by 5.5,23%,-18%,2%,0.0,0.0,0.0,0.0,0.0,5.7,5.1,8.0,0.9,4.5,5.3,6.3,7.0,0.6,5.2,25,11.0,10.4,10.4,5.1,15.7,13.1,2.3,25.7,4.5
Baker Mayfield,2,,QB,5600,CLE,@NYG,24.5,CLE by 5,1%,-13%,-11%,36.3,28.8,32.7,4.3,7.4,4.3,3.2,2.4,0.5,2.5,0.3,0.1,0.0,0.0,6.0,54,28.6,16.9,16.9,6.9,26.9,18.2,3.3,21.0,3.8
Myles Gaskin,,O,RB,5600,MIA,NE,21.3,MIA by 1,-9%,6%,-1%,0.0,0.0,0.0,0.0,0.0,19.0,15.1,0.0,3.9,3.9,4.0,4.6,0.0,0.8,6.7,0,15.3,14.3,14.3,11.0,17.7,0.0,0.0,0.0,0.0
Wayne Gallman Jr.,,,RB,5600,NYG,CLE,19.5,CLE by 5,4%,-2%,-4%,0.0,0.0,0.0,0.0,0.0,17.3,10.1,13.8,1.4,4.6,3.0,2.1,2.5,0.4,3.5,28,15.0,10.2,10.2,3.3,17.1,12.5,2.2,2.9,0.5
Marquise Brown,2,,WR,5600,BAL,JAX,30.3,BAL by 13,14%,25%,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,1.0,5.0,5.8,6.1,0.4,7.5,10,5.5,9.4,9.4,3.2,15.5,12.2,2.2,15.8,2.8
Cam Newton,1,,QB,5500,NE,@MIA,20.3,MIA by 1,1%,3%,-4%,17.7,25.1,27.7,2.9,7.2,10.0,9.4,8.1,3.3,4.0,0.0,0.1,0.0,0.0,16.0,63,11.6,18.1,18.1,7.9,28.4,18.0,3.3,12.2,2.2
Mitchell Trubisky,5,,QB,5500,CHI,@MIN,22.0,MIN by 3,7%,3%,0%,37.7,28.4,35.5,5.3,6.7,3.3,2.7,3.2,0.6,6.8,0.0,0.0,0.0,0.0,0.0,65,20.3,16.2,16.2,7.6,24.8,17.8,3.2,14.5,2.6
Kenyan Drake,5,,RB,5500,ARI,PHI,28.3,ARI by 7,-8%,9%,-6%,0.0,0.0,0.0,0.0,0.0,18.3,16.8,15.8,4.2,4.2,2.7,2.0,1.8,0.2,4.3,27,18.0,14.3,14.3,6.7,22.0,14.0,2.5,6.0,1.1
Mark Andrews,8,,TE,5500,BAL,JAX,30.3,BAL by 13,14%,25%,7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,6.0,6.0,1.1,8.1,10,15.5,12.0,12.0,4.6,19.5,13.8,2.5,17.6,3.2
T.Y. Hilton,10,,WR,5500,IND,HOU,28.8,IND by 7,6%,31%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7.7,6.1,7.9,0.7,8.3,12,23.9,11.1,11.1,2.6,19.6,15.0,2.7,11.1,2.0
Matt Ryan,2,,QB,5400,ATL,TB,22.3,TB by 6,4%,-31%,3%,36.7,38.3,38.2,5.5,7.3,0.7,1.8,1.6,0.4,3.2,0.0,0.0,0.0,0.0,0.0,63,13.0,18.0,18.0,9.4,26.6,18.2,3.4,30.8,5.7
Nyheim Hines,0,,RB,5400,IND,HOU,28.8,IND by 7,6%,31%,39%,0.0,0.0,0.0,0.0,0.0,7.7,5.7,6.4,1.8,3.7,5.7,4.8,4.6,0.8,6.5,17,13.7,12.5,12.5,3.9,21.1,12.3,2.3,7.4,1.4
Andy Dalton,0,,QB,5400,DAL,SF,21.0,SF by 3,-12%,-9%,-6%,30.0,25.0,35.4,4.4,6.0,2.3,1.9,1.7,0.1,3.2,0.3,0.1,0.0,0.0,-3.0,66,16.3,9.9,9.9,2.3,17.4,16.7,3.1,17.2,3.2
Antonio Brown,3,,WR,5400,TB,@ATL,28.3,TB by 6,17%,-6%,18%,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.1,0.0,-1.0,7.0,6.8,7.3,0.2,6.4,11,8.9,9.3,9.3,4.6,14.0,13.5,2.5,20.3,3.8
Tyrod Taylor,0,,QB,5400,LAC,@LV,25.3,LV by 3,7%,10%,7%,15.0,15.0,0.9,2.0,6.9,3.0,3.0,0.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2,4.5,4.5,4.5,-1.9,10.9,0.7,0.1,0.0,0.0
