29.0,15.5,34.6,34.9,50.6,21.4,9.0,2.5,lions 
27.9,10.6,12.1,14.8,50.6,33.3,6.3,5.9,lions 
27.9,8.9,12.1,38.7,15.0,33.3,6.3,5.9,falcons 
29.0,15.5,8.9,11.4,14.8,38.7,9.0,2.5,bills 
27.9,16.6,34.6,11.4,14.8,33.3,6.3,5.9,vikings 
27.9,6.4,10.6,14.8,21.4,33.3,8.0,5.9,lions 
27.9,10.6,12.1,50.6,21.4,33.3,8.0,5.9,falcons 
27.0,16.6,12.1,34.9,11.4,14.8,2.5,15.9,titans 
29.0,28.7,34.6,38.7,15.9,33.3,9.0,2.5,falcons 
27.9,15.0,12.1,14.8,15.0,33.3,8.0,5.9,lions 
27.0,15.5,12.1,34.9,14.8,15.9,8.0,3.6,cowboys 
8.3,8.9,8.9,50.6,38.7,21.5,6.3,2.5,jets 
8.3,8.9,12.1,14.8,50.6,3.6,6.3,21.5,lions 
27.9,9.1,10.6,34.9,50.6,33.3,8.0,5.9,cowboys 
27.9,8.9,10.6,14.8,50.6,38.7,6.3,5.9,colts 
8.3,8.9,16.6,11.4,14.8,21.4,8.0,21.5,vikings 
36.5,9.1,16.6,11.4,14.8,3.3,8.0,1.2,cowboys 
27.0,9.1,12.1,34.9,21.4,15.9,2.5,3.6,titans 
27.9,28.7,10.6,14.8,15.0,33.3,8.0,5.9,eagles 
36.5,9.1,12.1,34.9,50.6,15.9,8.0,1.2,falcons 
27.0,9.1,12.1,14.8,3.3,15.9,8.0,3.6,colts 
27.9,10.6,12.1,34.9,3.3,33.3,6.3,5.9,falcons 
36.5,9.1,8.9,14.8,38.7,3.3,6.3,1.2,vikings 
27.0,9.1,8.9,50.6,38.7,15.9,2.5,2.5,bills 
27.9,34.6,12.1,34.9,21.4,33.3,8.0,5.9,titans 
27.0,10.6,16.6,34.9,14.8,3.3,8.0,15.9,eagles 
27.0,8.9,12.1,34.9,38.7,3.3,16.6,15.9,cardinals 
9.3,6.4,8.9,11.4,14.8,38.7,2.1,2.5,lions 
36.5,9.1,12.1,34.9,3.3,3.6,6.3,1.2,jets 
27.0,15.5,12.1,34.9,38.7,21.4,2.5,15.9,vikings 
27.9,28.7,8.9,38.7,33.3,2.5,9.0,5.9,titans 
29.0,28.7,6.4,11.4,14.8,5.9,9.0,2.5,lions 
31.2,8.9,12.1,50.6,38.7,21.4,2.5,22.2,falcons 
29.0,15.0,15.5,14.8,3.3,15.9,9.0,2.5,cowboys 
27.0,8.9,12.1,34.9,50.6,15.9,2.5,3.6,bills 
27.0,9.1,8.9,14.8,38.7,21.4,3.7,15.9,titans 
27.0,16.6,12.1,11.4,14.8,15.9,8.0,9.9,falcons 
27.0,16.6,12.1,34.9,50.6,3.3,2.5,15.9,vikings 
27.0,10.6,12.1,34.9,15.0,15.9,8.0,3.6,jets 
27.9,10.6,12.1,15.0,21.4,5.1,6.3,5.9,lions 
27.9,34.6,12.1,50.6,38.7,15.9,6.3,5.9,falcons 
27.9,34.6,12.1,34.9,50.6,5.9,6.3,8.0,lions 
27.9,9.1,12.1,34.9,50.6,15.0,8.0,5.9,falcons 
27.0,9.1,12.1,14.8,50.6,21.4,2.5,15.9,vikings 
27.0,9.1,16.6,11.4,14.8,3.3,3.7,15.9,colts 
36.5,9.1,16.6,34.9,14.8,15.9,6.3,1.2,seahawks 
27.0,15.5,12.1,34.9,3.3,15.9,8.0,6.1,falcons 
29.0,15.5,16.6,11.4,14.8,21.4,9.0,13.1,falcons 
27.9,9.1,12.1,50.6,21.4,33.3,9.0,5.9,lions 
27.9,10.6,16.6,34.9,50.6,3.6,6.3,5.9,falcons 
27.0,28.7,12.1,34.9,14.8,15.9,5.3,3.6,cardinals 
27.9,15.0,10.6,34.9,21.4,33.3,2.5,5.9,titans 
27.0,9.1,12.1,38.7,21.4,15.9,16.6,3.6,falcons 
27.0,6.4,12.1,34.9,14.8,15.9,8.0,6.6,lions 
27.9,10.6,12.1,34.9,50.6,15.9,6.3,5.9,jets 
27.0,9.1,12.1,34.9,11.4,14.8,3.7,15.9,packers 
27.0,16.6,12.1,34.9,14.8,21.4,16.6,15.9,vikings 
29.0,15.5,12.1,14.8,50.6,3.6,6.3,2.5,lions 
29.0,15.5,8.9,38.7,21.4,2.5,6.3,2.5,lions 
27.9,15.0,10.6,38.7,21.4,33.3,16.6,5.9,falcons 
32.7,16.6,12.1,11.4,14.8,21.4,12.0,6.1,lions 
29.0,9.1,16.6,34.9,11.4,33.3,9.0,2.5,cowboys 
27.0,8.9,16.6,34.9,50.6,38.7,3.7,15.9,vikings 
31.2,15.5,8.9,14.8,50.6,38.7,2.5,22.2,titans 
27.9,6.4,8.9,15.0,33.3,5.9,6.3,6.6,lions 
31.2,15.5,16.6,11.4,14.8,6.1,8.0,22.2,lions 
8.3,25.6,8.9,50.6,21.4,21.5,8.0,12.1,jets 
29.0,15.5,34.6,11.4,14.8,50.6,8.0,2.5,falcons 
27.0,15.0,12.1,34.9,14.8,38.7,2.5,15.9,vikings 
27.0,6.4,8.9,34.9,14.8,38.7,3.7,15.9,cowboys 
27.9,8.9,34.6,50.6,21.4,5.9,6.3,13.1,cowboys 
36.5,9.1,15.5,14.8,21.4,3.3,8.0,1.2,vikings 
29.0,15.0,12.1,14.8,21.4,33.3,9.0,2.5,jets 
27.0,15.5,16.6,34.9,14.8,50.6,3.7,15.9,cowboys 
27.9,6.4,34.6,3.3,15.9,33.3,8.0,5.9,falcons 
29.0,15.5,12.1,11.4,14.8,21.4,8.0,2.5,lions 
27.0,9.1,16.6,14.8,21.4,15.9,8.0,13.1,eagles 
31.2,6.4,8.9,50.6,38.7,2.5,2.5,22.2,lions 
36.5,9.1,8.9,34.9,50.6,38.7,17.8,1.2,bills 
29.0,28.7,15.5,12.4,14.8,3.6,9.0,2.5,jets 
31.2,16.6,12.1,11.4,14.8,50.6,2.5,22.2,cowboys 
27.9,34.6,23.3,34.9,50.6,33.3,8.0,5.9,falcons 
36.5,15.0,9.1,34.9,11.4,14.8,17.8,1.2,vikings 
27.9,15.0,10.6,11.4,14.8,50.6,2.5,5.9,titans 
15.8,8.9,23.4,11.4,14.8,38.7,16.7,21.4,falcons 
27.9,15.0,16.6,50.6,15.0,33.3,2.5,5.9,cowboys 
27.0,15.5,12.1,34.9,50.6,15.9,2.1,3.6,lions 
31.2,8.9,12.1,14.8,38.7,2.5,6.3,22.2,jets 
8.3,25.6,8.9,11.4,14.8,38.7,8.2,21.5,titans 
27.0,9.1,16.6,34.9,14.8,38.7,3.7,15.9,bills 
36.5,9.1,12.1,50.6,21.4,3.3,16.6,1.2,lions 
27.0,9.1,12.1,34.9,21.4,3.3,3.7,15.9,eagles 
27.9,10.6,12.1,14.8,21.4,3.6,6.3,5.9,bills 
27.0,6.4,9.1,50.6,15.9,7.6,2.5,6.6,lions 
36.5,9.1,12.1,14.8,21.4,15.9,8.0,1.2,titans 
27.9,6.4,34.6,14.8,50.6,3.3,8.0,5.9,lions 
27.9,9.1,16.6,34.9,15.0,21.4,8.0,5.9,vikings 
20.3,16.6,20.9,11.4,14.8,3.6,8.0,12.1,lions 
27.0,9.1,12.1,34.9,15.9,3.6,6.3,6.6,falcons 
27.0,8.9,12.1,34.9,21.4,15.9,7.6,3.6,cowboys 
32.7,9.1,8.9,34.9,38.7,21.4,12.0,6.1,falcons 
29.0,15.5,12.1,11.4,3.3,3.6,9.0,2.5,titans 
27.9,8.9,12.1,15.0,21.4,3.6,6.3,5.9,colts 
27.9,10.6,16.6,15.0,3.3,15.9,6.3,5.9,cowboys 
8.3,25.6,16.6,34.9,50.6,21.5,6.3,19.6,falcons 
31.2,15.5,12.1,50.6,21.4,3.6,2.5,22.2,lions 
8.3,15.5,8.9,34.9,14.8,50.6,8.0,21.5,colts 
27.0,9.1,15.5,11.4,14.8,38.7,3.7,15.9,vikings 
27.9,6.4,8.9,34.9,38.7,21.4,9.0,5.9,falcons 
36.5,10.6,12.1,14.8,50.6,15.9,6.3,1.2,lions 
27.0,9.1,12.1,14.8,50.6,38.7,16.6,15.9,jets 
29.0,15.5,16.6,12.4,38.7,3.3,9.0,2.5,colts 
36.5,9.1,16.6,21.4,3.3,15.9,8.0,1.2,jets 
27.0,9.1,15.5,34.9,38.7,3.3,3.7,15.9,seahawks 
27.9,9.1,16.6,34.9,50.6,5.9,6.3,34.6,jets 
27.0,10.6,16.6,34.9,38.7,15.0,2.5,15.9,titans 
29.0,8.9,12.1,11.4,12.4,33.3,9.0,2.5,lions 
27.9,9.1,12.1,34.9,14.8,15.0,6.3,5.9,colts 
27.9,16.6,12.1,14.8,50.6,15.0,8.0,5.9,titans 
36.5,9.1,15.5,14.8,50.6,15.9,8.0,1.2,colts 
9.3,6.4,8.9,14.8,38.7,3.3,2.1,15.9,falcons 
9.3,6.4,12.1,11.4,14.8,15.9,2.1,3.6,lions 
27.9,10.6,12.1,34.9,11.4,21.4,8.0,5.9,cowboys 
27.9,10.6,16.6,34.9,11.4,50.6,8.0,5.9,jets 
31.2,8.9,16.6,14.8,50.6,38.7,16.6,22.2,falcons 
36.5,9.1,10.6,34.9,15.0,3.3,8.0,1.2,colts 
29.0,15.5,16.6,14.8,50.6,38.7,9.0,5.1,lions 
36.5,6.4,9.1,14.8,5.1,3.3,8.0,1.2,lions 
8.3,15.0,8.9,11.4,14.8,50.6,2.5,21.5,vikings 
27.0,6.4,9.1,14.8,38.7,3.3,2.5,15.9,eagles 
31.2,16.6,12.1,14.8,50.6,21.4,17.8,22.2,lions 
27.0,8.9,12.1,34.9,14.8,50.6,3.7,15.9,titans 
27.9,34.6,12.1,34.9,38.7,21.4,6.3,5.9,jets 
27.9,15.0,8.9,11.4,14.8,38.7,9.0,5.9,colts 
27.9,15.0,12.1,11.4,33.3,3.6,9.0,5.9,falcons 
29.0,15.5,8.9,34.9,38.7,21.4,9.0,12.1,falcons 
31.2,22.4,12.1,11.4,14.8,3.6,8.0,22.2,falcons 
27.9,6.4,16.6,50.6,15.0,21.4,2.5,5.9,lions 
27.9,15.0,16.6,14.8,50.6,38.7,9.0,5.9,lions 
27.0,8.9,12.1,34.9,50.6,38.7,2.5,3.6,titans 
29.0,15.5,16.6,34.9,11.4,14.8,9.0,15.9,eagles 
27.0,6.4,12.1,34.9,38.7,5.1,2.5,15.9,falcons 
8.3,8.9,12.1,34.9,14.8,38.7,6.3,21.5,cowboys 
27.9,9.1,10.6,21.4,3.3,15.9,8.0,5.9,titans 
36.5,9.1,15.5,50.6,3.3,1.2,6.3,2.5,cowboys 
36.5,6.4,16.6,11.4,14.8,21.4,17.8,1.2,lions 
27.9,8.9,34.6,38.7,3.3,15.9,6.3,5.9,bears 
27.9,6.4,12.1,34.9,15.0,15.9,8.0,5.9,lions 
27.9,8.9,10.6,11.4,21.4,33.3,16.6,5.9,bills 
27.0,16.6,12.1,14.8,15.9,3.6,6.3,9.9,lions 
