"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Ownership","DKSlateID","DK Ceiling"
"Antonio Brown","TB","CAR","WR","4900","17.6","4.9","34.5","20692546","25.4"
"James Robinson","JAX","NYJ","RB","5900","18.9","4.2","35.4","20692220","25.5"
"Joshua Palmer","LAC","HOU","WR","3300","13.7","4.2","27.5","20692614","21.8"
"Josh Johnson","BAL","CIN","QB","4000","16.2","3.6","5.7","20692171","23.1"
"Justin Jackson","LAC","HOU","RB","4200","15.0","3.6","32.5","20692294","21.5"
"Alexander Mattison","MIN","LA","RB","6800","19.6","3.1","26.1","20692206","26.1"
"David Montgomery","CHI","SEA","RB","5700","17.3","3.0","21.0","20692226","22.4"
"Ronald Jones II","TB","CAR","RB","5100","16.0","2.9","30.6","20692304","21.1"
"Josh Jacobs","LV","DEN","RB","6000","17.6","2.8","14.0","20692214","23.3"
"Rex Burkhead","HOU","LAC","RB","4500","14.6","2.7","6.6","20692270","20.2"
"Cooper Kupp","LA","MIN","WR","9100","23.7","2.7","35.9","20692476","34.7"
"Falcons ","ATL","DET","DST","2600","8.6","2.5","16.2","20693152","14.0"
"Jalen Hurts","PHI","NYG","QB","6400","22.1","2.3","15.3","20692128","34.0"
"Michael Carter","NYJ","JAX","RB","5200","15.4","2.1","6.7","20692240","22.2"
"Keenan Allen","LAC","HOU","WR","7700","20.2","2.0","25.7","20692482","29.6"
"Bengals ","CIN","BAL","DST","2800","8.4","1.8","19.7","20693150","13.7"
"Matt Ryan","ATL","DET","QB","5400","18.5","1.7","7.7","20692138","25.4"
"Seahawks ","SEA","CHI","DST","3000","8.7","1.7","10.4","20693146","14.1"
"Tyreek Hill","KC","PIT","WR","8400","21.1","1.5","23.0","20692478","30.7"
"Justin Jefferson","MIN","LA","WR","8100","20.5","1.4","24.0","20692480","30.1"
"Jaguars ","JAX","NYJ","DST","2700","7.7","1.3","6.5","20693154","12.7"
"Amon-Ra St. Brown","DET","ATL","WR","5600","15.3","1.2","10.2","20692516","20.0"
"Justin Herbert","LAC","HOU","QB","7200","23.4","1.2","14.6","20692125","32.7"
"Braxton Berrios","NYJ","JAX","WR","3500","11.0","1.1","14.0","20692602","15.5"
"Miles Sanders","PHI","NYG","RB","5600","15.2","1.1","10.0","20692218","20.7"
"Jets ","NYJ","JAX","DST","2700","7.5","1.1","7.1","20693153","12.4"
"Cordarrelle Patterson","ATL","DET","RB","6700","17.2","0.9","13.4","20692208","24.4"
"Laquon Treadwell","JAX","NYJ","WR","3500","10.7","0.8","9.7","20692600","14.3"
"Chargers ","LAC","HOU","DST","3400","8.6","0.8","7.2","20693141","13.9"
"Nick Foles","CHI","SEA","QB","4000","13.2","0.7","0.9","20692169","18.5"
"Trevor Lawrence","JAX","NYJ","QB","5000","16.2","0.6","1.0","20692149","22.8"
"Eagles ","PHI","NYG","DST","3600","8.8","0.6","12.6","20693139","14.2"
"Matthew Stafford","LA","MIN","QB","6700","21.2","0.5","13.4","20692127","30.1"
"Nico Collins","HOU","LAC","WR","3400","10.1","0.4","7.0","20692612","13.0"
"Clyde Edwards-Helaire","KC","PIT","RB","5800","14.9","0.4","10.1","20692222","20.3"
"Dallas Goedert","PHI","NYG","TE","5100","13.5","0.4","17.0","20692898","20.5"
"DJ Moore","CAR","TB","WR","5700","14.6","0.3","10.0","20692514","18.2"
"Russell Gage","ATL","DET","WR","5900","14.9","0.2","9.5","20692510","21.7"
"Emmanuel Sanders","BUF","NE","WR","4000","11.1","0.2","6.8","20692572","15.9"
"Darnell Mooney","CHI","SEA","WR","5400","13.9","0.2","3.4","20692522","18.0"
"Raiders ","LV","DEN","DST","2900","7.0","0.2","2.3","20693147","11.7"
"Josh Allen","BUF","NE","QB","7500","23.2","0.1","8.2","20692123","33.2"
"Cole Kmet","CHI","SEA","TE","3300","9.7","0.1","9.1","20692916","12.1"
"Joe Burrow","CIN","BAL","QB","5900","18.4","0.1","8.0","20692132","25.4"
"Broncos ","DEN","LV","DST","2800","6.7","0.1","1.4","20693149","11.4"
"Joe Mixon","CIN","BAL","RB","6900","16.7","0.0","9.9","20692204","23.3"
"Robby Anderson","CAR","TB","WR","4900","12.6","-0.1","1.4","20692540","16.6"
"Damien Harris","NE","BUF","RB","5600","14.0","-0.1","5.0","20692230","19.8"
"C.J. Uzomah","CIN","BAL","TE","3000","8.7","-0.2","7.0","20692924","13.4"
"Zay Jones","LV","DEN","WR","3500","9.7","-0.2","2.4","20692598","13.8"
"Jared Cook","LAC","HOU","TE","3500","9.7","-0.2","10.5","20692914","15.0"
"Sony Michel","LA","MIN","RB","5500","13.7","-0.2","11.3","20692232","18.8"
"Zach Wilson","NYJ","JAX","QB","5300","16.3","-0.2","0.9","20692141","24.8"
"Keelan Cole Sr.","NYJ","JAX","WR","3300","9.3","-0.2","3.2","20692622","13.2"
"Chiefs ","KC","PIT","DST","3500","7.8","-0.2","3.2","20693140","12.8"
"Patriots ","NE","BUF","DST","2900","6.6","-0.2","2.1","20693148","11.2"
"Buccaneers ","TB","CAR","DST","4100","8.9","-0.2","4.3","20693138","14.5"
"Isaiah McKenzie","BUF","NE","WR","3000","8.6","-0.3","2.7","20692818","11.8"
"Tee Higgins","CIN","BAL","WR","6200","15.0","-0.3","11.1","20692500","22.5"
"Rob Gronkowski","TB","CAR","TE","6200","15.0","-0.3","17.0","20692890","22.4"
"Marvin Jones Jr.","JAX","NYJ","WR","4400","11.3","-0.4","3.7","20692564","15.5"
"Hunter Renfrow","LV","DEN","WR","6800","16.1","-0.4","12.2","20692496","22.7"
"Tyler Johnson","TB","CAR","WR","3900","10.4","-0.4","4.8","20692630","16.0"
"Stefon Diggs","BUF","NE","WR","7600","17.5","-0.5","10.1","20692484","24.1"
"Tim Boyle","DET","ATL","QB","4000","11.9","-0.6","1.1","20692177","15.7"
"Russell Wilson","SEA","CHI","QB","6100","18.3","-0.6","4.5","20692129","26.6"
"Bears ","CHI","SEA","DST","2500","5.4","-0.6","1.8","20693155","9.5"
"Jakobi Meyers","NE","BUF","WR","4900","12.0","-0.7","2.7","20692544","17.0"
"Kyle Pitts","ATL","DET","TE","5800","13.7","-0.8","9.5","20692894","21.0"
"James O'Shaughnessy","JAX","NYJ","TE","3200","8.6","-0.8","3.8","20692920","11.4"
"Tyler Higbee","LA","MIN","TE","3800","9.7","-0.8","3.9","20692908","14.9"
"Vikings ","MIN","LA","DST","2400","4.9","-0.9","1.8","20693158","8.9"
"Javonte Williams","DEN","LV","RB","6100","14.1","-1.0","6.1","20692216","19.1"
"Tavon Austin","JAX","NYJ","WR","3100","8.2","-1.0","0.5","20692640","11.2"
"Diontae Johnson","PIT","KC","WR","7500","16.8","-1.0","14.0","20692486","21.7"
"Tyler Lockett","SEA","CHI","WR","6700","15.2","-1.0","7.0","20692498","22.9"
"Lions ","DET","ATL","DST","2600","5.1","-1.0","0.5","20693151","9.2"
"Kirk Cousins","MIN","LA","QB","6200","18.1","-1.1","5.4","20692130","24.3"
"Najee Harris","PIT","KC","RB","7400","16.5","-1.1","10.8","20692200","21.0"
"DK Metcalf","SEA","CHI","WR","6400","14.6","-1.1","8.0","20692502","21.5"
"Derek Carr","LV","DEN","QB","5800","16.8","-1.2","2.8","20692133","23.4"
"Panthers ","CAR","TB","DST","2300","4.4","-1.2","1.3","20693159","8.2"
"Patrick Mahomes","KC","PIT","QB","7700","22.4","-1.3","10.0","20692122","31.0"
"Byron Pringle","KC","PIT","WR","3300","8.2","-1.3","0.5","20692618","13.5"
"Saquon Barkley","NYG","PHI","RB","6500","14.6","-1.3","5.6","20692210","18.5"
"Chris Conley","HOU","LAC","WR","3300","8.1","-1.4","0.5","20692620","10.8"
"Brevin Jordan","HOU","LAC","TE","2500","6.6","-1.4","0.5","20692954","8.5"
"Darrel Williams","KC","PIT","RB","4600","10.7","-1.4","0.5","20692260","16.1"
"Foster Moreau","LV","DEN","TE","3600","8.7","-1.4","5.2","20692912","12.1"
"Ravens ","BAL","CIN","DST","3100","5.7","-1.4","0.5","20693143","10.1"
"Rams ","LA","MIN","DST","3100","5.8","-1.4","1.1","20693144","10.1"
"Odell Beckham Jr.","LA","MIN","WR","5300","12.0","-1.5","6.0","20692524","18.4"
"Chase Claypool","PIT","KC","WR","5100","11.6","-1.5","1.4","20692530","15.3"
"Gerald Everett","SEA","CHI","TE","3700","8.9","-1.5","1.8","20692910","13.2"
"Giants ","NYG","PHI","DST","2500","4.4","-1.5","0.2","20693156","8.3"
"Marquise Brown","BAL","CIN","WR","5800","12.8","-1.7","1.4","20692512","16.3"
"Tyler Conklin","MIN","LA","TE","3900","9.0","-1.7","2.8","20692906","13.2"
"Bills ","BUF","NE","DST","3200","5.7","-1.7","0.5","20693142","10.0"
"Texans ","HOU","LAC","DST","2400","4.0","-1.7","0.0","20693157","7.7"
"Tyler Kroft","NYJ","JAX","TE","2500","6.2","-1.8","1.8","20692960","8.8"
"Tom Brady","TB","CAR","QB","7400","20.9","-1.9","5.0","20692124","30.5"
"Tyler Boyd","CIN","BAL","WR","5100","11.1","-2.0","1.1","20692532","17.0"
"Drew Lock","DEN","LV","QB","5100","13.9","-2.0","0.5","20692147","20.5"
"Jonnu Smith","NE","BUF","TE","2500","6.0","-2.0","0.6","20693082","9.0"
"Melvin Gordon III","DEN","LV","RB","5800","12.4","-2.1","0.5","20692224","17.8"
"Denzel Mims","NYJ","JAX","WR","3000","6.9","-2.1","0.5","20692778","10.1"
"Zach Gentry","PIT","KC","TE","2800","6.4","-2.2","0.8","20692932","8.5"
"Cameron Brate","TB","CAR","TE","2500","5.8","-2.2","0.5","20692956","9.4"
"Ben Roethlisberger","PIT","KC","QB","5500","14.8","-2.3","0.6","20692135","18.0"
"Dawson Knox","BUF","NE","TE","5300","11.1","-2.4","4.1","20692896","15.3"
"Josh Reynolds","DET","ATL","WR","4600","9.8","-2.4","0.5","20692556","13.1"
"Noah Gray","KC","PIT","TE","2500","5.6","-2.4","2.4","20692986","9.4"
"Ray-Ray McCloud III","PIT","KC","WR","3100","6.7","-2.4","0.5","20692636","9.0"
"Devonta Freeman","BAL","CIN","RB","5300","11.0","-2.5","0.6","20692238","13.1"
"Ja'Marr Chase","CIN","BAL","WR","7100","14.5","-2.5","8.0","20692490","21.8"
"Marquise Goodwin","CHI","SEA","WR","3100","6.6","-2.6","0.5","20692634","8.7"
"Evan Engram","NYG","PHI","TE","3400","7.2","-2.6","1.7","20692918","8.4"
"Ke'Shawn Vaughn","TB","CAR","RB","4400","9.1","-2.7","0.5","20692420","13.6"
