"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Ownership","DKSlateID","DK Ceiling"
"Cooper Kupp","LA","DET","WR","8400","24.9","5.3","23.7","19720115","38.2"
"Darrell Henderson Jr.","LA","DET","RB","6600","20.3","4.3","29.8","19719891","30.8"
"Jalen Hurts","PHI","LV","QB","6900","25.2","3.9","11.8","19719823","35.2"
"Lamar Jackson","BAL","CIN","QB","7400","25.8","3.0","13.3","19719821","34.9"
"Chris Godwin","TB","CHI","WR","5900","17.7","3.0","24.0","19720139","27.4"
"Davante Adams","GB","WAS","WR","8900","23.5","2.9","17.1","19720111","34.0"
"Tyreek Hill","KC","TEN","WR","8600","22.9","2.9","14.5","19720113","34.1"
"Derrick Henry","TEN","KC","RB","9200","24.0","2.8","16.0","19719883","33.0"
"Brandin Cooks","HOU","ARI","WR","6000","17.5","2.6","14.6","19720137","23.0"
"Cardinals ","ARI","HOU","DST","3100","9.7","2.6","28.0","19720711","15.6"
"Derek Carr","LV","PHI","QB","6000","21.1","2.5","7.0","19719826","29.8"
"D'Andre Swift","DET","LA","RB","6000","17.2","2.3","18.6","19719903","23.2"
"Leonard Fournette","TB","CHI","RB","6400","17.9","2.3","21.1","19719895","25.1"
"Chuba Hubbard","CAR","NYG","RB","6100","17.2","2.2","22.7","19719901","22.9"
"Mike Evans","TB","CHI","WR","6500","18.0","2.1","15.0","19720125","27.3"
"Calvin Ridley","ATL","MIA","WR","6600","18.0","2.0","17.0","19720123","27.0"
"Tua Tagovailoa","MIA","ATL","QB","5500","19.1","2.0","8.2","19719829","28.3"
"Ja'Marr Chase","CIN","BAL","WR","6200","17.2","1.9","10.2","19720133","24.8"
"Travis Kelce","KC","TEN","TE","7600","19.9","1.9","17.0","19720483","30.6"
"Matt Ryan","ATL","MIA","QB","5700","19.5","1.8","4.9","19719828","26.6"
"Josh Jacobs","LV","PHI","RB","6200","17.0","1.8","13.9","19719899","24.5"
"Matthew Stafford","LA","DET","QB","7100","23.7","1.8","11.4","19719822","34.5"
"Jaylen Waddle","MIA","ATL","WR","5600","15.8","1.7","13.6","19720145","22.8"
"Miles Sanders","PHI","LV","RB","5100","14.8","1.7","15.7","19719929","20.4"
"Darrel Williams","KC","TEN","RB","5800","16.1","1.6","18.6","19719909","23.7"
"Daniel Jones","NYG","CAR","QB","5400","18.4","1.6","4.1","19719830","24.8"
"Taylor Heinicke","WAS","GB","QB","5200","17.8","1.6","3.6","19719833","24.2"
"Tee Higgins","CIN","BAL","WR","4900","14.2","1.5","12.4","19720167","19.8"
"Jakobi Meyers","NE","NYJ","WR","5300","15.0","1.5","13.0","19720153","22.8"
"DJ Moore","CAR","NYG","WR","7100","18.3","1.3","17.0","19720119","25.4"
"Patrick Mahomes","KC","TEN","QB","8400","26.9","1.0","9.3","19719818","37.5"
"Robert Woods","LA","DET","WR","6400","16.6","1.0","12.6","19720127","26.6"
"Devontae Booker","NYG","CAR","RB","5500","14.9","1.0","12.5","19719917","20.2"
