Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Julio Jones,3,,WR,5400,TEN,JAX,26.0,TEN by 8.5,6%,4%,10%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.7,4.4,5.5,0.7,10.8,9,4.4,8.2,8.2,1.6,14.9,12.9,2.4,7.3,1.4
Christian Kirk,1,,WR,5400,ARI,LAR,26.8,ARI by 2.5,2%,-11%,3%,0.0,0.1,0,0.0,33.0,0.0,0.1,0.1,0.0,11.0,5.3,5.3,5.4,0.5,9.9,9,6.2,11.9,11.9,4.6,19.2,11.2,2.1,11.6,2.1
Matt Ryan,1,,QB,5300,ATL,@CAR,20.0,CAR by 2.5,-25%,1%,-14%,32.7,35.0,35,4.8,6.9,2.3,2.0,1.6,0.5,1.9,0.0,0.0,0,0.0,0.0,62,9.1,16.0,16.0,6.2,25.8,16.4,3.1,11.9,2.2
Dontrell Hilliard,2,,RB,5300,TEN,JAX,26.0,TEN by 8.5,6%,4%,2%,0.0,0.0,0,0.0,0.0,6.3,6.3,7.5,0.3,8.7,4.0,4.0,3.5,0.7,4.1,19,12.8,12.8,12.8,1.3,24.4,9.3,1.8,1.3,0.2
T.J. Hockenson,,Q,TE,5300,DET,@DEN,16.5,DEN by 8.5,-6%,-7%,-34%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,6.9,0.0,0.8,7.0,0,12.8,12.1,12.1,4.5,19.7,0.0,0.0,0.0,0.0
Darrel Williams,1,,RB,5300,KC,LV,28.8,KC by 9.5,-2%,11%,14%,0.0,0.0,0,0.0,0.0,7.0,8.8,6.4,1.9,3.6,5.0,3.6,3.5,0.5,8.0,16,15.7,11.7,11.7,2.6,20.7,9.6,1.8,12.9,2.4
Zach Wilson,1,,QB,5300,NYJ,NO,19.0,NO by 5,7%,-15%,8%,24.0,30.4,34.3,3.3,6.3,1.7,1.6,2,0.5,1.9,0.0,0.0,0,0.0,0.0,63,11.7,11.6,11.6,4.1,19.1,14.7,2.8,11.4,2.2
Courtland Sutton,1,,WR,5300,DEN,DET,25.0,DEN by 8.5,7%,16%,2%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,6.3,5,1.0,8.5,8,4.0,11.0,11.0,1.3,20.7,11.0,2.1,1.9,0.4
Matt Breida,,,RB,5300,BUF,@TB,25.0,TB by 3.5,6%,-25%,-4%,0.0,0.0,0,0.0,0.0,5.0,3.7,4.5,0.5,5.1,1.7,1.3,1.9,0.5,9.0,11,7.7,7.1,7.1,-0.8,14.9,5.2,1.0,1.2,0.2
Ben Roethlisberger,,,QB,5300,PIT,@MIN,20.3,MIN by 3.5,7%,17%,8%,38.7,37.7,38,4.9,6.6,0.3,1.1,0.6,0.2,0.4,0.0,0.0,0,0.0,0.0,61,17.9,15.4,15.4,11.7,19.2,16.7,3.2,28.8,5.4
Zach Ertz,2,,TE,5300,ARI,LAR,26.8,ARI by 2.5,2%,-11%,1%,0.0,0.0,0,0.0,0.0,0.0,0.1,0,0.1,4.0,5.7,5.2,5.3,0.9,7.5,9,13.1,9.9,9.9,2.0,17.7,10.6,2.0,9.2,1.7
Odell Beckham Jr.,2,,WR,5300,LAR,@ARI,24.3,ARI by 2.5,-13%,1%,-7%,0.0,0.0,0,0.0,0.0,0.0,0.2,0.1,0.0,7.0,6.0,5.8,5.7,0.7,6.9,9,11.2,8.4,8.4,2.4,14.3,12.5,2.4,19.7,3.7
Trevor Siemian,,,QB,5200,NO,@NYJ,24.0,NO by 5,12%,18%,1%,34.3,34.6,1.3,5.6,6.3,1.7,1.4,0.1,0.4,3.0,0.0,0.0,0,0.0,0.0,2,18.6,16.7,16.7,9.9,23.5,0.7,0.1,0.0,0.0
Baker Mayfield,2,,QB,5200,CLE,BAL,22.8,CLE by 3,16%,-25%,6%,29.0,28.4,32.1,3.1,7.7,2.0,2.5,2.4,0.3,3.4,0.0,0.0,0,0.0,0.0,53,9.7,14.4,14.4,8.8,19.9,16.9,3.3,16.0,3.1
Calvin Ridley,,O,WR,5200,ATL,@CAR,20.0,CAR by 2.5,-25%,1%,-11%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.3,10.4,0,2.2,5.4,0,13.9,14.2,14.2,10.8,17.6,0.0,0.0,0.0,0.0
Alex Collins,,,RB,5200,SEA,@HOU,24.5,SEA by 7.5,0%,28%,10%,0.0,0.0,0,0.0,0.0,9.0,10.1,10.3,1.3,3.9,0.7,0.9,1.1,0.0,9.6,19,4.1,7.0,7.0,0.8,13.2,8.4,1.6,2.7,0.5
Jeremy McNichols,,,RB,5200,TEN,JAX,26.0,TEN by 8.5,6%,4%,2%,0.0,0.0,0,0.0,0.0,3.7,1.8,3.7,0.2,3.8,3.0,3.3,2.8,0.5,6.5,11,4.9,5.9,5.9,1.4,10.5,6.1,1.2,1.6,0.3
Andy Dalton,,Q,QB,5200,CHI,@GB,15.5,GB by 12.5,-7%,-9%,-2%,34.3,25.5,0.0,2.8,6.6,2.7,2.0,0.0,1.0,4.6,0.0,0.0,0.0,0.0,0.0,0,17.2,11.4,11.4,4.2,18.5,0.0,0.0,0.0,0.0
Jared Goff,,,QB,5100,DET,@DEN,16.5,DEN by 8.5,-6%,-7%,-12%,30.3,36.3,34.1,4.2,6.5,0.7,1.4,1.5,0.2,5.1,0.0,0.1,0,0.0,0.0,63,13.4,14.6,14.6,6.4,22.9,14.0,2.7,12.6,2.5
Tyrod Taylor,,,QB,5100,HOU,SEA,17.0,SEA by 7.5,18%,7%,-2%,21.0,25.0,0.9,3.8,6.4,3.7,3.2,0.3,0.7,7.9,0.0,0.0,0,0.0,0.0,2,12.6,14.5,14.5,6.8,22.1,0.3,0.1,0.0,0.0
Trevor Lawrence,2,,QB,5100,JAX,@TEN,17.5,TEN by 8.5,9%,-13%,13%,31.7,35.5,33.3,3.0,5.9,4.0,4.1,3.5,0.8,4.9,0.0,0.0,0,0.0,0.0,61,11.1,14.1,14.1,7.5,20.6,16.1,3.2,5.0,1.0
Kadarius Toney,,O,WR,5100,NYG,@LAC,16.5,LAC by 10,-11%,25%,-16%,0.7,0.3,0.0,0.0,6.3,0.3,0.3,0.0,0.1,2.0,6.0,5.3,0.0,0.6,8.2,0,6.7,8.7,8.7,-1.3,18.8,0.0,0.0,0.0,0.0
D'Onta Foreman,2,,RB,5100,TEN,JAX,26.0,TEN by 8.5,6%,4%,2%,0.0,0.0,0,0.0,0.0,12.3,10.5,13,2.5,4.6,1.3,1.0,1.5,0.0,16.5,25,9.7,8.0,8.0,2.9,13.0,10.5,2.1,14.2,2.8
David Johnson,0,,RB,5100,HOU,SEA,17.0,SEA by 7.5,18%,7%,30%,0.0,0.0,0.0,0.0,0.0,9.0,5.1,0.0,0.6,3.1,4.0,3.4,0.0,0.6,5.8,0,7.0,6.5,6.5,2.9,10.2,0.0,0.0,0.0,0.0
Michael Carter,,O,RB,5000,NYJ,NO,19.0,NO by 5,7%,-15%,-22%,0.0,0.0,0,0.0,0.0,12.7,11.1,0,1.9,3.9,3.0,4.6,0,0.1,6.7,0,11.8,12.9,12.9,4.5,21.3,0.0,0.0,0.0,0.0
Dawson Knox,4,,TE,5000,BUF,@TB,25.0,TB by 3.5,6%,-25%,15%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.3,4.7,5.1,1.3,9.1,9,11.9,12.3,12.3,5.1,19.5,10.4,2.1,19.0,3.8
J.D. McKissic,,Q,RB,5000,WAS,DAL,22.0,DAL by 4,11%,-2%,-17%,0.0,0.0,0.0,0.0,0.0,5.3,4.4,0.0,0.5,4.4,3.7,4.8,0.0,0.3,7.5,0,12.2,11.6,11.6,3.8,19.4,0.0,0.0,0.0,0.0
Davis Mills,,,QB,5000,HOU,SEA,17.0,SEA by 7.5,18%,7%,-2%,28.0,27.9,34,1.9,6.3,0.7,1.1,2.3,0.0,2.1,0.0,0.0,0,0.0,0.0,66,10.6,10.6,10.6,0.5,20.8,13.0,2.6,21.0,4.2
Cole Beasley,4,,WR,5000,BUF,@TB,25.0,TB by 3.5,6%,-25%,1%,0.0,0.1,0,0.1,0.0,0.0,0.0,0,0.0,0.0,4.3,6.8,6.3,0.9,6.6,11,6.0,10.5,10.5,2.5,18.5,11.7,2.3,15.4,3.1
Tyler Boyd,1,,WR,5000,CIN,SF,23.8,SF by 1,-13%,1%,1%,0.0,0.1,0,0.0,46.0,0.3,0.1,0.1,0.0,14.0,5.7,6.0,5.7,0.5,7.7,9,9.7,10.4,10.4,3.4,17.4,10.8,2.2,10.3,2.1
Trey Lance,,,QB,5000,SF,@CIN,24.8,SF by 1,10%,-18%,1%,15.7,9.6,1.2,0.8,7.4,8.7,6.0,0.8,0.8,4.6,0.0,0.0,0,0.0,0.0,3,12.1,9.4,9.4,1.1,17.7,0.6,0.1,0.0,0.0
Amon-Ra St. Brown,3,,WR,5000,DET,@DEN,16.5,DEN by 8.5,-6%,-7%,-9%,0.0,0.0,0,0.0,0.0,0.3,0.1,0.2,0.0,2.0,6.7,5.3,6.2,0.6,6.8,11,12.3,8.4,8.4,1.8,15.1,10.7,2.1,15.3,3.1
Tevin Coleman,,Q,RB,5000,NYJ,NO,19.0,NO by 5,7%,-15%,-22%,0.0,0.0,0.0,0.0,0.0,10.7,7.1,0.0,0.5,4.3,2.7,1.8,0.0,0.6,3.2,0,7.5,4.9,4.9,1.4,8.3,0.0,0.0,0.0,0.0
Mitchell Trubisky,,,QB,5000,BUF,@TB,25.0,TB by 3.5,6%,-25%,3%,2.0,1.4,0.9,0.0,4.0,1.3,2.0,0.2,0.2,2.7,0.0,0.0,0,0.0,0.0,2,2.4,1.8,1.8,-1.5,5.0,0.2,0.0,0.0,0.0
Brandon Allen,,,QB,5000,CIN,SF,23.8,SF by 1,-13%,1%,0%,1.0,1.0,2,0.3,3.3,0.7,1.3,0.3,0.0,-0.8,0.0,0.0,0,0.0,0.0,4,0.0,1.0,1.0,-0.9,3.0,0.7,0.1,0.0,0.0
Justin Fields,2,Q,QB,5000,CHI,@GB,15.5,GB by 12.5,-7%,-9%,-2%,22.3,19.8,30.6,2.4,6.9,7.3,5.6,6.2,0.6,5.6,0.0,0.0,0,0.0,0.0,60,17.6,10.6,10.6,2.4,18.7,16.3,3.3,21.4,4.3
A.J. Green,,,WR,5000,ARI,LAR,26.8,ARI by 2.5,2%,-11%,3%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.3,5.1,4.7,1.0,9.9,8,5.2,10.1,10.1,3.3,16.9,9.4,1.9,20.2,4.0
Allen Robinson II,1,,WR,5000,CHI,@GB,15.5,GB by 12.5,-7%,-9%,2%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.7,5.6,5.2,0.7,6.8,9,6.5,7.8,7.8,5.1,10.5,9.2,1.8,3.4,0.7
Colt McCoy,,,QB,5000,ARI,LAR,26.8,ARI by 2.5,2%,-11%,-5%,30.0,15.0,0.8,1.2,7.6,4.7,3.5,0.1,0.8,1.6,0.0,0.0,0,0.0,0.0,1,14.8,7.3,7.3,-3.9,18.4,0.3,0.1,0.0,0.0
Antonio Brown,1,,WR,4900,TB,BUF,28.5,TB by 3.5,-30%,-5%,-34%,0.0,0.0,0,0.0,0.0,0.0,0.2,0.2,0.0,6.0,10.7,8.4,0,0.6,10.0,0,24.0,20.3,20.3,7.9,32.7,0.1,0.0,0.0,0.0
Emmanuel Sanders,,Q,WR,4900,BUF,@TB,25.0,TB by 3.5,6%,-25%,1%,0.0,0.0,0,0.0,0.0,0.0,0.2,0.1,0.0,15.5,4.7,5.6,5,0.7,8.7,9,5.5,10.3,10.3,3.1,17.6,10.2,2.1,3.5,0.7
Mike Davis,,,RB,4900,ATL,@CAR,20.0,CAR by 2.5,-25%,1%,-19%,0.0,0.0,0,0.0,0.0,4.0,8.3,6.4,1.1,3.4,4.0,3.8,3.3,0.3,4.4,16,9.7,8.7,8.7,3.6,13.8,8.0,1.6,13.6,2.8
Mike Glennon,,,QB,4900,NYG,@LAC,16.5,LAC by 10,-11%,25%,-9%,34.5,34.5,34.6,4.5,5.6,1.0,1.0,1.5,0.0,1.0,0.0,0.0,0,0.0,0.0,60,8.3,8.3,8.3,5.7,10.8,13.7,2.8,20.3,4.1
Latavius Murray,,,RB,4900,BAL,@CLE,19.8,CLE by 3,-10%,-7%,-9%,0.0,0.0,0,0.0,0.0,6.7,8.8,6.9,1.4,3.3,1.3,1.0,1.4,0.2,6.7,13,4.1,7.1,7.1,3.0,11.2,5.1,1.0,6.1,1.2
Case Keenum,,,QB,4900,CLE,BAL,22.8,CLE by 3,16%,-25%,6%,15.0,9.6,1.9,1.2,6.0,1.3,1.4,0,1.2,1.0,0.0,0.0,0,0.0,0.0,3,5.3,3.2,3.2,-2.2,8.7,0.4,0.1,0.0,0.0
Sam Darnold,,O,QB,4800,CAR,ATL,22.5,CAR by 2.5,6%,6%,12%,27.3,34.0,0,3.7,6.5,3.7,4.1,0,0.9,5.0,0.0,0.0,0,0.0,0.0,0,6.7,17.1,17.1,6.0,28.1,0.0,0.0,0.0,0.0
Geno Smith,,,QB,4800,SEA,@HOU,24.5,SEA by 7.5,0%,28%,0%,26.0,19.0,0.7,2.0,7.4,2.0,1.8,0.1,0.2,4.7,0.0,0.0,0,0.0,0.0,1,15.2,11.3,11.3,3.3,19.3,0.3,0.1,0.0,0.0
Tim Patrick,1,,WR,4800,DEN,DET,25.0,DEN by 8.5,7%,16%,2%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.7,5.1,4.3,0.8,9.1,7,3.6,10.0,10.0,4.4,15.5,9.3,1.9,4.1,0.9
Devontae Booker,,,RB,4800,NYG,@LAC,16.5,LAC by 10,-11%,25%,9%,0.0,0.0,0,0.0,0.0,4.0,8.8,5.4,1.5,3.9,2.0,2.6,1.6,0.2,6.9,12,5.4,9.2,9.2,2.3,16.2,4.5,0.9,12.4,2.6
Tre'Quan Smith,0,,WR,4800,NO,@NYJ,24.0,NO by 5,12%,18%,-6%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.7,5.3,5,0.7,6.8,8,7.3,8.4,8.4,3.9,13.0,9.8,2.0,6.3,1.3
Kenny Golladay,,,WR,4800,NYG,@LAC,16.5,LAC by 10,-11%,25%,-16%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.7,5.0,5.1,0.6,9.1,8,5.6,7.8,7.8,1.8,13.7,9.4,2.0,3.5,0.7
Tyler Huntley,,,QB,4800,BAL,@CLE,19.8,CLE by 3,-10%,-7%,-2%,15.7,15.7,0.8,1.0,5.5,3.3,3.3,0.2,0.3,5.0,0.0,0.0,0,0.0,0.0,2,4.8,4.8,4.8,-1.3,10.8,0.2,0.0,17.3,3.6
Ameer Abdullah,1,,RB,4800,CAR,ATL,22.5,CAR by 2.5,6%,6%,9%,0.0,0.0,0,0.0,0.0,4.0,2.3,6.5,0.2,3.4,3.3,2.0,3.9,0.1,5.4,17,4.7,3.2,3.2,-0.4,6.8,8.2,1.7,5.3,1.1
Rashaad Penny,0,,RB,4800,SEA,@HOU,24.5,SEA by 7.5,0%,28%,10%,0.0,0.0,0,0.0,0.0,6.3,5.4,9.5,1.4,2.9,0.3,0.2,1.3,0.0,27.0,18,3.3,2.3,2.3,-0.5,5.1,6.8,1.4,29.8,6.2
Jake Fromm,,,QB,4800,NYG,@LAC,16.5,LAC by 10,-11%,25%,-9%,0.0,0.0,2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0
Mason Rudolph,,,QB,4800,PIT,@MIN,20.3,MIN by 3.5,7%,17%,8%,50.0,50.0,0.9,9.0,4.8,4.0,4.0,0.1,1.0,9.0,0.0,0.0,0,0.0,0.0,2,16.3,16.3,16.3,16.3,16.3,0.2,0.0,0.0,0.0
Jamison Crowder,3,,WR,4700,NYJ,NO,19.0,NO by 5,7%,-15%,9%,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4.7,6.3,6.5,1.3,6.5,11,9.4,10.5,10.5,4.5,16.4,12.3,2.6,4.9,1.0
Devin Singletary,,,RB,4700,BUF,@TB,25.0,TB by 3.5,6%,-25%,-4%,0.0,0.0,0,0.0,0.0,9.3,9.0,9,1.3,4.6,1.7,2.8,2.9,0.3,3.6,21,5.6,8.3,8.3,3.8,12.7,8.9,1.9,14.9,3.2
Rashod Bateman,0,,WR,4700,BAL,@CLE,19.8,CLE by 3,-10%,-7%,-6%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.7,5.6,4.5,0.3,7.7,7,4.3,7.9,7.9,3.4,12.3,8.0,1.7,20.3,4.3
Adrian Peterson,,O,RB,4700,SEA,@HOU,24.5,SEA by 7.5,0%,28%,10%,0.0,0.0,0.0,0.0,0.0,9.3,9.5,0.0,2.3,2.6,1.0,1.0,0.0,0.3,2.0,0,5.7,6.7,6.7,3.9,9.4,0.0,0.0,0.0,0.0
P.J. Walker,,,QB,4700,CAR,ATL,22.5,CAR by 2.5,6%,6%,12%,13.3,10.8,2.2,1.2,5.3,1.3,1.0,0.3,0.0,3.6,0.0,0.0,0,0.0,0.0,4,3.2,2.5,2.5,-0.5,5.5,0.8,0.2,5.5,1.2
Sterling Shepard,2,,WR,4600,NYG,@LAC,16.5,LAC by 10,-11%,25%,-16%,0.0,0.0,0,0.0,0.0,0.0,0.2,0.2,0.0,-9.0,8.0,8.6,6.5,1.8,7.5,11,9.2,14.5,14.5,4.9,24.1,11.2,2.4,4.7,1.0
Corey Davis,,O,WR,4600,NYJ,NO,19.0,NO by 5,7%,-15%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,6.6,0.0,0.6,8.3,0,7.8,12.1,12.1,3.6,20.6,0.0,0.0,0.0,0.0
Sammy Watkins,,Q,WR,4600,BAL,@CLE,19.8,CLE by 3,-10%,-7%,-6%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.7,5.1,3.7,0.4,8.6,6,7.8,7.9,7.9,3.3,12.6,6.2,1.3,0.0,0.0
Travis Homer,,Q,RB,4600,SEA,@HOU,24.5,SEA by 7.5,0%,28%,10%,0.0,0.0,0.0,0.0,0.0,1.7,1.3,0.0,0.2,10.4,3.0,1.5,0.0,0.3,8.1,0,8.3,5.0,5.0,-0.5,10.5,0.0,0.0,0.0,0.0
Carlos Hyde,,,RB,4600,JAX,@TEN,17.5,TEN by 8.5,9%,-13%,-16%,0.0,0.0,0,0.0,0.0,5.0,6.5,6.9,1.1,3.5,1.0,1.8,2,0.1,3.0,15,3.3,4.2,4.2,-0.2,8.6,4.7,1.0,1.8,0.4
Rex Burkhead,,Q,RB,4600,HOU,SEA,17.0,SEA by 7.5,18%,7%,30%,0.0,0.1,0,0.0,0.0,12.7,4.1,10.7,0.5,2.8,1.7,1.2,2.6,0.1,6.2,24,6.0,3.2,3.2,-1.2,7.7,8.8,1.9,10.6,2.3
Nick Foles,,,QB,4600,CHI,@GB,15.5,GB by 12.5,-7%,-9%,-2%,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0
Joe Flacco,,,QB,4500,NYJ,NO,19.0,NO by 5,7%,-15%,8%,21.0,21.0,0.8,3.5,8.0,1.0,1.0,0.1,0.0,1.5,0.0,0.0,0,0.0,0.0,2,12.4,12.4,12.4,3.2,21.6,0.5,0.1,0.0,0.0
Marvin Jones Jr.,3,,WR,4500,JAX,@TEN,17.5,TEN by 8.5,9%,-13%,22%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.3,6.7,5.6,0.7,6.8,9,6.9,10.3,10.3,3.2,17.3,10.5,2.3,13.0,2.9
Noah Fant,3,,TE,4500,DEN,DET,25.0,DEN by 8.5,7%,16%,-2%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.7,6.1,4.9,1.2,6.3,7,7.5,9.9,9.9,3.3,16.6,9.8,2.2,9.1,2.0
Zack Moss,,,RB,4500,BUF,@TB,25.0,TB by 3.5,6%,-25%,-4%,0.0,0.0,0.0,0.0,0.0,6.0,8.3,0.0,2.5,3.4,1.3,2.9,0.0,0.6,6.1,0,4.8,9.5,9.5,4.0,15.1,0.0,0.0,0.0,0.0
Nick Westbrook-Ikhine,3,,WR,4500,TEN,JAX,26.0,TEN by 8.5,6%,4%,10%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.7,3.3,4.9,0.7,8.3,8,11.1,6.8,6.8,0.4,13.2,9.6,2.1,6.1,1.4
Marcus Mariota,,,QB,4500,LV,@KC,19.3,KC by 9.5,8%,2%,10%,0.0,0.0,0.8,0.0,0.0,0.7,0.8,0.5,0.3,9.0,0.0,0.0,0,0.0,0.0,2,2.1,1.8,1.8,-0.8,4.3,0.5,0.1,0.0,0.0
Drew Lock,,,QB,4500,DEN,DET,25.0,DEN by 8.5,7%,16%,1%,14.0,14.0,0.9,2.0,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,2,1.8,1.8,1.8,-0.7,4.2,0.7,0.2,0.0,0.0
Chase Edmonds,,O,RB,4500,ARI,LAR,26.8,ARI by 2.5,2%,-11%,-11%,0.0,0.0,0.0,0.0,0.0,7.7,8.4,0.0,1.2,5.7,2.3,4.1,0.0,0.6,5.7,0,8.7,11.3,11.3,5.2,17.5,0.0,0.0,0.0,0.0
Deonte Harris,,,WR,4400,NO,@NYJ,24.0,NO by 5,12%,18%,-6%,0.0,0.0,0,0.0,0.0,0.3,0.4,0.3,0.1,8.0,6.0,4.8,0,0.4,9.9,0,8.3,9.4,9.4,3.6,15.2,0.2,0.0,0.0,0.0
Ty Johnson,0,,RB,4400,NYJ,NO,19.0,NO by 5,7%,-15%,-22%,0.0,0.0,0,0.0,0.0,2.7,4.1,9.6,0.8,3.8,2.0,3.6,4.1,0.2,6.6,24,3.3,7.6,7.6,2.1,13.1,10.1,2.3,9.7,2.2
Darius Slayton,1,,WR,4400,NYG,@LAC,16.5,LAC by 10,-11%,25%,-16%,0.0,0.0,0,0.0,0.0,0.3,0.1,0,0.0,-13.0,6.0,4.9,3.8,0.2,6.4,6,5.2,5.9,5.9,0.8,11.0,6.8,1.5,0.0,0.0
D'Ernest Johnson,,,RB,4400,CLE,BAL,22.8,CLE by 3,16%,-25%,-12%,0.0,0.0,0,0.0,0.0,8.0,5.1,1.6,1.1,5.2,2.7,1.2,0.8,0.0,6.7,4,8.4,5.6,5.6,-4.0,15.3,2.3,0.5,3.9,0.9
Giovani Bernard,,Q,RB,4400,TB,BUF,28.5,TB by 3.5,-30%,-5%,-11%,0.0,0.0,0,0.0,0.0,0.3,0.7,1,0.1,7.3,1.0,2.6,1.6,0.6,4.2,4,1.1,5.4,5.4,-0.8,11.5,2.3,0.5,0.0,0.0
Jeff Wilson Jr.,6,,RB,4400,SF,@CIN,24.8,SF by 1,10%,-18%,7%,0.0,0.0,0,0.0,0.0,7.0,7.8,14.4,1.3,2.7,1.0,0.8,2.5,0.3,3.3,27,2.8,2.8,2.8,-0.1,5.7,12.0,2.7,5.6,1.3
Tony Jones Jr.,,,RB,4400,NO,@NYJ,24.0,NO by 5,12%,18%,50%,0.0,0.0,0,0.0,0.0,7.3,6.3,4.9,0.5,2.8,1.0,1.0,1.2,0.2,1.7,9,1.5,2.6,2.6,0.3,4.9,3.7,0.8,3.9,0.9
Blaine Gabbert,,,QB,4400,TB,BUF,28.5,TB by 3.5,-30%,-5%,-42%,2.7,2.0,1,0.3,8.4,1.7,2.0,0.1,0.8,-0.8,0.0,0.0,0,0.0,0.0,2,0.8,0.5,0.5,-0.3,1.3,0.2,0.0,0.0,0.0
Rondale Moore,,,WR,4400,ARI,LAR,26.8,ARI by 2.5,2%,-11%,3%,0.0,0.0,0,0.0,0.0,1.3,1.3,0.9,0.4,4.3,5.7,4.8,4,0.6,7.3,8,7.1,8.7,8.7,1.2,16.2,7.8,1.8,4.6,1.0
Marquez Callaway,,,WR,4300,NO,@NYJ,24.0,NO by 5,12%,18%,-6%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,4.6,4,0.6,7.4,6,5.4,8.7,8.7,2.4,15.1,8.3,1.9,5.4,1.3
Laviska Shenault Jr.,1,,WR,4300,JAX,@TEN,17.5,TEN by 8.5,9%,-13%,22%,0.0,0.0,0,0.0,0.0,1.0,0.8,1.1,0.2,3.1,6.3,6.3,5.3,0.6,6.3,11,7.8,8.1,8.1,3.9,12.3,9.4,2.2,7.4,1.7
Robby Anderson,0,,WR,4300,CAR,ATL,22.5,CAR by 2.5,6%,6%,8%,0.0,0.0,0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,5.3,5.8,4.6,0.4,4.2,7,8.1,6.3,6.3,1.7,10.9,8.4,2.0,21.4,5.0
DeeJay Dallas,,,RB,4300,SEA,@HOU,24.5,SEA by 7.5,0%,28%,10%,0.0,0.0,0,0.0,0.0,2.3,1.4,2.6,0.2,3.8,2.3,1.3,2.7,0.1,6.6,9,5.9,3.0,3.0,-1.1,7.2,5.3,1.2,1.6,0.4
Pat Freiermuth,,,TE,4300,PIT,@MIN,20.3,MIN by 3.5,7%,17%,-23%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,4.8,5.4,1.3,6.2,9,10.9,9.6,9.6,4.0,15.3,10.4,2.4,11.2,2.6
Marquez Valdes-Scantling,3,,WR,4300,GB,CHI,28.0,GB by 12.5,-11%,6%,1%,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7.0,5.6,4.8,0.6,7.9,8,13.1,9.0,9.0,0.4,17.6,10.6,2.5,5.0,1.2
Kenyan Drake,,O,RB,4200,LV,@KC,19.3,KC by 9.5,8%,2%,1%,0.0,0.0,0.0,0.0,0.0,4.3,5.3,0.0,1.0,4.0,2.0,3.3,0.0,0.5,7.3,0,3.6,8.5,8.5,1.7,15.4,0.0,0.0,0.0,0.0
Kalif Raymond,,,WR,4200,DET,@DEN,16.5,DEN by 8.5,-6%,-7%,-9%,0.0,0.0,0,0.0,0.0,0.0,0.2,0.1,0.0,5.0,2.3,4.4,3.7,0.3,7.8,7,3.3,7.7,7.7,0.7,14.8,7.1,1.7,13.1,3.1
Samaje Perine,,,RB,4200,CIN,SF,23.8,SF by 1,-13%,1%,2%,0.0,0.0,0,0.0,0.0,3.3,4.2,5.3,0.2,4.4,2.0,1.9,2.4,0.4,6.9,12,4.6,5.9,5.9,0.3,11.4,6.1,1.5,7.3,1.7
Ronald Jones II,,,RB,4200,TB,BUF,28.5,TB by 3.5,-30%,-5%,-11%,0.0,0.0,0,0.0,0.0,5.3,5.0,5.3,0.9,4.4,0.3,0.6,1.1,0.0,5.6,10,6.7,4.3,4.3,0.9,7.7,4.4,1.0,0.8,0.2
