Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Josh Allen,8,Q,QB,7800,BUF,@TB,25.0,TB by 3.5,6%,-25%,3%,31.0,36.6,36.6,6.8,7.3,5.3,6.3,5.8,1.6,5.6,0.0,0.0,0,0.0,0.0,73,19.9,24.7,24.7,15.1,34.2,24.6,3.2,42.2,5.4
Alexander Mattison,,O,RB,7800,MIN,PIT,23.8,MIN by 3.5,-1%,16%,3%,0.0,0.0,0,0.0,0.0,10.7,9.2,8.5,2.3,3.7,2.3,2.3,2.5,0.5,6.5,17,10.9,8.8,8.8,-2.0,19.7,0.0,0.0,2.7,0.3
Joe Mixon,6,,RB,7700,CIN,SF,23.8,SF by 1,-13%,1%,2%,0.0,0.0,0,0.0,0.0,25.7,18.9,18.6,2.5,4.3,1.7,2.6,3.4,0.3,6.2,35,24.3,19.6,19.6,10.0,29.1,17.2,2.2,8.8,1.1
Kyler Murray,4,,QB,7700,ARI,LAR,26.8,ARI by 2.5,2%,-11%,-5%,25.3,30.1,34.6,4.9,8.9,7.3,6.6,6.9,2.6,3.5,0.0,0.0,0,0.0,0.0,68,21.4,24.6,24.6,15.7,33.5,23.5,3.1,22.4,2.9
Najee Harris,2,,RB,7700,PIT,@MIN,20.3,MIN by 3.5,7%,17%,1%,0.0,0.0,0,0.0,0.0,13.7,18.1,19.1,1.8,3.6,5.3,6.0,4.9,0.9,5.4,38,13.1,18.7,18.7,11.5,25.9,18.6,2.4,25.4,3.3
Tom Brady,11,,QB,7600,TB,BUF,28.5,TB by 3.5,-30%,-5%,-42%,43.7,42.3,39,8.6,7.4,1.3,1.6,1.1,0.6,2.7,0.0,0.0,0,0.0,0.0,63,22.7,25.3,25.3,16.0,34.7,22.4,2.9,33.1,4.4
Keenan Allen,,O,WR,7600,LAC,NYG,26.5,LAC by 10,3%,9%,1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,10.3,0.0,1.4,7.5,0,20.4,18.1,18.1,13.2,23.0,0.0,0.0,0.0,0.0
Nick Chubb,3,,RB,7600,CLE,BAL,22.8,CLE by 3,16%,-25%,-12%,0.0,0.0,0,0.0,0.0,14.7,16.7,16.5,3.2,5.8,2.7,1.6,1.9,0.1,7.6,28,21.5,18.0,18.0,8.4,27.7,15.9,2.1,9.5,1.3
Matthew Stafford,1,,QB,7500,LAR,@ARI,24.3,ARI by 2.5,-13%,1%,-17%,39.0,36.5,37.2,7.3,8.2,1.0,2.1,1.9,0.6,1.6,0.0,0.0,0,0.0,0.0,62,20.9,23.4,23.4,17.1,29.6,20.7,2.8,23.5,3.1
Lamar Jackson,4,Q,QB,7400,BAL,@CLE,19.8,CLE by 3,-10%,-7%,-2%,37.3,34.4,32.7,4.5,7.6,11.3,11.9,10.4,1.5,5.8,0.0,0.0,0,0.0,0.0,65,16.1,24.3,24.3,13.6,34.9,23.5,3.2,1.2,0.2
Leonard Fournette,8,,RB,7400,TB,BUF,28.5,TB by 3.5,-30%,-5%,-11%,0.0,0.1,0,0.0,0.0,13.3,12.7,15.7,3.3,4.4,7.3,5.8,5.9,1.3,5.7,34,27.6,18.5,18.5,7.2,29.7,18.7,2.5,26.2,3.5
Travis Kelce,8,,TE,7400,KC,LV,28.8,KC by 9.5,-2%,11%,41%,0.0,0.0,0,0.0,0.0,0.3,0.1,0.1,0.1,4.0,8.7,8.8,8.2,0.8,8.0,13,15.8,16.6,16.6,9.2,24.0,18.6,2.5,5.7,0.8
Ezekiel Elliott,7,,RB,7300,DAL,@WAS,26.0,DAL by 4,13%,-19%,-8%,0.0,0.1,0,0.1,4.0,10.3,14.4,16,2.5,4.4,5.7,4.1,4.2,0.9,4.7,33,12.1,16.9,16.9,9.6,24.2,17.8,2.4,9.0,1.2
CeeDee Lamb,7,,WR,7200,DAL,@WAS,26.0,DAL by 4,13%,-19%,10%,0.0,0.0,0,0.0,0.0,0.7,0.5,0.3,0.2,10.5,8.0,8.2,7.5,0.8,9.2,13,17.4,17.4,17.4,6.0,28.7,17.0,2.4,14.6,2.0
Aaron Rodgers,3,Q,QB,7200,GB,CHI,28.0,GB by 12.5,-11%,6%,2%,38.3,33.9,34,6.5,7.7,2.0,2.2,2.3,0.5,3.2,0.0,0.1,0,0.1,-4.0,57,25.8,21.7,21.7,12.7,30.7,22.7,3.2,32.6,4.5
Adam Thielen,,Q,WR,7200,MIN,PIT,23.8,MIN by 3.5,-1%,16%,4%,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.0,6.3,7.7,0.0,1.2,7.5,0,15.5,16.3,16.3,6.5,26.1,0.0,0.0,0.0,0.0
Justin Herbert,10,,QB,7100,LAC,NYG,26.5,LAC by 10,3%,9%,0%,40.0,39.4,37.5,5.9,7.5,4.7,3.7,4.3,1.3,5.7,0.0,0.0,0,0.0,0.0,66,30.8,25.3,25.3,14.7,35.9,23.0,3.2,24.9,3.5
Chris Godwin,10,,WR,7100,TB,BUF,28.5,TB by 3.5,-30%,-5%,-34%,0.0,0.0,0,0.0,0.0,1.0,0.3,0.2,0.1,5.3,9.3,8.8,7.9,1.9,9.0,13,19.4,18.8,18.8,9.4,28.1,17.8,2.5,23.5,3.3
Diontae Johnson,2,,WR,7100,PIT,@MIN,20.3,MIN by 3.5,7%,17%,22%,0.0,0.0,0,0.0,0.0,0.0,0.3,0.3,0.0,12.0,12.7,10.9,8.3,1.2,7.6,14,26.0,19.5,19.5,13.1,26.0,18.1,2.5,15.3,2.2
Derrick Henry,,O,RB,7000,TEN,JAX,26.0,TEN by 8.5,6%,4%,2%,0.3,0.1,0.0,0.1,5.0,25.7,27.4,0.0,4.3,4.3,1.7,2.5,0.0,0.3,7.7,0,20.6,26.0,26.0,11.2,40.9,0.0,0.0,0.0,0.0
Terry McLaurin,5,Q,WR,7000,WAS,DAL,22.0,DAL by 4,11%,-2%,10%,0.0,0.0,0,0.0,0.0,0.0,0.1,0,0.0,12.0,6.3,8.6,7.3,0.7,7.8,12,12.9,15.4,15.4,4.9,25.9,15.9,2.3,0.0,0.0
Cordarrelle Patterson,4,,RB,6900,ATL,@CAR,20.0,CAR by 2.5,-25%,1%,-19%,0.0,0.1,0,0.0,0.0,11.0,9.6,11.5,1.5,4.6,3.3,5.1,4.6,0.9,9.3,27,16.0,18.6,18.6,9.7,27.5,16.2,2.3,13.9,2.0
Ja'Marr Chase,9,,WR,6900,CIN,SF,23.8,SF by 1,-13%,1%,1%,0.0,0.0,0,0.0,0.0,0.7,0.5,0.2,0.1,2.5,5.7,7.5,6.7,0.8,10.6,11,10.0,17.4,17.4,8.1,26.6,15.8,2.3,25.3,3.7
George Kittle,10,,TE,6900,SF,@CIN,24.8,SF by 1,10%,-18%,-3%,0.0,0.0,0,0.0,0.0,0.3,0.2,0.1,0.0,7.0,6.0,6.9,7.1,0.4,9.8,12,19.4,15.7,15.7,3.6,27.7,16.4,2.4,37.1,5.4
A.J. Brown,,O,WR,6800,TEN,JAX,26.0,TEN by 8.5,6%,4%,10%,0.0,0.1,0,0.0,0.0,0.3,0.2,0,0.1,5.0,8.0,7.8,0,0.8,7.9,0,7.4,13.2,13.2,2.1,24.4,0.0,0.0,0.0,0.0
Dak Prescott,6,,QB,6700,DAL,@WAS,26.0,DAL by 4,13%,-19%,24%,43.3,37.8,36.7,5.6,7.6,1.3,2.7,3.5,0.8,3.0,0.0,0.0,0,0.0,0.0,65,15.4,21.6,21.6,12.5,30.7,23.1,3.4,11.9,1.8
Eli Mitchell,0,Q,RB,6700,SF,@CIN,24.8,SF by 1,10%,-18%,7%,0.0,0.0,0.0,0.0,0.0,25.3,18.3,0.0,2.0,4.6,3.0,2.0,0.0,0.1,7.0,0,19.1,16.4,16.4,8.6,24.2,0.0,0.0,0.0,0.0
Tyler Lockett,11,,WR,6700,SEA,@HOU,24.5,SEA by 7.5,0%,28%,2%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,7.0,6.5,0.4,10.5,11,17.0,15.1,15.1,4.1,26.1,15.9,2.4,30.2,4.5
D'Andre Swift,,Q,RB,6600,DET,@DEN,16.5,DEN by 8.5,-6%,-7%,-9%,0.0,0.1,0.0,0.0,0.0,16.7,12.7,0.0,1.6,4.0,4.3,6.4,0.0,0.8,6.1,0,16.3,17.8,17.8,9.6,25.9,0.0,0.0,0.0,0.0
Russell Wilson,6,,QB,6600,SEA,@HOU,24.5,SEA by 7.5,0%,28%,0%,31.3,28.8,31.2,3.4,7.9,2.3,3.2,3.3,0.1,4.6,0.0,0.0,0,0.0,0.0,59,15.2,17.3,17.3,10.0,24.7,20.4,3.1,21.2,3.2
Mike Evans,12,,WR,6600,TB,BUF,28.5,TB by 3.5,-30%,-5%,-34%,0.0,0.0,0,0.0,0.0,0.3,0.1,0,0.0,10.0,8.7,7.7,6.6,1.3,8.6,10,13.9,16.9,16.9,7.4,26.5,16.3,2.5,21.1,3.2
DK Metcalf,8,,WR,6500,SEA,@HOU,24.5,SEA by 7.5,0%,28%,2%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.7,7.0,6.1,1.1,8.5,10,6.8,14.5,14.5,6.7,22.3,15.6,2.4,8.3,1.3
Kirk Cousins,0,,QB,6500,MIN,PIT,23.8,MIN by 3.5,-1%,16%,-2%,35.7,37.2,34.7,5.2,7.5,1.3,1.7,1.8,0.4,3.8,0.0,0.0,0,0.0,0.0,57,23.0,21.5,21.5,14.8,28.1,19.9,3.1,16.0,2.5
DeAndre Hopkins,2,,WR,6500,ARI,LAR,26.8,ARI by 2.5,2%,-11%,3%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.3,5.7,6.2,1.3,10.2,10,12.7,15.2,15.2,8.4,22.0,14.4,2.2,10.4,1.6
Ryan Tannehill,3,,QB,6400,TEN,JAX,26.0,TEN by 8.5,6%,4%,0%,33.3,32.4,30.5,4.9,7.1,4.0,3.1,3,0.8,5.4,0.0,0.0,0,0.0,0.0,57,14.8,17.4,17.4,13.3,21.5,18.5,2.9,16.5,2.6
Tee Higgins,8,,WR,6400,CIN,SF,23.8,SF by 1,-13%,1%,1%,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,8.3,8.2,6.4,1.0,8.5,10,20.6,15.3,15.3,6.9,23.7,14.6,2.3,19.4,3.0
Darren Waller,,Q,TE,6400,LV,@KC,19.3,KC by 9.5,8%,2%,18%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,8.4,0.0,1.3,7.7,0,11.1,13.5,13.5,6.1,20.9,0.0,0.0,0.0,0.0
Tony Pollard,,Q,RB,6400,DAL,@WAS,26.0,DAL by 4,13%,-19%,-8%,0.0,0.0,0.0,0.0,0.0,8.0,8.9,0.0,1.2,5.6,3.3,2.9,0.0,0.5,7.4,0,13.7,11.5,11.5,5.2,17.8,0.0,0.0,0.0,0.0
Marquise Brown,7,,WR,6300,BAL,@CLE,19.8,CLE by 3,-10%,-7%,-6%,0.0,0.0,0,0.0,0.0,0.0,0.1,0,0.0,5.0,10.0,9.0,7,0.8,8.3,11,11.1,17.5,17.5,8.6,26.5,14.7,2.3,9.1,1.4
DJ Moore,8,Q,WR,6200,CAR,ATL,22.5,CAR by 2.5,6%,6%,8%,0.0,0.0,0,0.0,0.0,0.0,0.6,0.4,0.0,5.0,8.0,9.3,7,0.9,7.6,12,13.2,15.6,15.6,7.5,23.7,15.6,2.5,14.4,2.3
Josh Jacobs,7,,RB,6200,LV,@KC,19.3,KC by 9.5,8%,2%,1%,0.0,0.0,0,0.0,0.0,14.7,12.4,14.8,2.4,3.8,6.7,4.5,5.2,0.5,5.2,32,18.1,15.2,15.2,10.7,19.7,16.5,2.7,11.0,1.8
James Conner,3,,RB,6200,ARI,LAR,26.8,ARI by 2.5,2%,-11%,-11%,0.0,0.0,0,0.0,0.0,17.0,13.8,15.3,2.9,3.8,4.0,1.8,2.3,0.0,9.5,29,18.5,15.7,15.7,5.9,25.4,13.8,2.2,33.5,5.4
Aaron Jones,3,,RB,6200,GB,CHI,28.0,GB by 12.5,-11%,6%,-8%,0.0,0.0,0,0.0,0.0,9.7,12.1,12.4,2.7,4.2,3.0,4.4,4.1,1.0,6.2,26,6.7,15.2,15.2,4.0,26.4,16.1,2.6,21.5,3.5
Hunter Renfrow,11,,WR,6100,LV,@KC,19.3,KC by 9.5,8%,2%,-9%,0.0,0.0,0,0.0,0.0,0.7,0.2,0.1,0.0,3.5,7.7,7.7,7.7,1.1,8.3,13,18.1,15.0,15.0,9.4,20.5,15.3,2.5,32.7,5.4
Clyde Edwards-Helaire,5,,RB,6100,KC,LV,28.8,KC by 9.5,-2%,11%,14%,0.0,0.0,0,0.0,0.0,11.0,13.0,12.8,1.3,4.6,2.3,2.1,3,0.4,6.8,25,10.1,12.5,12.5,4.9,20.1,13.3,2.2,19.2,3.1
Darrell Henderson Jr.,1,O,RB,6100,LAR,@ARI,24.3,ARI by 2.5,-13%,1%,-5%,0.0,0.0,0,0.0,0.0,10.7,14.2,1.6,2.6,4.6,4.7,3.8,0,0.9,4.5,3,11.4,15.7,15.7,10.2,21.2,0.0,0.0,0.0,0.0
Chase Claypool,,,WR,6100,PIT,@MIN,20.3,MIN by 3.5,7%,17%,22%,0.0,0.0,0,0.0,0.0,1.0,0.9,0.9,0.2,6.0,6.7,7.2,5.5,0.9,9.2,10,11.0,11.9,11.9,5.3,18.6,12.6,2.1,17.5,2.9
Joe Burrow,5,,QB,6000,CIN,SF,23.8,SF by 1,-13%,1%,0%,31.0,31.6,33.8,3.4,8.3,1.7,2.2,2.2,0.4,2.7,0.0,0.0,0,0.0,0.0,57,16.7,19.3,19.3,13.0,25.5,19.1,3.2,25.2,4.2
Rob Gronkowski,11,,TE,6000,TB,BUF,28.5,TB by 3.5,-30%,-5%,-36%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.7,6.7,6,1.4,9.3,9,19.1,16.5,16.5,6.8,26.2,14.1,2.4,11.2,1.9
Mike Williams,13,Q,WR,6000,LAC,NYG,26.5,LAC by 10,3%,9%,1%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,7.8,6.5,1.3,9.2,10,15.9,16.1,16.1,3.5,28.7,15.7,2.6,12.1,2.0
Antonio Gibson,8,,RB,6000,WAS,DAL,22.0,DAL by 4,11%,-2%,-17%,0.0,0.0,0,0.0,0.0,23.7,17.2,19,3.2,3.9,4.3,3.0,4.9,0.3,6.0,39,19.1,14.7,14.7,7.7,21.8,18.9,3.1,5.1,0.8
Saquon Barkley,4,,RB,6000,NYG,@LAC,16.5,LAC by 10,-11%,25%,9%,0.0,0.0,0,0.0,0.0,10.0,10.5,14.8,1.4,3.8,6.7,5.0,5.1,0.3,4.8,33,11.4,12.4,12.4,3.0,21.7,15.4,2.6,18.5,3.1
Derek Carr,3,,QB,5900,LV,@KC,19.3,KC by 9.5,8%,2%,10%,34.7,37.6,36.9,5.3,8.1,1.3,2.4,2.3,0.5,3.3,0.0,0.0,0,0.0,0.0,64,16.0,19.4,19.4,12.7,26.2,19.5,3.3,13.5,2.3
Mark Andrews,10,,TE,5900,BAL,@CLE,19.8,CLE by 3,-10%,-7%,-3%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.7,8.2,6.6,1.3,8.3,10,13.6,15.4,15.4,5.1,25.7,13.4,2.3,31.5,5.3
Amari Cooper,6,,WR,5900,DAL,@WAS,26.0,DAL by 4,13%,-19%,10%,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3.7,6.6,6.3,1.0,9.5,10,7.0,14.4,14.4,2.3,26.6,14.6,2.5,16.1,2.7
Javonte Williams,8,,RB,5900,DEN,DET,25.0,DEN by 8.5,7%,16%,14%,0.0,0.0,0,0.0,0.0,15.0,11.7,14.8,1.8,4.8,5.3,3.5,3.3,0.6,6.4,28,19.9,13.0,13.0,5.3,20.7,15.4,2.6,21.3,3.6
Elijah Moore,1,O,WR,5900,NYJ,NO,19.0,NO by 5,7%,-15%,9%,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.2,10.8,10.3,7.0,0.0,0.7,7.0,0,20.8,12.8,12.8,2.5,23.2,0.0,0.0,0.0,0.0
Chuba Hubbard,3,,RB,5900,CAR,ATL,22.5,CAR by 2.5,6%,6%,9%,0.0,0.0,0,0.0,0.0,3.7,10.2,13.7,1.3,3.5,0.3,2.3,2.8,0.2,5.4,26,3.1,8.1,8.1,1.4,14.7,11.8,2.0,9.3,1.6
AJ Dillon,,,RB,5900,GB,CHI,28.0,GB by 12.5,-11%,6%,-8%,0.0,0.0,0,0.0,0.0,17.3,10.7,12.2,2.1,4.2,4.3,2.4,2.6,0.3,9.0,23,20.8,10.9,10.9,2.9,18.8,12.7,2.2,7.1,1.2
Jimmy Garoppolo,4,,QB,5800,SF,@CIN,24.8,SF by 1,10%,-18%,1%,26.0,28.2,32.2,3.6,8.5,2.3,2.9,2.2,0.3,1.3,0.0,0.0,0,0.0,0.0,56,15.3,17.1,17.1,10.8,23.3,18.3,3.2,20.1,3.5
James Robinson,2,,RB,5800,JAX,@TEN,17.5,TEN by 8.5,9%,-13%,-16%,0.0,0.0,0,0.0,0.0,12.3,12.5,13.9,1.7,4.9,3.7,3.6,3.9,0.2,5.2,29,9.6,14.5,14.5,6.9,22.1,13.8,2.4,0.4,0.1
Brandon Aiyuk,5,,WR,5800,SF,@CIN,24.8,SF by 1,10%,-18%,0%,0.0,0.0,0,0.0,0.0,0.3,0.3,0.9,0.0,3.3,6.3,4.5,6,0.5,9.0,11,14.2,8.7,8.7,1.5,15.9,13.4,2.3,18.6,3.2
Mark Ingram II,,O,RB,5800,NO,@NYJ,24.0,NO by 5,12%,18%,50%,0.0,0.0,0,0.0,0.0,13.3,12.3,3.1,2.0,3.6,5.7,2.8,1.2,0.4,4.7,7,13.6,8.7,8.7,2.7,14.6,0.0,0.0,0.0,0.0
Teddy Bridgewater,6,,QB,5700,DEN,DET,25.0,DEN by 8.5,7%,16%,1%,31.3,31.6,34,5.1,7.3,2.0,2.3,2.9,0.9,3.6,0.0,0.0,0,0.0,0.0,56,13.1,16.4,16.4,10.5,22.3,18.5,3.2,15.2,2.7
Brandin Cooks,1,,WR,5700,HOU,SEA,17.0,SEA by 7.5,18%,7%,-7%,0.0,0.0,0,0.0,0.0,0.3,0.2,0.2,0.0,10.5,4.7,8.1,6.7,0.7,7.6,12,8.6,13.8,13.8,6.6,20.9,13.6,2.4,21.1,3.7
Russell Gage,1,,WR,5700,ATL,@CAR,20.0,CAR by 2.5,-25%,1%,-11%,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,9.0,5.9,6.9,0.8,7.5,12,18.0,10.2,10.2,1.0,19.5,12.5,2.2,10.4,1.8
Devonta Freeman,1,,RB,5700,BAL,@CLE,19.8,CLE by 3,-10%,-7%,-9%,0.0,0.0,0,0.0,0.0,15.3,8.1,12.6,1.3,4.2,5.0,2.8,3.4,0.6,5.5,24,15.9,9.8,9.8,2.6,16.9,12.8,2.2,12.2,2.1
David Montgomery,2,,RB,5700,CHI,@GB,15.5,GB by 12.5,-7%,-9%,-10%,0.0,0.0,0,0.0,0.0,17.3,16.8,16.8,2.9,4.2,4.3,3.0,3.4,0.5,6.4,33,15.4,15.3,15.3,6.8,23.7,15.5,2.7,14.1,2.5
Darnell Mooney,2,,WR,5700,CHI,@GB,15.5,GB by 12.5,-7%,-9%,2%,0.0,0.0,0,0.0,0.0,0.3,0.3,0.1,0.1,9.0,10.3,7.5,6.1,0.4,8.0,10,18.1,13.2,13.2,5.6,20.8,12.3,2.2,2.9,0.5
Kareem Hunt,2,D,RB,5600,CLE,BAL,22.8,CLE by 3,16%,-25%,-12%,0.0,0.0,0,0.0,0.0,11.0,10.9,8.8,2.4,5.0,3.3,3.6,3.5,0.4,6.4,19,12.9,15.2,15.2,5.6,24.7,12.3,2.2,3.8,0.7
Jerry Jeudy,4,,WR,5600,DEN,DET,25.0,DEN by 8.5,7%,16%,2%,0.0,0.0,0,0.0,0.0,0.3,0.3,0,0.0,1.5,6.0,6.2,5.9,0.5,8.9,9,9.1,10.2,10.2,6.8,13.6,13.3,2.4,9.7,1.7
Taysom Hill,11,,QB,5600,NO,@NYJ,24.0,NO by 5,12%,18%,1%,15.0,6.1,28.2,0.3,6.5,5.0,3.9,9.1,1.4,6.6,0.7,0.8,0,0.0,8.7,58,11.5,8.3,8.3,-1.6,18.2,20.5,3.7,26.3,4.7
Sony Michel,3,,RB,5600,LAR,@ARI,24.3,ARI by 2.5,-13%,1%,-5%,0.0,0.0,0,0.0,0.0,10.3,8.6,18.9,1.8,4.1,2.3,1.4,3,0.2,4.1,34,11.2,7.0,7.0,0.0,13.9,16.2,2.9,7.9,1.4
Taylor Heinicke,3,Q,QB,5500,WAS,DAL,22.0,DAL by 4,11%,-2%,8%,29.0,32.8,32.9,4.0,7.1,4.3,4.3,4.2,0.9,5.6,0.0,0.1,0,0.0,-2.0,60,17.1,17.6,17.6,11.4,23.8,18.5,3.4,9.7,1.8
Michael Gallup,2,,WR,5500,DAL,@WAS,26.0,DAL by 4,13%,-19%,10%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,7.8,5.4,1.0,6.8,9,14.2,11.5,11.5,6.5,16.4,12.1,2.2,11.0,2.0
Kyle Pitts,3,,TE,5500,ATL,@CAR,20.0,CAR by 2.5,-25%,1%,-15%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,6.8,5.7,0.8,8.6,10,6.4,11.0,11.0,2.6,19.4,11.4,2.1,11.1,2.0
Jamaal Williams,0,O,RB,5500,DET,@DEN,16.5,DEN by 8.5,-6%,-7%,-9%,0.0,0.0,0.0,0.0,0.0,13.0,10.9,0.0,1.6,4.1,2.0,2.7,0.0,0.0,5.3,0,7.8,9.6,9.6,2.3,17.0,0.0,0.0,0.0,0.0
Van Jefferson Jr.,1,,WR,5500,LAR,@ARI,24.3,ARI by 2.5,-13%,1%,-7%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,5.8,5.9,1.1,8.9,9,14.3,10.9,10.9,4.7,17.2,12.8,2.3,14.8,2.7
Daniel Jones,,Q,QB,5400,NYG,@LAC,16.5,LAC by 10,-11%,25%,-9%,29.3,32.8,0.0,3.7,6.7,5.3,5.6,0.0,1.2,4.8,0.0,0.1,0.0,0.0,16.0,0,11.3,16.4,16.4,7.9,24.9,0.0,0.0,0.0,0.0
Cam Newton,4,,QB,5400,CAR,ATL,22.5,CAR by 2.5,6%,6%,12%,17.3,17.3,31.6,0.7,5.6,5.3,5.3,7.3,1.7,4.1,0.0,0.0,0,0.0,0.0,62,15.4,15.4,15.4,5.8,24.9,19.8,3.7,15.8,2.9
Melvin Gordon III,1,Q,RB,5400,DEN,DET,25.0,DEN by 8.5,7%,16%,14%,0.0,0.0,0,0.0,0.0,15.7,12.3,10.9,2.4,4.5,3.0,2.8,2.3,0.6,5.4,20,12.5,12.9,12.9,7.4,18.4,10.9,2.0,26.1,4.8
Dalton Schultz,3,,TE,5400,DAL,@WAS,26.0,DAL by 4,13%,-19%,7%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.7,5.9,5.3,0.5,8.2,9,12.1,11.3,11.3,4.6,18.1,10.8,2.0,1.4,0.3
Jarvis Landry,11,,WR,5400,CLE,BAL,22.8,CLE by 3,16%,-25%,0%,0.0,0.0,0,0.0,0.0,0.3,0.6,0.3,0.5,6.8,7.7,6.5,6.4,0.8,6.8,10,13.3,10.7,10.7,4.0,17.3,12.8,2.4,15.1,2.8
