Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Denver Broncos,4,D,4300,DEN,NYJ,15.8,DEN by 10,3.1,0.3,1.1,176,108,14.1,10.4,8.5,8.5,8.5,7.8,9.2,11.2,2.6,19.0,4.4
New England Patriots,1,D,4100,NE,NO,19.5,NE by 3,2.0,0.6,0.6,218,143,29.2,3.3,12.0,12.0,12.0,2.1,21.9,8.9,2.2,4.0,1.0
Pittsburgh Steelers,4,D,3900,PIT,CIN,20.3,PIT by 3,3.2,0.8,0.8,212,106,19.5,9.0,8.0,8.0,8.0,-0.5,16.5,9.5,2.4,2.0,0.5
Buffalo Bills,6,D,3800,BUF,WAS,19.0,BUF by 7.5,2.8,0.6,1.1,223,102,19.9,7.9,12.0,12.0,12.0,-2.1,26.1,9.8,2.6,7.0,1.8
Tampa Bay Buccaneers,,D,3700,TB,@LAR,26.8,TB by 1.5,1.6,0.6,0.9,254,116,21.9,7.4,10.5,10.5,10.5,-1.5,22.5,6.5,1.8,0.0,0.0
Baltimore Ravens,1,D,3600,BAL,@DET,21.0,BAL by 8,2.6,0.4,0.8,260,94,23.8,6.6,6.5,6.5,6.5,3.0,10.0,8.1,2.3,3.0,0.8
Los Angeles Rams,,D,3500,LAR,TB,28.3,TB by 1.5,1.4,0.4,0.7,301,90,31.1,3.4,8.0,8.0,8.0,8.0,8.0,6.4,1.8,3.0,0.9
Las Vegas Raiders,2,D,3400,LV,MIA,20.5,LV by 4,2.4,0.6,0.8,221,103,22.2,7.1,6.0,6.0,6.0,4.6,7.4,8.1,2.4,4.0,1.2
New York Giants,0,D,3300,NYG,ATL,22.3,NYG by 3,2.6,0.4,0.8,255,95,21.9,6.3,3.0,3.0,3.0,1.6,4.4,7.6,2.3,6.0,1.8
Carolina Panthers,3,D,3300,CAR,@HOU,17.0,CAR by 9,2.9,0.8,0.4,280,94,23.8,5.8,10.5,10.5,10.5,8.4,12.6,10.9,3.3,8.0,2.4
Cleveland Browns,6,D,3200,CLE,CHI,19.3,CLE by 7,2.3,0.5,1.0,221,101,21.8,6.9,3.0,3.0,3.0,0.2,5.8,9.1,2.8,16.0,5.0
Dallas Cowboys,2,D,3200,DAL,PHI,24.0,DAL by 4,3.8,0.4,1.0,207,136,20.4,8.1,7.0,7.0,7.0,7.0,7.0,8.1,2.5,13.0,4.1
New Orleans Saints,1,D,3100,NO,@NE,22.5,NE by 3,2.4,0.4,0.8,174,143,19.4,6.5,10.5,10.5,10.5,4.1,16.9,7.7,2.5,20.0,6.5
Kansas City Chiefs,0,D,3100,KC,LAC,24.0,KC by 6.5,2.1,0.4,0.8,280,102,23.2,6.6,6.0,6.0,6.0,4.6,7.4,8.0,2.6,0.0,0.0
Green Bay Packers,,D,3100,GB,@SF,26.8,SF by 3.5,2.1,1.0,1.0,257,115,23.2,8.1,1.0,1.0,1.0,-6.1,8.1,6.3,2.0,7.0,2.3
Chicago Bears,,D,3000,CHI,@CLE,26.3,CLE by 7,1.8,0.5,0.5,228,146,25.7,5.1,9.5,9.5,9.5,-3.9,22.9,6.1,2.0,5.0,1.7
Arizona Cardinals,4,D,3000,ARI,@JAX,22.3,ARI by 7.5,2.5,0.6,1.2,230,88,17.3,7.9,8.5,8.5,8.5,-2.1,19.1,8.9,3.0,18.0,6.0
San Francisco 49ers,,D,3000,SF,GB,23.3,SF by 3.5,1.6,0.4,0.4,245,115,28.5,3.4,9.0,9.0,9.0,7.6,10.4,6.5,2.2,0.0,0.0
Minnesota Vikings,1,D,2900,MIN,SEA,28.5,SEA by 1.5,3.1,0.4,0.8,246,122,27.4,4.7,8.5,8.5,8.5,3.6,13.4,5.9,2.0,3.0,1.0
Philadelphia Eagles,1,D,2900,PHI,@DAL,28.0,DAL by 4,2.7,0.6,0.9,255,112,23.4,7.8,5.5,5.5,5.5,-0.9,11.9,6.1,2.1,8.0,2.8
Seattle Seahawks,,D,2800,SEA,@MIN,27.0,SEA by 1.5,2.4,0.7,0.6,265,145,27.1,6.1,5.0,5.0,5.0,3.6,6.4,6.8,2.4,0.0,0.0
Indianapolis Colts,,D,2700,IND,@TEN,26.5,TEN by 5,2.1,0.5,0.5,230,173,28.9,4.0,7.5,7.5,7.5,2.6,12.4,6.3,2.3,7.0,2.6
Miami Dolphins,1,D,2700,MIA,@LV,24.5,LV by 4,1.9,0.9,0.7,281,113,26.6,6.1,3.5,3.5,3.5,0.0,7.0,7.8,2.9,10.0,3.7
Washington Football Team,0,D,2600,WAS,@BUF,26.5,BUF by 7.5,1.7,0.6,0.7,270,112,30.7,3.3,5.0,5.0,5.0,2.2,7.8,6.1,2.3,-4.0,-1.5
Atlanta Falcons,2,D,2500,ATL,@NYG,25.3,NYG by 3,3.1,0.7,0.5,189,118,17.6,8.2,0.5,0.5,0.5,-0.2,1.2,7.2,2.9,5.0,2.0
Tennessee Titans,4,D,2400,TEN,IND,21.5,TEN by 5,1.5,0.3,0.6,248,124,25.6,4.4,1.0,1.0,1.0,-0.4,2.4,7.6,3.2,3.0,1.3
Los Angeles Chargers,,D,2300,LAC,@KC,30.5,KC by 6.5,1.4,0.6,0.5,315,102,29.0,3.6,4.5,4.5,4.5,3.8,5.2,3.5,1.5,10.0,4.3
Houston Texans,,D,2300,HOU,CAR,26.0,CAR by 9,2.1,0.3,0.9,241,106,21.0,5.8,6.0,6.0,6.0,4.6,7.4,5.8,2.5,3.0,1.3
New York Jets,1,D,2200,NYJ,@DEN,25.8,DEN by 10,1.9,0.6,1.3,226,127,20.7,8.5,3.5,3.5,3.5,2.8,4.2,6.2,2.8,4.0,1.8
Cincinnati Bengals,2,D,2100,CIN,@PIT,23.3,PIT by 3,1.0,0.3,0.7,247,76,23.1,2.9,5.5,5.5,5.5,4.8,6.2,6.3,3.0,12.0,5.7
Jacksonville Jaguars,,D,2000,JAX,ARI,29.8,ARI by 7.5,1.8,0.5,0.9,254,134,26.6,5.9,3.0,3.0,3.0,-5.5,11.5,4.4,2.2,8.0,4.0
Detroit Lions,,D,2000,DET,BAL,29.0,BAL by 8,1.8,0.5,0.8,176,203,28.7,4.6,0.0,0.0,0.0,-1.4,1.4,4.4,2.2,7.0,3.5
