Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Los Angeles Rams,,D,4400,LAR,CHI,19.8,LAR by 7.5,2.3,0.4,1.0,228,103,22.8,6.7,0.0,0.0,0.0,0.0,0.0,9.5,2.2,8.0,1.8
San Francisco 49ers,1,D,4200,SF,@DET,18.8,SF by 7.5,2.6,0.4,0.8,257,94,23.4,6.6,0.0,0.0,0.0,0.0,0.0,9.9,2.4,10.0,2.4
Tampa Bay Buccaneers,1,D,4000,TB,DAL,21.5,TB by 8.5,2.8,0.8,0.8,260,112,23.9,7.8,0.0,0.0,0.0,0.0,0.0,9.5,2.4,2.0,0.5
New England Patriots,0,D,3900,NE,MIA,20.3,NE by 3,2.1,0.4,0.8,234,106,24.5,6.0,0.0,0.0,0.0,0.0,0.0,8.5,2.2,5.0,1.3
New York Giants,0,D,3800,NYG,DEN,22.3,DEN by 3,2.0,0.6,1.4,216,120,19.1,9.0,0.0,0.0,0.0,0.0,0.0,7.9,2.1,4.0,1.1
Carolina Panthers,2,D,3600,CAR,NYJ,19.8,CAR by 4.5,2.8,0.3,0.9,176,104,14.7,9.7,0.0,0.0,0.0,0.0,0.0,9.1,2.5,9.0,2.5
Green Bay Packers,,D,3500,GB,@NO,23.0,GB by 4,1.8,0.6,0.5,235,142,29.6,2.9,0.0,0.0,0.0,0.0,0.0,8.0,2.3,-4.0,-1.1
Seattle Seahawks,,D,3400,SEA,@IND,23.8,SEA by 2.5,1.3,0.3,0.7,253,125,26.3,4.2,0.0,0.0,0.0,0.0,0.0,6.9,2.0,6.0,1.8
Denver Broncos,1,D,3300,DEN,@NYG,19.3,DEN by 3,3.1,0.7,0.7,189,111,16.8,8.8,0.0,0.0,0.0,0.0,0.0,9.5,2.9,8.0,2.4
Washington Football Team,,D,3200,WAS,LAC,21.8,WAS by 1,2.1,0.4,0.6,271,112,23.1,6.2,0.0,0.0,0.0,0.0,0.0,8.7,2.7,7.0,2.2
Los Angeles Chargers,1,D,3100,LAC,@WAS,22.8,WAS by 1,3.1,0.7,1.0,217,101,19.7,8.3,0.0,0.0,0.0,0.0,0.0,7.8,2.5,4.0,1.3
Kansas City Chiefs,,D,3000,KC,CLE,24.3,KC by 6,1.6,0.5,0.5,221,148,24.5,5.3,0.0,0.0,0.0,0.0,0.0,7.4,2.5,5.0,1.7
Minnesota Vikings,2,D,3000,MIN,@CIN,22.3,MIN by 3,3.0,0.8,0.7,216,104,19.4,8.4,0.0,0.0,0.0,0.0,0.0,8.7,2.9,5.0,1.7
Miami Dolphins,1,D,2900,MIA,@NE,23.3,NE by 3,2.3,0.3,0.9,181,147,19.6,6.4,0.0,0.0,0.0,0.0,0.0,7.6,2.6,6.0,2.1
Pittsburgh Steelers,0,D,2800,PIT,@BUF,27.3,BUF by 6.5,1.7,0.7,0.6,290,108,31.1,2.9,0.0,0.0,0.0,0.0,0.0,6.6,2.4,14.0,5.0
Chicago Bears,,D,2800,CHI,@LAR,27.3,LAR by 7.5,1.6,0.6,0.9,251,126,21.6,7.1,0.0,0.0,0.0,0.0,0.0,6.5,2.3,0.0,0.0
Jacksonville Jaguars,2,D,2700,JAX,@HOU,21.3,JAX by 3,3.1,0.7,0.4,284,92,23.6,5.9,0.0,0.0,0.0,0.0,0.0,8.1,3.0,-3.0,-1.1
Baltimore Ravens,,D,2700,BAL,@LV,23.3,BAL by 4.5,1.8,1.0,0.6,264,120,27.1,5.9,0.0,0.0,0.0,0.0,0.0,8.6,3.2,4.0,1.5
