Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Philadelphia Eagles,,D,2600,PHI,@ATL,25.8,ATL by 3,2.6,0.4,0.7,272,96,24.0,4.5,0.0,0.0,0.0,0.0,0.0,6.8,2.6,10.0,3.8
Las Vegas Raiders,,D,2600,LV,BAL,27.8,BAL by 4.5,2.0,0.4,0.7,170,198,28.6,4.1,0.0,0.0,0.0,0.0,0.0,5.9,2.3,7.0,2.7
Buffalo Bills,0,D,2500,BUF,PIT,20.8,BUF by 6.5,1.0,0.5,0.6,238,86,22.9,4.0,0.0,0.0,0.0,0.0,0.0,8.0,3.2,2.0,0.8
Dallas Cowboys,1,D,2500,DAL,@TB,30.0,TB by 8.5,1.4,0.3,0.8,289,95,30.3,4.1,0.0,0.0,0.0,0.0,0.0,4.9,2.0,7.0,2.8
Cleveland Browns,,D,2400,CLE,@KC,30.3,KC by 6,1.4,0.6,0.4,304,112,28.7,3.2,0.0,0.0,0.0,0.0,0.0,3.9,1.6,1.0,0.4
New York Jets,0,D,2400,NYJ,@CAR,24.3,CAR by 4.5,2.3,0.3,1.0,243,106,21.1,6.0,0.0,0.0,0.0,0.0,0.0,6.7,2.8,4.0,1.7
Indianapolis Colts,0,D,2300,IND,SEA,26.3,SEA by 2.5,3.0,0.3,0.8,246,123,28.3,4.6,0.0,0.0,0.0,0.0,0.0,7.8,3.4,4.0,1.7
Tennessee Titans,,D,2300,TEN,ARI,24.5,TEN by 3,1.8,0.5,0.8,245,140,25.5,5.6,0.0,0.0,0.0,0.0,0.0,6.4,2.8,0.0,0.0
New Orleans Saints,,D,2200,NO,GB,27.0,GB by 4,1.3,0.4,0.3,257,132,30.9,2.1,0.0,0.0,0.0,0.0,0.0,5.6,2.5,15.0,6.8
Detroit Lions,0,D,2200,DET,SF,26.3,SF by 7.5,2.4,0.9,1.1,252,118,23.1,8.6,0.0,0.0,0.0,0.0,0.0,5.8,2.6,1.0,0.5
Arizona Cardinals,,D,2100,ARI,@TEN,27.5,TEN by 3,1.6,0.3,0.5,230,170,29.1,2.9,0.0,0.0,0.0,0.0,0.0,5.8,2.8,16.0,7.6
Houston Texans,2,D,2100,HOU,JAX,24.3,JAX by 3,2.8,0.6,1.0,232,95,18.8,7.5,0.0,0.0,0.0,0.0,0.0,7.4,3.5,7.0,3.3
Atlanta Falcons,2,D,2000,ATL,PHI,22.8,ATL by 3,4.1,0.6,1.3,208,127,20.0,8.9,0.0,0.0,0.0,0.0,0.0,8.8,4.4,0.0,0.0
Cincinnati Bengals,0,D,2000,CIN,MIN,25.3,MIN by 3,2.4,0.6,0.8,251,143,26.8,6.9,0.0,0.0,0.0,0.0,0.0,6.2,3.1,5.0,2.5
