Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Van Jefferson Jr.,7,,WR,5300,LAR,JAX,30.0,LAR by 12.5,3%,3%,3%,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7.7,5.6,5.7,1.0,9.4,9,11.3,10.5,10.5,4.1,16.8,13.1,2.5,16.1,3.0
Russell Gage,3,,WR,5300,ATL,TB,19.5,TB by 11,5%,-28%,-1%,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.0,5.1,6.9,0.6,6.6,12,9.4,8.3,8.3,0.7,15.8,11.8,2.2,26.0,4.9
Mac Jones,,,QB,5300,NE,@BUF,20.3,BUF by 3,-24%,-14%,-38%,27.0,31.8,35.7,4.8,7.5,2.7,2.3,2.6,0.5,2.6,0.0,0.0,0,0.0,0.0,59,18.6,15.4,15.4,9.7,21.2,16.2,3.1,0.4,0.1
Melvin Gordon III,,Q,RB,5300,DEN,@KC,18.8,KC by 9.5,7%,-1%,-6%,0.0,0.0,0.0,0.0,0.0,15.7,12.3,0.0,2.4,4.5,3.0,2.8,0.0,0.6,5.4,0,12.5,12.9,12.9,7.4,18.4,0.0,0.0,0.0,0.0
Matt Breida,1,,RB,5300,BUF,NE,23.3,BUF by 3,-15%,3%,7%,0.0,0.0,0,0.0,0.0,5.7,4.2,7.4,0.6,5.2,2.3,1.4,2.5,0.6,9.6,17,13.4,8.1,8.1,-0.1,16.4,8.3,1.6,1.8,0.3
Calvin Ridley,,O,WR,5200,ATL,TB,19.5,TB by 11,5%,-28%,-1%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.3,10.4,0,2.2,5.4,0,13.9,14.2,14.2,10.8,17.6,0.0,0.0,0.0,0.0
Jared Goff,0,,QB,5200,DET,MIN,19.8,MIN by 7,5%,19%,5%,28.0,35.8,34.8,4.0,6.4,0.0,1.3,1.2,0.2,5.8,0.0,0.1,0,0.0,0.0,61,9.1,13.9,13.9,5.6,22.2,15.3,2.9,21.9,4.2
T.J. Hockenson,2,,TE,5200,DET,MIN,19.8,MIN by 7,5%,19%,-35%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,6.8,6.4,0.8,7.1,11,7.9,11.9,11.9,4.0,19.7,12.2,2.3,14.9,2.9
Zach Wilson,,,QB,5200,NYJ,PHI,19.5,PHI by 6.5,-3%,0%,5%,22.0,29.3,34.9,2.9,6.4,1.0,1.4,2.4,0.3,2.5,0.0,0.0,0,0.0,0.0,61,7.4,10.1,10.1,3.4,16.9,15.7,3.0,22.0,4.2
Miles Sanders,7,Q,RB,5200,PHI,@NYJ,26.0,PHI by 6.5,13%,14%,46%,0.0,0.0,0,0.0,0.0,10.3,9.8,12,1.3,5.2,1.0,2.9,2.9,0.3,4.5,25,6.5,8.7,8.7,5.1,12.4,12.9,2.5,20.2,3.9
Kendrick Bourne,,,WR,5200,NE,@BUF,20.3,BUF by 3,-24%,-14%,-29%,0.0,0.1,0,0.0,25.0,1.3,0.5,0.3,0.1,13.0,4.7,4.4,5.5,0.3,11.8,9,18.7,12.2,12.2,4.7,19.7,9.9,1.9,0.3,0.1
Michael Gallup,,,WR,5200,DAL,@NO,26.0,DAL by 4.5,7%,-19%,5%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.7,7.5,5.1,1.0,7.6,8,11.7,10.7,10.7,5.3,16.1,11.6,2.2,14.6,2.8
Trevor Lawrence,,,QB,5100,JAX,@LAR,17.5,LAR by 12.5,5%,-8%,-1%,34.0,36.2,34.5,3.3,6.0,4.3,4.1,3.6,0.8,5.1,0.0,0.0,0,0.0,0.0,64,12.5,14.7,14.7,8.3,21.1,14.9,2.9,6.8,1.3
Joe Flacco,,,QB,5100,NYJ,PHI,19.5,PHI by 6.5,-3%,0%,5%,21.0,21.0,0.5,3.5,8.0,1.0,1.0,0,0.0,1.5,0.0,0.0,0,0.0,0.0,1,12.4,12.4,12.4,3.2,21.6,0.1,0.0,0.0,0.0
Mike Gesicki,0,,TE,5100,MIA,NYG,22.3,MIA by 4,3%,13%,-3%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.3,6.5,5.9,0.6,7.6,10,4.9,10.7,10.7,3.1,18.4,10.8,2.1,11.6,2.3
Latavius Murray,,,RB,5100,BAL,@PIT,24.0,BAL by 4,-1%,18%,0%,0.0,0.0,0,0.0,0.0,9.0,9.6,7.6,1.6,3.4,1.3,0.9,1.5,0.3,3.7,15,6.8,7.3,7.3,2.9,11.7,6.4,1.3,5.5,1.1
Alex Collins,0,Q,RB,5100,SEA,SF,21.3,SF by 3,-12%,-1%,-3%,0.0,0.0,0.0,0.0,0.0,9.0,10.1,0.0,1.3,3.9,0.7,0.9,0.0,0.0,9.6,0,4.1,7.0,7.0,0.8,13.2,0.0,0.0,0.0,0.0
Courtland Sutton,,,WR,5100,DEN,@KC,18.8,KC by 9.5,7%,-1%,-7%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.7,6.4,5.3,1.1,9.1,8,4.2,11.7,11.7,1.8,21.6,10.7,2.1,3.5,0.7
Ben Roethlisberger,2,Q,QB,5000,PIT,BAL,20.0,BAL by 4,17%,-25%,4%,38.3,38.4,37.2,5.2,6.6,0.7,1.1,0.2,0.2,0.5,0.0,0.0,0,0.0,0.0,62,16.9,15.0,15.0,11.3,18.8,15.7,3.1,19.3,3.9
Geno Smith,,,QB,5000,SEA,SF,21.3,SF by 3,-12%,-1%,-1%,26.0,19.0,0.2,2.0,7.4,2.0,1.8,0.1,0.2,4.7,0.0,0.0,0,0.0,0.0,1,15.2,11.3,11.3,3.3,19.3,0.1,0.0,0.0,0.0
J.D. McKissic,,Q,RB,5000,WAS,@LV,23.5,LV by 2.5,-1%,12%,13%,0.0,0.0,0.0,0.0,0.0,5.3,4.4,0.0,0.5,4.4,3.7,4.8,0.0,0.3,7.5,0,12.2,11.6,11.6,3.8,19.4,0.0,0.0,0.0,0.0
A.J. Green,,,WR,5000,ARI,@CHI,26.8,ARI by 8,-9%,5%,4%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.7,5.5,5.1,1.1,9.8,8,7.7,10.9,10.9,4.3,17.5,10.2,2.0,2.4,0.5
Justin Fields,,Q,QB,5000,CHI,ARI,18.8,ARI by 8,-14%,1%,-18%,22.3,19.8,0.0,2.4,6.9,7.3,5.6,0.0,0.6,5.6,0.0,0.0,0.0,0.0,0.0,0,17.6,10.6,10.6,2.4,18.7,0.0,0.0,0.0,0.0
Tyler Boyd,,,WR,5000,CIN,LAC,26.8,CIN by 3,-13%,29%,-23%,0.0,0.1,0,0.0,46.0,0.3,0.1,0.1,0.0,14.0,4.0,5.9,5.3,0.5,7.2,8,5.9,10.1,10.1,2.8,17.4,9.9,2.0,13.5,2.7
Kenny Golladay,2,Q,WR,5000,NYG,@MIA,18.3,MIA by 4,11%,-7%,26%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.7,5.0,5.7,0.5,9.3,10,5.0,7.9,7.9,1.6,14.2,11.1,2.2,6.7,1.3
Allen Robinson II,,Q,WR,5000,CHI,ARI,18.8,ARI by 8,-14%,1%,-8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.6,0.0,0.7,6.8,0,6.5,7.8,7.8,5.1,10.5,0.0,0.0,0.0,0.0
David Johnson,,Q,RB,5000,HOU,IND,18.3,IND by 9,3%,1%,-3%,0.0,0.0,0.0,0.0,0.0,9.0,5.1,0.0,0.6,3.1,4.0,3.4,0.0,0.6,5.8,0,7.0,6.5,6.5,2.9,10.2,0.0,0.0,0.0,0.0
Tyler Huntley,,,QB,5000,BAL,@PIT,24.0,BAL by 4,-1%,18%,-4%,15.7,15.7,0.2,1.0,5.5,3.3,3.3,0.1,0.3,5.0,0.0,0.0,0,0.0,0.0,0,4.8,4.8,4.8,-1.3,10.8,0.1,0.0,0.0,0.0
Ronald Jones II,,Q,RB,5000,TB,@ATL,30.5,TB by 11,0%,11%,8%,0.0,0.0,0,0.0,0.0,5.0,5.4,6.1,1.0,4.5,0.0,0.5,1.2,0.0,6.5,12,6.3,4.6,4.6,1.1,8.0,5.4,1.1,1.2,0.2
Jakobi Meyers,2,,WR,5000,NE,@BUF,20.3,BUF by 3,-24%,-14%,-29%,0.0,0.2,0,0.0,22.5,0.0,0.0,0,0.0,0.0,6.0,7.5,6.4,0.7,6.9,10,12.5,11.1,11.1,6.5,15.6,11.4,2.3,0.0,0.0
Rhamondre Stevenson,,,RB,5000,NE,@BUF,20.3,BUF by 3,-24%,-14%,-17%,0.0,0.0,0,0.0,0.0,13.7,9.5,11.3,2.1,4.6,2.3,1.9,2.4,0.3,7.8,21,14.5,9.8,9.8,0.2,19.5,9.7,1.9,7.8,1.6
Taysom Hill,0,Q,QB,5000,NO,DAL,21.5,DAL by 4.5,11%,-5%,3%,1.3,1.1,29.3,0.3,7.0,1.3,2.9,8.9,1.6,5.2,1.3,0.9,0,0.0,8.7,66,3.0,5.5,5.5,-1.0,12.1,19.6,3.9,27.7,5.5
Sterling Shepard,,Q,WR,4900,NYG,@MIA,18.3,MIA by 4,11%,-7%,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-9.0,8.0,8.6,0.0,1.8,7.5,0,9.2,14.5,14.5,4.9,24.1,0.0,0.0,0.0,0.0
Corey Davis,,O,WR,4900,NYJ,PHI,19.5,PHI by 6.5,-3%,0%,-13%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.7,7.0,4,0.6,8.5,7,11.5,13.2,13.2,4.8,21.6,0.0,0.0,3.5,0.7
Davis Mills,,,QB,4900,HOU,IND,18.3,IND by 9,3%,1%,15%,37.7,29.9,0.2,2.1,6.5,0.7,1.0,0,0.0,1.1,0.0,0.0,0,0.0,0.0,0,12.3,11.7,11.7,1.3,22.1,0.1,0.0,3.1,0.6
Jacoby Brissett,,,QB,4900,MIA,NYG,22.3,MIA by 4,3%,13%,-1%,22.3,28.1,0.2,2.9,5.7,0.7,2.3,0.1,0.4,3.8,0.0,0.0,0,0.0,0.0,0,6.4,9.9,9.9,2.5,17.3,0.2,0.0,0.0,0.0
Trey Lance,,,QB,4900,SF,@SEA,24.3,SF by 3,16%,11%,-3%,15.7,9.6,0.7,0.8,7.4,8.7,6.0,0.9,0.8,4.6,0.0,0.0,0,0.0,0.0,3,12.1,9.4,9.4,1.1,17.7,1.2,0.2,0.0,0.0
Devontae Booker,1,,RB,4900,NYG,@MIA,18.3,MIA by 4,11%,-7%,-3%,0.0,0.0,0,0.0,0.0,9.0,9.1,4.5,1.5,3.7,1.7,2.5,1.6,0.2,7.3,11,7.3,9.2,9.2,1.9,16.6,4.2,0.9,9.4,1.9
Rashod Bateman,1,,WR,4900,BAL,@PIT,24.0,BAL by 4,-1%,18%,4%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,6.3,5.4,0.3,7.9,9,9.0,9.2,9.2,6.1,12.3,10.7,2.2,0.0,0.0
Giovani Bernard,,,RB,4900,TB,@ATL,30.5,TB by 11,0%,11%,8%,0.0,0.0,0,0.0,0.0,0.3,0.7,1.4,0.1,7.9,1.3,2.7,2.8,0.7,4.3,7,1.0,5.7,5.7,-0.7,12.1,3.9,0.8,2.0,0.4
DeeJay Dallas,,,RB,4900,SEA,SF,21.3,SF by 3,-12%,-1%,-3%,0.0,0.0,0,0.0,0.0,2.3,1.5,3.1,0.2,3.8,2.3,1.4,3,0.1,6.6,11,5.9,3.3,3.3,-0.9,7.5,4.3,0.9,0.0,0.0
Marcus Mariota,,,QB,4900,LV,WAS,26.0,LV by 2.5,13%,-18%,27%,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.6,0.4,9.0,0.0,0.0,0,0.0,0.0,2,2.3,2.1,2.1,-0.6,4.8,0.5,0.1,0.0,0.0
Tim Boyle,,,QB,4900,DET,MIN,19.8,MIN by 7,5%,19%,5%,23.0,23.0,0.6,0.0,3.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1.1,1.1,1.1,1.1,1.1,0.1,0.0,0.0,0.0
Blaine Gabbert,,,QB,4900,TB,@ATL,30.5,TB by 11,0%,11%,5%,2.7,2.0,0.3,0.3,8.4,1.7,2.0,0.1,0.8,-0.8,0.0,0.0,0,0.0,0.0,1,0.8,0.5,0.5,-0.3,1.3,0.1,0.0,0.0,0.0
Darrel Williams,1,,RB,4900,KC,DEN,28.3,KC by 9.5,-5%,-6%,-11%,0.0,0.0,0,0.0,0.0,11.7,9.1,6.3,2.1,3.6,5.3,3.6,3.5,0.5,7.0,16,15.6,11.7,11.7,2.2,21.2,9.2,1.9,11.0,2.2
Mason Rudolph,,,QB,4800,PIT,BAL,20.0,BAL by 4,17%,-25%,4%,50.0,50.0,0.3,9.0,4.8,4.0,4.0,0,1.0,9.0,0.0,0.0,0,0.0,0.0,0,16.3,16.3,16.3,16.3,16.3,0.1,0.0,0.0,0.0
Mike White,,O,QB,4800,NYJ,PHI,19.5,PHI by 6.5,-3%,0%,5%,33.3,33.0,0,2.8,7.2,1.7,1.3,0,0.0,-0.2,0.0,0.0,0,0.0,0.0,0,15.0,13.8,13.8,2.1,25.4,0.0,0.0,0.0,0.0
Jeff Wilson Jr.,,Q,RB,4800,SF,@SEA,24.3,SF by 3,16%,11%,31%,0.0,0.0,0,0.0,0.0,10.3,10.3,4,1.7,2.7,1.0,1.0,1.4,0.3,3.3,9,3.8,3.8,3.8,1.1,6.5,5.4,1.1,0.0,0.0
Rex Burkhead,,,RB,4800,HOU,IND,18.3,IND by 9,3%,1%,-3%,0.0,0.1,0,0.0,0.0,10.7,3.7,12.7,0.5,2.6,1.0,1.1,3.5,0.1,5.9,28,4.4,3.0,3.0,-1.6,7.6,10.6,2.2,5.5,1.1
Nick Foles,,,QB,4800,CHI,ARI,18.8,ARI by 8,-14%,1%,-18%,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Jordan Howard,,Q,RB,4700,PHI,@NYJ,26.0,PHI by 6.5,13%,14%,46%,0.0,0.0,0.0,0.0,0.0,13.0,12.8,0.0,4.3,5.4,0.0,0.0,0.0,0.0,0.0,0,9.2,11.4,11.4,6.2,16.5,0.0,0.0,0.0,0.0
Chase Edmonds,,O,RB,4700,ARI,@CHI,26.8,ARI by 8,-9%,5%,-9%,0.0,0.0,0,0.0,0.0,7.7,8.4,0,1.2,5.7,2.3,4.1,0,0.6,5.7,0,8.7,11.3,11.3,5.2,17.5,0.0,0.0,0.0,0.0
Marvin Jones Jr.,3,,WR,4700,JAX,@LAR,17.5,LAR by 12.5,5%,-8%,4%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.3,7.0,5.9,0.7,6.9,10,7.7,10.9,10.9,3.8,18.0,10.7,2.3,3.1,0.7
Rondale Moore,,,WR,4700,ARI,@CHI,26.8,ARI by 8,-9%,5%,4%,0.0,0.0,0,0.0,0.0,0.3,1.1,0.9,0.4,5.2,6.7,5.1,4.3,0.6,7.4,8,8.9,9.3,9.3,1.8,16.9,8.5,1.8,2.0,0.4
Mike Davis,,,RB,4700,ATL,TB,19.5,TB by 11,5%,-28%,-9%,0.0,0.0,0,0.0,0.0,4.0,8.7,4.3,1.1,3.2,3.0,3.7,3.3,0.4,3.9,13,4.7,8.0,8.0,3.4,12.6,6.3,1.3,16.9,3.6
Trey Sermon,,O,RB,4700,SF,@SEA,24.3,SF by 3,16%,11%,31%,0.0,0.0,0.0,0.0,0.0,3.3,4.6,0.0,0.1,4.1,0.3,0.4,0.0,0.0,6.5,0,2.2,3.1,3.1,-1.4,7.7,0.0,0.0,0.0,0.0
David Blough,,,QB,4700,DET,MIN,19.8,MIN by 7,5%,19%,5%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.6,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
Jake Luton,,,QB,4700,MIA,NYG,22.3,MIA by 4,3%,13%,-1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dawson Knox,0,,TE,4700,BUF,NE,23.3,BUF by 3,-15%,3%,-37%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.7,4.6,4.9,1.2,10.1,8,11.6,13.3,13.3,6.4,20.1,10.0,2.1,3.4,0.7
Marquez Callaway,,,WR,4700,NO,DAL,21.5,DAL by 4.5,11%,-5%,6%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,4.6,3.6,0.6,7.8,6,8.6,9.3,9.3,3.0,15.6,7.1,1.5,2.3,0.5
Tony Jones Jr.,,,RB,4700,NO,DAL,21.5,DAL by 4.5,11%,-5%,-12%,0.0,0.0,0.0,0.0,0.0,7.3,6.3,0.0,0.5,2.8,1.0,1.0,0.0,0.2,1.7,0,1.5,2.6,2.6,0.3,4.9,0.0,0.0,0.0,0.0
Jamison Crowder,1,,WR,4600,NYJ,PHI,19.5,PHI by 6.5,-3%,0%,-13%,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4.7,6.4,5.8,1.4,6.1,10,7.6,10.5,10.5,4.1,16.9,10.5,2.3,10.2,2.2
Ty Johnson,,,RB,4600,NYJ,PHI,19.5,PHI by 6.5,-3%,0%,10%,0.0,0.0,0,0.0,0.0,3.0,4.4,5.7,0.8,3.9,3.3,3.5,3,0.2,6.9,14,5.1,8.0,8.0,2.3,13.6,8.2,1.8,3.5,0.8
Darius Slayton,0,,WR,4600,NYG,@MIA,18.3,MIA by 4,11%,-7%,26%,0.0,0.0,0,0.0,0.0,0.3,0.1,0,0.0,-13.0,4.0,4.6,5.2,0.1,7.2,9,4.1,6.2,6.2,0.8,11.5,8.9,1.9,3.3,0.7
Jermar Jefferson,,,RB,4600,DET,MIN,19.8,MIN by 7,5%,19%,4%,0.0,0.0,0,0.0,0.0,1.7,1.3,3.8,0.3,9.4,1.3,1.0,1.6,0.0,5.8,9,7.7,5.8,5.8,-1.0,12.5,3.7,0.8,1.8,0.4
Boston Scott,2,,RB,4600,PHI,@NYJ,26.0,PHI by 6.5,13%,14%,46%,0.0,0.0,0,0.0,0.0,10.7,5.1,7.6,1.1,4.7,2.3,1.0,2.3,0.1,3.7,17,10.2,5.4,5.4,-1.1,11.9,8.8,1.9,0.0,0.0
Emmanuel Sanders,,,WR,4600,BUF,NE,23.3,BUF by 3,-15%,3%,-11%,0.0,0.0,0,0.0,0.0,0.3,0.2,0.1,0.0,15.5,3.3,5.5,4.8,0.7,9.2,8,6.2,10.8,10.8,3.4,18.3,10.0,2.2,5.2,1.1
Tim Patrick,1,,WR,4600,DEN,@KC,18.8,KC by 9.5,7%,-1%,-7%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.7,5.1,4.6,0.8,9.8,7,9.2,10.7,10.7,5.5,15.9,9.4,2.0,1.9,0.4
Tre'Quan Smith,,,WR,4600,NO,DAL,21.5,DAL by 4.5,11%,-5%,6%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.7,5.0,4.2,0.8,7.9,7,11.0,9.3,9.3,4.9,13.7,9.1,2.0,3.5,0.8
Dallas Goedert,6,,TE,4500,PHI,@NYJ,26.0,PHI by 6.5,13%,14%,12%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.3,4.5,6,0.6,9.8,10,5.7,8.9,8.9,4.0,13.8,11.3,2.5,31.5,7.0
Kalif Raymond,,,WR,4500,DET,MIN,19.8,MIN by 7,5%,19%,20%,0.0,0.0,0,0.0,0.0,0.0,0.2,0.1,0.0,5.0,3.7,4.6,4.5,0.3,7.4,8,3.9,7.9,7.9,0.6,15.3,8.1,1.8,5.3,1.2
Tevin Coleman,,,RB,4500,NYJ,PHI,19.5,PHI by 6.5,-3%,0%,10%,0.0,0.0,0,0.0,0.0,8.3,6.6,12,0.1,4.0,2.3,1.4,2.4,0.4,2.6,23,5.7,4.0,4.0,1.3,6.7,9.3,2.1,10.7,2.4
Kenyan Drake,1,O,RB,4400,LV,WAS,26.0,LV by 2.5,13%,-18%,-11%,0.0,0.0,0,0.0,0.0,5.3,5.6,5.8,1.1,4.1,2.3,3.5,3.3,0.5,7.4,15,4.7,9.2,9.2,2.3,16.0,0.0,0.0,1.8,0.4
Laviska Shenault Jr.,3,,WR,4400,JAX,@LAR,17.5,LAR by 12.5,5%,-8%,4%,0.0,0.0,0,0.0,0.0,0.7,0.6,1,0.2,4.3,7.3,6.4,5.9,0.6,6.3,12,7.5,8.3,8.3,4.0,12.6,9.8,2.2,6.1,1.4
T.Y. Hilton,4,,WR,4400,IND,@HOU,27.3,IND by 9,3%,20%,1%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,4.2,4.4,0.4,7.4,7,6.3,6.9,6.9,1.7,12.1,9.5,2.2,4.2,1.0
Amon-Ra St. Brown,,,WR,4400,DET,MIN,19.8,MIN by 7,5%,19%,20%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.7,4.7,5.4,0.5,6.8,9,7.4,6.9,6.9,2.5,11.3,9.4,2.1,24.8,5.6
Sean Mannion,,,QB,4400,MIN,@DET,26.8,MIN by 7,3%,19%,-4%,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Beasley,1,,WR,4400,BUF,NE,23.3,BUF by 3,-15%,3%,-11%,0.0,0.1,0,0.1,0.0,0.0,0.0,0,0.0,0.0,4.0,7.2,6.3,0.9,6.7,11,6.5,11.3,11.3,3.4,19.2,11.3,2.6,2.1,0.5
Noah Fant,1,,TE,4400,DEN,@KC,18.8,KC by 9.5,7%,-1%,18%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.7,6.3,6.1,1.3,6.2,10,6.0,10.2,10.2,3.3,17.1,10.3,2.3,7.3,1.7
Will Grier,,,QB,4400,DAL,@NO,26.0,DAL by 4.5,7%,-19%,10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khalil Herbert,,,RB,4300,CHI,ARI,18.8,ARI by 8,-14%,1%,-9%,0.0,0.0,0,0.0,0.0,3.0,8.2,4.5,1.0,4.1,0.0,0.9,1.1,0.2,4.4,9,0.7,5.4,5.4,-2.5,13.4,3.7,0.9,3.7,0.9
Sony Michel,3,,RB,4300,LAR,JAX,30.0,LAR by 12.5,3%,3%,1%,0.0,0.0,0,0.0,0.0,4.7,7.2,15.3,1.5,3.9,2.0,1.2,3.1,0.2,4.8,30,6.4,5.3,5.3,1.0,9.6,14.6,3.4,24.9,5.8
Kene Nwangwu,,,RB,4300,MIN,@DET,26.8,MIN by 7,3%,19%,13%,0.0,0.0,0,0.0,0.0,0.3,0.4,3.3,0.0,8.0,0.0,0.0,1.1,0.0,0.0,7,2.2,2.7,2.7,-1.0,6.4,3.1,0.7,2.4,0.6
Kyle Allen,,,QB,4300,WAS,@LV,23.5,LV by 2.5,-1%,12%,3%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Hunter Henry,,,TE,4300,NE,@BUF,20.3,BUF by 3,-24%,-14%,-33%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,4.2,4.6,1.2,7.9,7,9.3,9.7,9.7,4.2,15.2,7.8,1.8,0.0,0.0
Devin Singletary,1,,RB,4300,BUF,NE,23.3,BUF by 3,-15%,3%,7%,0.0,0.0,0,0.0,0.0,8.3,8.9,10.2,1.3,4.7,2.0,3.0,3.3,0.3,3.6,23,8.3,8.7,8.7,4.3,13.1,9.3,2.2,3.6,0.8
Josh Johnson,,,QB,4200,SEA,SF,21.3,SF by 3,-12%,-1%,-1%,15.0,15.0,0.0,3.3,7.4,1.3,1.3,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0,10.4,10.4,10.4,-5.3,26.1,0.0,0.0,0.0,0.0
Austin Walter,,,RB,4200,NYJ,PHI,19.5,PHI by 6.5,-3%,0%,10%,0.0,0.0,0,0.0,0.0,9.0,9.0,5.3,6.0,4.2,1.0,1.0,1.6,0.0,0.0,11,9.8,9.8,9.8,9.8,9.8,4.7,1.1,3.1,0.7
Pat Freiermuth,8,,TE,4200,PIT,BAL,20.0,BAL by 4,17%,-25%,33%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.7,4.8,6.1,1.4,6.2,10,10.7,9.8,9.8,3.9,15.7,10.8,2.6,7.6,1.8
Kenneth Gainwell,,,RB,4200,PHI,@NYJ,26.0,PHI by 6.5,13%,14%,46%,0.0,0.0,0,0.0,0.0,1.3,3.9,3.9,0.8,3.6,1.7,3.3,3,0.5,5.7,12,5.0,7.6,7.6,1.5,13.7,6.4,1.5,19.7,4.7
Sammy Watkins,,,WR,4200,BAL,@PIT,24.0,BAL by 4,-1%,18%,4%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.7,5.0,3.9,0.3,8.9,6,3.4,7.2,7.2,2.8,11.5,6.8,1.6,13.9,3.3
DeSean Jackson,1,,WR,4200,LV,WAS,26.0,LV by 2.5,13%,-18%,9%,0.0,0.0,0,0.0,0.0,0.3,0.1,0.1,0.0,4.0,1.7,2.0,3.2,0.0,18.1,5,8.8,6.5,6.5,-2.5,15.6,7.4,1.8,2.4,0.6
Carlos Hyde,,,RB,4200,JAX,@LAR,17.5,LAR by 12.5,5%,-8%,-9%,0.0,0.0,0,0.0,0.0,2.7,6.2,4.4,0.9,3.7,1.3,1.9,1.7,0.1,3.2,10,1.0,3.8,3.8,-0.6,8.1,3.9,0.9,8.3,2.0
Travis Homer,,,RB,4200,SEA,SF,21.3,SF by 3,-12%,-1%,-3%,0.0,0.0,0,0.0,0.0,2.0,1.1,1.6,0.1,6.0,1.7,1.2,1.3,0.2,10.7,5,4.7,3.6,3.6,0.5,6.8,2.5,0.6,19.0,4.5
Phillip Lindsay,,Q,RB,4200,MIA,NYG,22.3,MIA by 4,3%,13%,15%,0.0,0.0,0.0,0.0,0.0,7.0,5.6,0.0,0.4,2.8,0.0,0.4,0.0,0.1,9.3,0,2.2,3.3,3.3,-0.3,6.9,0.0,0.0,0.0,0.0
Chase Daniel,,,QB,4200,LAC,@CIN,23.8,CIN by 3,8%,-17%,-6%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
