Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Najee Harris,5,,RB,7700,PIT,BAL,20.0,BAL by 4,17%,-25%,-12%,0.0,0.0,0,0.0,0.0,15.3,17.8,18.1,1.9,3.6,5.0,6.1,4.9,1.0,5.2,38,14.6,19.0,19.0,11.5,26.5,17.1,2.2,15.7,2.0
Patrick Mahomes,0,,QB,7700,KC,DEN,28.3,KC by 9.5,-5%,-6%,-12%,41.3,40.8,35.3,6.1,7.1,3.0,4.0,3.1,0.7,5.4,0.0,0.0,0,0.0,0.0,63,19.7,23.3,23.3,12.4,34.1,29.1,3.8,13.6,1.8
Alexander Mattison,11,,RB,7600,MIN,@DET,26.8,MIN by 7,3%,19%,13%,0.0,0.0,0,0.0,0.0,4.7,8.0,20.9,1.6,3.6,1.7,2.3,4.2,0.5,6.0,40,5.4,7.7,7.7,-2.9,18.3,20.4,2.7,21.4,2.8
Kyler Murray,3,,QB,7500,ARI,@CHI,26.8,ARI by 8,-9%,5%,-5%,30.3,32.0,33.3,5.3,8.9,6.3,6.1,4.7,2.1,3.0,0.0,0.0,0,0.0,0.0,60,19.8,23.8,23.8,14.6,33.1,21.5,2.9,30.8,4.1
Keenan Allen,8,O,WR,7500,LAC,@CIN,23.8,CIN by 3,8%,-17%,-7%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.3,10.5,9.1,1.4,7.7,15,18.8,17.7,17.7,12.7,22.6,0.0,0.0,22.4,3.0
Terry McLaurin,5,,WR,7400,WAS,@LV,23.5,LV by 2.5,-1%,12%,-9%,0.0,0.0,0,0.0,0.0,0.0,0.1,0,0.0,12.0,7.3,8.9,7.6,0.7,8.0,12,15.1,16.3,16.3,5.9,26.8,16.3,2.2,5.2,0.7
Matthew Stafford,4,,QB,7300,LAR,JAX,30.0,LAR by 12.5,3%,3%,-4%,42.3,36.4,34.7,7.4,8.3,1.3,2.2,1.2,0.6,1.5,0.0,0.0,0,0.0,0.0,58,18.0,23.3,23.3,16.8,29.8,27.1,3.7,24.0,3.3
Leonard Fournette,14,,RB,7300,TB,@ATL,30.5,TB by 11,0%,11%,8%,0.0,0.1,0,0.0,0.0,12.7,12.6,15.9,3.4,4.5,7.7,5.6,5.3,1.3,5.7,34,25.9,18.1,18.1,6.4,29.9,19.2,2.6,22.2,3.0
Adam Thielen,4,Q,WR,7300,MIN,@DET,26.8,MIN by 7,3%,19%,-4%,0.0,0.0,0,0.0,0.0,0.0,0.1,0,0.0,2.0,8.0,8.2,7.2,1.3,7.6,11,19.0,17.7,17.7,8.7,26.7,17.1,2.3,1.0,0.1
Travis Kelce,1,,TE,7300,KC,DEN,28.3,KC by 9.5,-5%,-6%,-33%,0.0,0.0,0,0.0,0.0,0.3,0.1,0,0.1,4.0,8.7,8.9,8.5,0.7,8.4,14,19.8,17.6,17.6,10.7,24.5,18.7,2.6,5.7,0.8
Tom Brady,15,,QB,7200,TB,@ATL,30.5,TB by 11,0%,11%,5%,38.0,41.5,38,8.7,7.4,1.3,1.6,0.6,0.6,2.9,0.0,0.0,0,0.0,0.0,61,16.8,24.7,24.7,15.1,34.2,27.8,3.9,32.6,4.5
Dak Prescott,1,,QB,7100,DAL,@NO,26.0,DAL by 4.5,7%,-19%,10%,40.3,37.6,34.7,5.8,7.8,1.0,2.7,3.8,0.9,3.5,0.0,0.0,0,0.0,0.0,59,20.1,22.6,22.6,13.5,31.6,23.8,3.4,12.2,1.7
Jalen Hurts,1,Q,QB,7000,PHI,@NYJ,26.0,PHI by 6.5,13%,14%,0%,26.0,29.3,0.0,4.1,6.9,13.3,10.3,0.0,2.4,5.6,0.0,0.1,0.0,0.1,0.0,0,20.0,22.5,22.5,15.5,29.5,0.0,0.0,0.0,0.0
Cordarrelle Patterson,4,,RB,7000,ATL,TB,19.5,TB by 11,5%,-28%,-9%,0.0,0.1,0,0.0,0.0,9.7,9.3,10.5,1.6,4.4,3.7,5.1,5.4,0.9,9.8,27,19.3,19.2,19.2,10.1,28.3,16.6,2.4,12.6,1.8
Ja'Marr Chase,4,,WR,7000,CIN,LAC,26.8,CIN by 3,-13%,29%,-23%,0.0,0.0,0,0.0,0.0,1.3,0.5,0.1,0.1,2.5,7.3,7.5,6.9,0.9,11.0,11,9.9,18.0,18.0,8.6,27.4,16.2,2.3,10.2,1.5
Diontae Johnson,11,,WR,6800,PIT,BAL,20.0,BAL by 4,17%,-25%,-4%,0.0,0.0,0,0.0,0.0,0.0,0.3,0.4,0.0,12.0,13.3,10.9,8.5,1.2,7.4,15,19.6,18.1,18.1,13.4,22.9,17.1,2.5,33.5,4.9
Justin Herbert,13,,QB,6700,LAC,@CIN,23.8,CIN by 3,8%,-17%,-6%,39.7,39.8,36.7,6.1,7.4,5.0,3.9,4.1,1.4,5.7,0.0,0.0,0,0.0,0.0,67,25.3,25.0,25.0,13.9,36.0,22.8,3.4,29.3,4.4
Mike Evans,9,,WR,6700,TB,@ATL,30.5,TB by 11,0%,11%,3%,0.0,0.0,0,0.0,0.0,0.3,0.1,0,0.0,10.0,6.3,7.5,6.4,1.4,8.5,10,13.0,17.0,17.0,6.9,27.0,17.0,2.5,16.9,2.5
DK Metcalf,2,,WR,6700,SEA,SF,21.3,SF by 3,-12%,-1%,-4%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.7,6.9,6.2,1.0,8.6,12,5.0,14.8,14.8,6.7,22.9,15.2,2.3,11.0,1.6
CeeDee Lamb,1,,WR,6700,DAL,@NO,26.0,DAL by 4.5,7%,-19%,5%,0.0,0.0,0,0.0,0.0,0.3,0.5,0.2,0.2,6.0,6.7,7.7,7.5,0.9,9.6,12,12.4,17.2,17.2,5.2,29.2,16.9,2.5,19.2,2.9
D'Andre Swift,,Q,RB,6600,DET,MIN,19.8,MIN by 7,5%,19%,4%,0.0,0.1,0.0,0.0,0.0,16.7,12.7,0.0,1.6,4.0,4.3,6.4,0.0,0.8,6.1,0,16.3,17.8,17.8,9.6,25.9,0.0,0.0,0.0,0.0
Chris Godwin,15,,WR,6600,TB,@ATL,30.5,TB by 11,0%,11%,3%,0.0,0.0,0,0.0,0.0,0.7,0.3,0.2,0.1,4.0,6.3,8.1,7.3,1.8,9.1,12,12.5,17.4,17.4,8.9,26.0,17.6,2.7,33.2,5.0
Kirk Cousins,8,,QB,6500,MIN,@DET,26.8,MIN by 7,3%,19%,-4%,34.7,36.9,35.8,4.7,7.4,2.0,1.6,2,0.5,3.8,0.0,0.0,0,0.0,0.0,60,21.1,21.2,21.2,14.3,28.1,22.0,3.4,24.2,3.7
Marquise Brown,6,,WR,6500,BAL,@PIT,24.0,BAL by 4,-1%,18%,4%,0.0,0.0,0,0.0,0.0,0.0,0.1,0,0.0,5.0,11.7,9.2,7.3,0.7,8.4,12,15.5,18.3,18.3,9.2,27.3,15.7,2.4,10.5,1.6
Tyler Lockett,1,,WR,6500,SEA,SF,21.3,SF by 3,-12%,-1%,-4%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,6.9,6.6,0.4,10.7,12,11.8,14.7,14.7,3.2,26.1,15.1,2.3,19.8,3.0
Tony Pollard,,,RB,6500,DAL,@NO,26.0,DAL by 4.5,7%,-19%,-24%,0.0,0.0,0,0.0,0.0,9.3,9.1,10.5,1.3,5.3,4.3,2.8,3.1,0.5,8.3,21,13.9,11.2,11.2,4.7,17.7,11.3,1.7,15.4,2.4
Russell Wilson,3,,QB,6400,SEA,SF,21.3,SF by 3,-12%,-1%,-1%,32.3,27.8,33,2.9,8.2,3.0,3.3,3.4,0.1,4.5,0.0,0.0,0,0.0,0.0,68,11.9,17.3,17.3,9.4,25.1,20.4,3.2,17.7,2.8
Jaylen Waddle,9,,WR,6400,MIA,NYG,22.3,MIA by 4,3%,13%,-4%,0.0,0.0,0,0.0,0.0,0.3,0.2,0.1,0.1,1.5,8.3,8.8,7.4,1.0,7.2,12,20.8,15.4,15.4,6.9,24.0,15.3,2.4,18.0,2.8
Joe Burrow,6,Q,QB,6300,CIN,LAC,26.8,CIN by 3,-13%,29%,-13%,31.0,30.8,34.5,3.5,8.4,2.0,2.3,2.5,0.4,2.5,0.0,0.0,0,0.0,0.0,58,12.3,19.0,19.0,12.5,25.4,21.1,3.3,22.6,3.6
Saquon Barkley,3,,RB,6300,NYG,@MIA,18.3,MIA by 4,11%,-7%,-3%,0.0,0.0,0,0.0,0.0,7.0,10.4,15.1,1.6,3.6,4.0,4.4,5,0.3,5.6,35,7.3,12.2,12.2,2.1,22.3,16.4,2.6,13.4,2.1
DeAndre Hopkins,2,,WR,6200,ARI,@CHI,26.8,ARI by 8,-9%,5%,4%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,6.1,6,1.4,9.9,10,15.8,15.7,15.7,8.6,22.8,14.2,2.3,11.2,1.8
James Robinson,1,,RB,6200,JAX,@LAR,17.5,LAR by 12.5,5%,-8%,-9%,0.0,0.0,0,0.0,0.0,13.7,12.9,15,1.9,5.1,4.0,3.6,4,0.2,5.5,32,14.6,15.6,15.6,8.6,22.7,15.0,2.4,3.5,0.6
Darren Waller,,Q,TE,6200,LV,WAS,26.0,LV by 2.5,13%,-18%,4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,8.4,0.0,1.3,7.7,0,11.1,13.5,13.5,6.1,20.9,0.0,0.0,0.0,0.0
Carson Wentz,7,,QB,6100,IND,@HOU,27.3,IND by 9,3%,20%,2%,32.7,33.2,33.8,4.2,7.0,3.0,3.2,3.5,0.8,4.2,0.0,0.0,0,0.0,0.0,58,14.5,18.0,18.0,11.4,24.7,20.2,3.3,11.1,1.8
Darrell Henderson Jr.,4,,RB,6100,LAR,JAX,30.0,LAR by 12.5,3%,3%,1%,0.0,0.0,0,0.0,0.0,10.7,14.2,5.6,2.6,4.6,4.7,3.8,1.5,0.9,4.5,11,11.4,15.7,15.7,10.2,21.2,6.1,1.0,0.0,0.0
DeVonta Smith,3,,WR,6100,PHI,@NYJ,26.0,PHI by 6.5,13%,14%,-3%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.3,6.4,6.4,0.4,8.9,11,12.3,12.3,12.3,3.9,20.7,14.4,2.4,3.5,0.6
Derek Carr,7,,QB,6000,LV,WAS,26.0,LV by 2.5,13%,-18%,27%,33.7,37.5,36.2,5.4,8.3,1.7,2.5,2.3,0.5,2.7,0.0,0.0,0,0.0,0.0,62,18.3,20.1,20.1,13.4,26.8,20.8,3.5,12.4,2.1
Eli Mitchell,17,,RB,6000,SF,@SEA,24.3,SF by 3,16%,11%,31%,0.0,0.0,0,0.0,0.0,20.7,17.9,21.1,1.8,4.8,3.7,1.9,2.5,0.1,7.2,37,17.6,16.3,16.3,8.0,24.6,17.6,2.9,17.4,2.9
Mark Andrews,4,,TE,6000,BAL,@PIT,24.0,BAL by 4,-1%,18%,-18%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.3,8.1,6.8,1.2,8.6,11,16.7,16.0,16.0,5.4,26.6,14.5,2.4,9.0,1.5
Josh Jacobs,2,,RB,6000,LV,WAS,26.0,LV by 2.5,13%,-18%,-11%,0.0,0.0,0,0.0,0.0,12.7,12.3,15.1,2.4,3.8,5.3,4.0,4.3,0.6,5.5,31,13.0,14.2,14.2,10.7,17.7,15.8,2.6,24.0,4.0
Chase Claypool,1,Q,WR,6000,PIT,BAL,20.0,BAL by 4,17%,-25%,-4%,0.0,0.0,0,0.0,0.0,1.3,0.9,0.8,0.2,6.5,7.3,7.7,6,1.0,8.8,11,11.0,12.4,12.4,5.6,19.3,14.0,2.3,7.4,1.2
Amari Cooper,,,WR,6000,DAL,@NO,26.0,DAL by 4.5,7%,-19%,5%,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7.3,7.1,5.9,1.1,9.1,9,14.7,15.4,15.4,2.9,27.9,12.4,2.1,6.1,1.0
Mark Ingram II,1,,RB,6000,NO,DAL,21.5,DAL by 4.5,11%,-5%,-12%,0.0,0.0,0,0.0,0.0,13.0,12.5,15.4,2.2,3.6,6.7,2.8,3.8,0.5,5.0,33,16.2,9.1,9.1,3.1,15.2,15.6,2.6,3.6,0.6
James Conner,12,,RB,5900,ARI,@CHI,26.8,ARI by 8,-9%,5%,-9%,0.0,0.0,0,0.0,0.0,17.3,13.3,16.8,2.8,3.8,5.0,1.8,3.7,0.0,8.7,32,25.5,15.3,15.3,5.2,25.5,17.4,2.9,19.1,3.2
Brandin Cooks,4,,WR,5900,HOU,IND,18.3,IND by 9,3%,1%,15%,0.0,0.0,0,0.0,0.0,0.0,0.1,0,0.0,5.0,7.0,8.3,7.5,0.7,7.7,13,9.6,14.3,14.3,7.0,21.5,14.5,2.5,8.4,1.4
George Kittle,11,,TE,5900,SF,@SEA,24.3,SF by 3,16%,11%,9%,0.0,0.0,0,0.0,0.0,0.0,0.1,0,0.0,9.0,4.3,6.3,6.9,0.5,8.5,11,10.6,12.3,12.3,5.3,19.3,15.9,2.7,42.6,7.2
Damien Harris,,,RB,5900,NE,@BUF,20.3,BUF by 3,-24%,-14%,-17%,0.0,0.0,0,0.0,0.0,12.0,14.2,12.3,3.0,4.1,1.0,1.4,1.6,0.2,5.6,21,10.0,12.8,12.8,5.7,20.0,9.5,1.6,20.1,3.4
Hunter Renfrow,11,,WR,5800,LV,WAS,26.0,LV by 2.5,13%,-18%,9%,0.0,0.0,0,0.0,0.0,0.7,0.2,0.1,0.0,3.5,7.3,7.5,7.2,1.1,8.0,12,16.6,14.3,14.3,9.0,19.6,15.3,2.6,22.2,3.8
Tee Higgins,3,Q,WR,5800,CIN,LAC,26.8,CIN by 3,-13%,29%,-23%,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,6.3,7.6,6.2,1.0,8.2,10,14.6,13.4,13.4,7.0,19.9,14.2,2.4,31.8,5.5
Myles Gaskin,4,,RB,5800,MIA,NYG,22.3,MIA by 4,3%,13%,15%,0.0,0.0,0,0.0,0.0,17.7,11.6,15.2,2.5,3.5,2.7,4.5,4.1,0.6,3.9,32,14.4,12.8,12.8,4.2,21.4,15.6,2.7,6.9,1.2
Clyde Edwards-Helaire,,,RB,5800,KC,DEN,28.3,KC by 9.5,-5%,-6%,-11%,0.0,0.0,0,0.0,0.0,11.0,12.8,13.4,1.3,4.8,2.3,2.0,2.8,0.5,6.2,26,13.8,12.7,12.7,4.4,21.0,12.7,2.2,11.2,1.9
Jimmy Garoppolo,2,,QB,5700,SF,@SEA,24.3,SF by 3,16%,11%,-3%,22.3,28.0,30.9,3.8,8.4,2.3,3.0,2.1,0.3,1.3,0.0,0.0,0,0.0,0.0,52,14.4,17.0,17.0,10.4,23.5,18.5,3.2,18.0,3.2
Mike Williams,3,,WR,5700,LAC,@CIN,23.8,CIN by 3,8%,-17%,-7%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.7,7.8,5.9,1.4,8.7,10,12.0,15.9,15.9,2.7,29.0,13.3,2.3,19.0,3.3
Michael Pittman Jr.,9,,WR,5700,IND,@HOU,27.3,IND by 9,3%,20%,1%,0.0,0.0,0,0.0,0.0,0.0,0.2,0.2,0.0,4.0,6.7,7.6,6.5,0.9,8.8,10,8.6,14.9,14.9,6.5,23.2,15.1,2.6,17.0,3.0
Antonio Gibson,14,,RB,5700,WAS,@LV,23.5,LV by 2.5,-1%,12%,13%,0.0,0.0,0,0.0,0.0,24.0,16.6,17.2,3.1,3.9,3.0,2.7,3.9,0.2,6.4,34,19.0,14.0,14.0,7.1,21.0,18.1,3.2,22.1,3.9
Dalton Schultz,,,TE,5700,DAL,@NO,26.0,DAL by 4.5,7%,-19%,-18%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.7,6.0,5.4,0.5,8.1,8,9.8,11.5,11.5,4.5,18.5,11.5,2.0,9.3,1.6
Taylor Heinicke,9,,QB,5600,WAS,@LV,23.5,LV by 2.5,-1%,12%,3%,29.7,33.0,33.4,4.0,7.2,4.3,4.5,4.3,0.9,5.7,0.0,0.1,0,0.0,-2.0,61,17.0,17.7,17.7,11.3,24.2,19.1,3.4,15.8,2.8
Matt Ryan,3,,QB,5600,ATL,TB,19.5,TB by 11,5%,-28%,5%,26.0,34.5,35.9,4.7,6.9,1.3,1.9,1.3,0.5,2.0,0.0,0.0,0,0.0,0.0,63,6.0,16.4,16.4,6.2,26.6,16.1,2.9,12.1,2.2
Darnell Mooney,8,,WR,5600,CHI,ARI,18.8,ARI by 8,-14%,1%,-8%,0.0,0.0,0,0.0,0.0,0.7,0.3,0.3,0.1,9.0,10.0,7.5,7.5,0.4,8.4,13,22.4,13.7,13.7,6.0,21.5,15.0,2.7,7.7,1.4
David Montgomery,4,,RB,5600,CHI,ARI,18.8,ARI by 8,-14%,1%,-9%,0.0,0.0,0,0.0,0.0,14.7,16.1,17.6,2.4,4.2,2.0,2.1,2.9,0.4,6.9,33,9.4,13.4,13.4,6.2,20.6,15.1,2.7,28.1,5.0
Christian Kirk,2,,WR,5600,ARI,@CHI,26.8,ARI by 8,-9%,5%,4%,0.3,0.1,0,0.0,33.0,0.0,0.1,0.1,0.0,11.0,6.3,5.5,5.8,0.5,10.3,9,11.2,12.8,12.8,6.0,19.7,11.6,2.1,1.4,0.3
Kyle Pitts,4,,TE,5600,ATL,TB,19.5,TB by 11,5%,-28%,18%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,6.8,6.6,0.9,8.8,11,6.8,11.2,11.2,2.4,20.0,12.6,2.3,8.8,1.6
Brandon Aiyuk,11,,WR,5600,SF,@SEA,24.3,SF by 3,16%,11%,-4%,0.0,0.0,0,0.0,0.0,0.3,0.4,0.9,0.0,3.3,5.7,4.4,6.4,0.5,9.0,12,13.2,8.7,8.7,1.1,16.2,15.2,2.7,8.5,1.5
Tua Tagovailoa,2,,QB,5500,MIA,NYG,22.3,MIA by 4,3%,13%,-1%,25.7,29.3,35.9,4.6,7.3,3.3,3.1,3.3,1.1,2.7,0.0,0.0,0,0.0,0.0,64,14.7,16.5,16.5,7.9,25.0,19.3,3.5,17.9,3.3
Daniel Jones,,D,QB,5500,NYG,@MIA,18.3,MIA by 4,11%,-7%,13%,29.3,32.8,0.0,3.7,6.7,5.3,5.6,0.0,1.2,4.8,0.0,0.1,0.0,0.0,16.0,0,11.3,16.4,16.4,7.9,24.9,0.0,0.0,0.0,0.0
Elijah Moore,4,,WR,5500,NYJ,PHI,19.5,PHI by 6.5,-3%,0%,-13%,0.0,0.0,0,0.0,0.0,0.7,0.4,0.3,0.2,11.3,8.3,6.5,6.5,0.6,7.1,11,18.4,12.1,12.1,1.5,22.6,13.4,2.4,20.6,3.7
Devonta Freeman,,,RB,5500,BAL,@PIT,24.0,BAL by 4,-1%,18%,0%,0.0,0.0,0,0.0,0.0,14.0,7.5,11,1.3,4.3,3.7,2.3,2.8,0.5,5.4,22,11.9,8.7,8.7,2.2,15.2,11.0,2.0,20.7,3.8
Odell Beckham Jr.,1,,WR,5500,LAR,JAX,30.0,LAR by 12.5,3%,3%,3%,0.0,0.0,0,0.0,0.0,0.0,0.3,0.1,0.0,7.0,4.7,5.9,6.1,0.5,7.0,10,8.2,8.1,8.1,1.8,14.3,13.3,2.4,10.8,2.0
Javonte Williams,2,,RB,5500,DEN,@KC,18.8,KC by 9.5,7%,-1%,-6%,0.0,0.0,0,0.0,0.0,13.0,10.6,17.5,1.6,4.9,2.3,3.0,4.1,0.5,5.8,34,13.7,11.2,11.2,6.5,15.9,16.6,3.0,32.8,6.0
Antonio Brown,,,WR,5400,TB,@ATL,30.5,TB by 11,0%,11%,3%,0.0,0.0,0,0.0,0.0,0.0,0.2,0,0.0,6.0,10.7,8.4,0,0.6,10.0,0,24.0,20.3,20.3,7.9,32.7,0.0,0.0,0.0,0.0
Zach Ertz,2,,TE,5400,ARI,@CHI,26.8,ARI by 8,-9%,5%,-27%,0.0,0.0,0,0.0,0.0,0.0,0.1,0,0.1,4.0,6.7,5.5,5.9,1.0,7.6,9,14.4,10.6,10.6,2.7,18.4,11.2,2.1,2.0,0.4
Jamaal Williams,9,,RB,5400,DET,MIN,19.8,MIN by 7,5%,19%,4%,0.0,0.0,0,0.0,0.0,8.7,10.1,13.9,1.5,4.1,2.3,2.9,4.8,0.0,5.1,32,5.4,9.7,9.7,1.9,17.5,15.9,2.9,9.0,1.7
Kadarius Toney,,Q,WR,5400,NYG,@MIA,18.3,MIA by 4,11%,-7%,26%,0.7,0.3,0.0,0.0,6.3,0.3,0.3,0.0,0.1,2.0,6.0,5.3,0.0,0.6,8.2,0,6.7,8.7,8.7,-1.3,18.8,0.0,0.0,0.0,0.0
Colt McCoy,,,QB,5400,ARI,@CHI,26.8,ARI by 8,-9%,5%,-5%,30.0,15.0,0.5,1.2,7.6,4.7,3.5,0.2,0.8,1.6,0.0,0.0,0,0.0,0.0,1,14.8,7.3,7.3,-3.9,18.4,0.2,0.0,0.0,0.0
Trevor Siemian,,,QB,5400,NO,DAL,21.5,DAL by 4.5,11%,-5%,3%,34.3,34.6,0.7,5.6,6.3,1.7,1.4,0.1,0.4,3.0,0.0,0.0,0,0.0,0.0,1,18.6,16.7,16.7,9.9,23.5,0.4,0.1,0.0,0.0
Teddy Bridgewater,3,,QB,5400,DEN,@KC,18.8,KC by 9.5,7%,-1%,12%,27.3,30.8,36.2,5.3,7.4,1.7,2.1,3.3,0.9,3.4,0.0,0.0,0,0.0,0.0,62,15.7,16.6,16.6,10.4,22.8,18.3,3.4,14.0,2.6
Jerry Jeudy,1,,WR,5400,DEN,@KC,18.8,KC by 9.5,7%,-1%,-7%,0.0,0.0,0,0.0,0.0,0.3,0.4,0.1,0.0,1.5,6.7,6.2,6.7,0.6,8.2,11,9.5,9.9,9.9,6.2,13.6,12.3,2.3,11.7,2.2
Tyrod Taylor,2,Q,QB,5300,HOU,IND,18.3,IND by 9,3%,1%,15%,31.0,27.4,32.7,4.6,6.7,3.7,3.2,5.5,0.8,8.5,0.0,0.0,0,0.0,0.0,65,14.8,16.9,16.9,11.5,22.2,17.0,3.2,2.3,0.4
Rob Gronkowski,12,,TE,5300,TB,@ATL,30.5,TB by 11,0%,11%,-8%,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.3,6.5,6.3,1.5,9.7,10,11.8,15.6,15.6,5.3,25.9,13.7,2.6,21.8,4.1
Michael Carter,,O,RB,5300,NYJ,PHI,19.5,PHI by 6.5,-3%,0%,10%,0.0,0.0,0,0.0,0.0,12.7,11.1,0,1.9,3.9,3.0,4.6,0,0.1,6.7,0,11.8,12.9,12.9,4.5,21.3,0.0,0.0,0.0,0.0
Andy Dalton,,Q,QB,5300,CHI,ARI,18.8,ARI by 8,-14%,1%,-18%,21.0,22.4,35.3,1.8,7.0,2.0,2.0,2.5,0.8,4.9,0.0,0.0,0,0.0,0.0,62,12.0,10.5,10.5,2.9,18.1,16.1,3.0,15.8,3.0
