Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Atlanta Falcons,0,D,3100,ATL,NYJ,21.5,ATL by 3,4.0,0.0,2.0,200,77,11.8,12.5,2.0,1.5,1.5,-0.9,3.9,7.8,2.5,5.0,1.6
Minnesota Vikings,3,D,3000,MIN,DET,20.0,MIN by 9,2.5,0.8,0.5,250,102,20.3,7.0,6.3,6.0,6.0,1.9,10.1,8.1,2.7,9.0,3.0
Los Angeles Rams,,D,3000,LAR,@SEA,26.0,LAR by 2.5,2.8,0.3,0.0,243,107,25.8,2.8,3.3,4.5,4.5,0.1,8.9,6.5,2.2,7.0,2.3
Kansas City Chiefs,,D,3000,KC,BUF,27.0,KC by 2.5,1.3,0.5,0.5,259,145,33.5,2.5,3.0,3.5,3.5,0.4,6.6,5.3,1.8,-1.0,-0.3
Arizona Cardinals,8,D,2900,ARI,SF,22.3,ARI by 5.5,1.8,1.0,0.5,261,115,25.3,3.8,8.0,10.0,10.0,1.7,18.3,8.9,3.1,8.0,2.8
Las Vegas Raiders,6,D,2900,LV,CHI,19.3,LV by 5.5,4.0,0.3,0.8,114,123,14.5,8.3,3.3,4.3,4.3,1.8,6.8,8.3,2.9,3.0,1.0
Dallas Cowboys,1,D,2800,DAL,NYG,22.5,DAL by 7,2.0,0.5,0.3,283,102,20.8,4.5,9.3,8.8,8.8,5.9,11.6,7.3,2.6,11.0,3.9
San Francisco 49ers,,D,2800,SF,@ARI,27.8,ARI by 5.5,2.0,0.0,1.0,304,137,33.5,4.8,3.3,5.0,5.0,0.2,9.8,5.6,2.0,5.0,1.8
Cleveland Browns,0,D,2700,CLE,@LAC,24.0,LAC by 1.5,1.8,0.3,0.8,284,108,23.8,3.8,9.7,7.5,7.5,1.1,13.9,6.2,2.3,0.0,0.0
Los Angeles Chargers,1,D,2700,LAC,CLE,22.5,LAC by 1.5,3.0,0.5,0.5,212,177,25.0,4.8,7.3,6.5,6.5,3.9,9.1,6.6,2.4,-3.0,-1.1
New York Giants,,D,2600,NYG,@DAL,29.5,DAL by 7,1.8,0.3,0.5,255,166,30.0,2.8,3.3,3.5,3.5,1.6,5.4,4.2,1.6,2.0,0.8
Seattle Seahawks,,D,2600,SEA,LAR,28.5,LAR by 2.5,0.8,0.5,0.5,298,93,28.8,4.0,3.3,4.0,4.0,1.2,6.8,5.1,2.0,3.0,1.2
Cincinnati Bengals,,D,2500,CIN,GB,27.0,GB by 3,2.3,0.5,0.5,226,93,23.8,4.8,6.3,6.0,6.0,1.5,10.5,5.0,2.0,4.0,1.6
Detroit Lions,,D,2500,DET,@MIN,29.0,MIN by 9,1.8,0.3,0.3,270,112,22.0,3.5,3.0,2.5,2.5,-0.9,5.9,4.0,1.6,7.0,2.8
Miami Dolphins,,D,2400,MIA,@TB,29.0,TB by 10,1.8,0.8,0.5,328,72,27.5,3.3,5.0,5.3,5.3,1.5,9.0,4.0,1.7,-2.0,-0.8
Indianapolis Colts,,D,2400,IND,@BAL,26.5,BAL by 7,2.8,0.5,0.8,256,165,26.3,6.0,8.7,7.5,7.5,4.6,10.4,5.5,2.3,3.0,1.3
New York Jets,,D,2400,NYJ,@ATL,24.5,ATL by 3,2.0,0.3,0.8,233,87,19.5,10.3,4.7,4.5,4.5,2.8,6.2,6.1,2.5,4.0,1.7
Houston Texans,,D,2300,HOU,NE,24.3,NE by 9,2.5,0.8,1.0,243,69,17.8,9.5,2.3,3.5,3.5,0.1,6.9,5.9,2.6,5.0,2.2
Washington Football Team,2,D,2300,WAS,NO,23.3,NO by 2,1.8,0.0,0.8,144,133,20.5,3.5,1.7,3.0,3.0,-2.0,8.0,6.7,2.9,5.0,2.2
Philadelphia Eagles,4,D,2200,PHI,@CAR,24.3,CAR by 3.5,2.8,0.3,0.8,280,108,24.3,5.3,2.7,4.5,4.5,-0.8,9.8,6.5,3.0,12.0,5.5
Jacksonville Jaguars,,D,2100,JAX,TEN,26.5,TEN by 4.5,4.3,1.0,0.8,231,164,23.8,8.5,6.0,3.8,3.8,-2.0,9.5,4.9,2.3,2.0,1.0
