Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
New England Patriots,6,D,4900,NE,@HOU,15.3,NE by 9,2.3,0.5,1.3,180,83,16.8,8.3,8.3,7.5,7.5,-0.3,15.3,10.0,2.0,5.0,1.0
Tampa Bay Buccaneers,4,D,4700,TB,MIA,19.0,TB by 10,3.3,1.0,0.5,174,78,14.0,9.8,9.3,7.5,7.5,-1.1,16.1,9.5,2.0,8.0,1.7
Denver Broncos,2,D,4200,DEN,@PIT,20.3,PIT by 1,2.5,0.3,1.0,247,55,16.8,6.5,10.3,9.8,9.8,3.0,16.5,8.3,2.0,3.0,0.7
Tennessee Titans,,D,3800,TEN,@JAX,22.0,TEN by 4.5,1.5,0.5,1.8,209,112,18.5,8.8,2.7,2.0,2.0,0.6,3.4,7.3,1.9,13.0,3.4
Baltimore Ravens,1,D,3600,BAL,IND,19.5,BAL by 7,2.5,0.5,0.5,214,112,19.3,5.3,7.7,6.8,6.8,2.9,10.6,8.1,2.3,6.0,1.7
Green Bay Packers,,D,3500,GB,@CIN,24.0,GB by 3,2.5,0.3,1.0,228,98,23.0,6.8,6.7,4.0,4.0,-1.4,9.4,6.5,1.9,7.0,2.0
Carolina Panthers,1,D,3400,CAR,PHI,20.8,CAR by 3.5,2.0,0.0,0.5,275,123,22.0,5.8,5.3,6.3,6.3,-0.8,13.3,7.7,2.3,8.0,2.4
Pittsburgh Steelers,2,D,3300,PIT,DEN,19.3,PIT by 1,3.0,0.5,0.3,232,122,20.8,7.0,3.0,5.8,5.8,0.1,11.4,7.8,2.4,5.0,1.5
Chicago Bears,1,D,3200,CHI,@LV,24.8,LV by 5.5,3.0,0.0,0.8,326,81,25.5,5.8,11.0,8.3,8.3,0.2,16.3,5.9,1.8,9.0,2.8
New Orleans Saints,1,D,3100,NO,@WAS,21.3,NO by 2,1.0,0.5,0.8,239,103,25.3,3.3,9.3,10.8,10.8,2.5,19.0,7.9,2.5,6.0,1.9
Buffalo Bills,,D,3100,BUF,@KC,29.5,KC by 2.5,1.3,0.8,1.0,297,130,32.0,4.8,17.3,13.5,13.5,2.9,24.1,4.9,1.6,17.0,5.5
