Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Dallas Cowboys,,D,3100,DAL,@MIN,26.5,DAL by 1.5,1.5,0.5,0.3,286,128,23.5,5.0,10.7,9.8,9.8,7.0,12.7,6.2,2.0,2.0,0.6
Cleveland Browns,,D,3000,CLE,PIT,19.3,CLE by 3.5,2.0,0.5,0.7,243,81,19.5,5.3,1.0,4.7,4.7,-1.3,10.8,8.0,2.7,3.0,1.0
Atlanta Falcons,1,D,2900,ATL,CAR,21.5,ATL by 3,3.4,0.4,1.1,226,102,20.6,8.4,3.7,2.8,2.8,0.0,5.6,7.1,2.4,3.0,1.0
Kansas City Chiefs,,D,2900,KC,NYG,21.3,KC by 9.5,2.0,0.4,0.9,261,92,19.6,6.7,3.3,3.4,3.4,0.0,6.8,7.3,2.5,6.0,2.1
New England Patriots,,D,2800,NE,@LAC,26.8,LAC by 4.5,1.8,0.3,0.7,283,95,24.7,4.3,6.7,7.1,7.1,1.0,13.3,5.4,1.9,13.0,4.6
Seattle Seahawks,3,D,2800,SEA,JAX,19.8,SEA by 3.5,1.7,0.7,1.3,234,122,19.3,8.7,4.7,4.3,4.3,1.7,6.9,8.2,2.9,13.0,4.6
Green Bay Packers,,D,2800,GB,@ARI,28.3,ARI by 6.5,2.3,0.1,0.7,266,137,31.3,4.1,9.3,6.3,6.3,1.0,11.6,5.4,1.9,8.0,2.9
Chicago Bears,4,D,2700,CHI,SF,21.8,SF by 4,1.8,1.0,0.8,233,120,21.5,5.7,3.3,6.1,6.1,-0.9,13.2,8.1,3.0,-1.0,-0.4
Philadelphia Eagles,1,D,2700,PHI,@DET,22.3,PHI by 3.5,2.4,0.6,0.9,236,98,18.3,7.3,4.7,4.6,4.6,-0.7,9.8,7.1,2.6,21.0,7.8
Minnesota Vikings,1,D,2700,MIN,DAL,28.0,DAL by 1.5,1.5,0.5,0.7,297,164,31.2,2.7,7.3,7.0,7.0,3.5,10.5,7.0,2.6,8.0,3.0
Indianapolis Colts,0,D,2600,IND,TEN,24.8,IND by 1,3.0,0.6,0.7,227,155,26.7,5.7,9.7,8.4,8.4,4.2,12.7,7.4,2.8,6.0,2.3
Tennessee Titans,0,D,2600,TEN,@IND,25.8,IND by 1,2.1,0.7,0.3,230,128,23.3,4.6,11.3,6.0,6.0,-0.4,12.4,5.3,2.0,12.0,4.6
New York Giants,,D,2600,NYG,@KC,30.8,KC by 9.5,2.0,1.1,1.3,301,118,26.0,8.7,7.0,5.0,5.0,-0.5,10.5,4.1,1.6,7.0,2.7
New Orleans Saints,0,D,2500,NO,TB,27.5,TB by 5,1.3,0.6,0.4,324,99,31.6,1.4,5.7,9.7,9.7,3.0,16.3,5.6,2.2,15.0,6.0
Miami Dolphins,,D,2500,MIA,@BUF,31.5,BUF by 13.5,1.3,0.3,0.5,281,131,32.8,2.2,2.0,3.9,3.9,0.1,7.6,3.7,1.5,0.0,0.0
Jacksonville Jaguars,2,D,2400,JAX,@SEA,23.3,SEA by 3.5,3.3,0.3,0.3,218,108,21.4,5.0,2.0,3.3,3.3,-1.2,7.8,6.2,2.6,2.0,0.8
Detroit Lions,0,D,2300,DET,PHI,25.8,PHI by 3.5,2.0,0.4,0.6,231,117,21.9,5.9,3.3,2.9,2.9,-0.3,6.0,5.8,2.5,-4.0,-1.7
New York Jets,1,D,2200,NYJ,CIN,26.5,CIN by 10.5,2.3,0.1,1.1,263,107,27.0,5.1,2.7,3.2,3.2,-0.1,6.5,5.1,2.3,4.0,1.8
Washington Football Team,4,D,2100,WAS,@DEN,23.5,DEN by 3,3.0,0.4,0.9,241,107,20.0,7.3,6.7,4.6,4.6,0.5,8.7,6.5,3.1,7.0,3.3
Houston Texans,,D,2000,HOU,LAR,30.8,LAR by 14,1.0,0.3,0.7,302,95,29.6,3.0,4.3,3.9,3.9,0.8,6.9,3.1,1.6,-3.0,-1.5
