Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Tennessee Titans,5,D,3900,TEN,HOU,17.3,TEN by 10,2.9,0.7,1.2,204,76,14.0,9.8,11.3,7.6,7.6,1.3,13.9,9.9,2.5,6.0,1.5
San Francisco 49ers,1,D,3700,SF,@JAX,19.5,SF by 6,1.8,0.7,1.0,214,119,16.6,9.7,7.7,5.8,5.8,0.8,10.8,8.6,2.3,11.0,3.0
Miami Dolphins,3,D,3600,MIA,@NYJ,20.8,MIA by 3,2.8,0.4,2.0,257,76,17.9,10.1,11.7,6.2,6.2,-0.6,13.0,8.6,2.4,5.0,1.4
New England Patriots,2,D,3500,NE,@ATL,20.0,NE by 7,1.8,0.4,1.0,241,83,19.8,9.4,14.7,9.4,9.4,2.8,16.0,8.5,2.4,28.0,8.0
Arizona Cardinals,0,D,3400,ARI,@SEA,22.8,ARI by 2.5,3.2,0.2,0.4,202,100,20.1,6.0,5.3,8.7,8.7,2.6,14.8,7.2,2.1,8.0,2.4
Tampa Bay Buccaneers,0,D,3400,TB,NYG,19.3,TB by 11,2.2,0.4,0.8,239,96,19.0,6.6,9.0,7.7,7.7,0.0,15.4,9.3,2.7,12.0,3.5
Baltimore Ravens,1,D,3300,BAL,@CHI,20.3,BAL by 4.5,3.7,0.4,1.0,144,137,16.0,8.6,1.0,5.2,5.2,0.7,9.8,8.6,2.6,9.0,2.7
Buffalo Bills,2,D,3200,BUF,IND,21.5,BUF by 7,1.8,0.6,0.4,227,136,26.2,4.2,10.0,11.3,11.3,3.4,19.3,7.9,2.5,-4.0,-1.3
Los Angeles Chargers,1,D,3200,LAC,PIT,20.8,LAC by 5.5,2.0,0.7,0.6,236,95,19.7,5.9,2.7,4.1,4.1,0.4,7.8,7.1,2.2,-1.0,-0.3
Green Bay Packers,,D,3100,GB,@MIN,23.5,GB by 2,1.3,0.4,0.2,262,122,23.9,3.9,10.0,7.4,7.4,1.9,12.9,6.7,2.2,1.0,0.3
