Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Los Angeles Rams,1,D,4500,LAR,@IND,22.5,LAR by 3.5,1.4,0.3,0.6,245,126,26.1,4.2,8.0,8.0,8.0,8.0,8.0,8.6,1.9,8.0,1.8
Tampa Bay Buccaneers,2,D,4100,TB,ATL,19.8,TB by 12.5,2.6,0.4,0.6,254,99,22.8,4.9,2.0,2.0,2.0,2.0,2.0,9.1,2.2,19.0,4.6
Washington Football Team,1,D,3900,WAS,NYG,18.5,WAS by 3.5,3.2,0.8,0.6,198,106,16.7,9.0,7.0,7.0,7.0,7.0,7.0,9.9,2.5,3.0,0.8
Denver Broncos,5,D,3800,DEN,@JAX,19.8,DEN by 6,2.6,0.6,1.2,242,94,18.4,7.7,8.0,8.0,8.0,8.0,8.0,8.9,2.3,9.0,2.4
New England Patriots,9,D,3700,NE,@NYJ,18.0,NE by 6,3.0,0.3,0.9,177,101,14.8,9.8,5.0,5.0,5.0,5.0,5.0,9.3,2.5,19.0,5.1
San Francisco 49ers,1,D,3600,SF,@PHI,23.3,SF by 3,3.6,0.5,1.1,211,134,20.9,8.0,10.0,10.0,10.0,10.0,10.0,8.3,2.3,8.0,2.2
Cleveland Browns,6,D,3500,CLE,HOU,17.8,CLE by 12.5,2.9,0.7,0.4,287,94,24.7,5.3,1.0,1.0,1.0,1.0,1.0,9.8,2.8,5.0,1.4
Buffalo Bills,0,D,3300,BUF,@MIA,22.3,BUF by 3,2.2,0.4,0.7,234,105,24.9,5.6,2.0,2.0,2.0,2.0,2.0,8.1,2.5,22.0,6.7
Kansas City Chiefs,,D,3200,KC,@BAL,26.0,KC by 3.5,2.0,0.5,0.7,173,201,28.5,4.3,5.0,5.0,5.0,5.0,5.0,7.0,2.2,7.0,2.2
Green Bay Packers,,D,3200,GB,DET,18.3,GB by 11.5,2.8,0.4,0.8,259,92,24.1,7.0,-4.0,-4.0,-4.0,-4.0,-4.0,9.7,3.0,6.0,1.9
New Orleans Saints,4,D,3100,NO,@CAR,21.0,NO by 3,2.3,0.4,1.0,244,105,20.4,6.3,15.0,15.0,15.0,15.0,15.0,8.6,2.8,6.0,1.9
Baltimore Ravens,,D,3100,BAL,KC,29.5,KC by 3.5,1.5,0.6,0.4,311,106,28.6,3.3,4.0,4.0,4.0,4.0,4.0,5.0,1.6,9.0,2.9
Pittsburgh Steelers,7,D,3000,PIT,LV,20.8,PIT by 5.5,1.9,1.0,0.7,274,117,27.1,6.2,14.0,14.0,14.0,14.0,14.0,9.1,3.0,2.0,0.7
Seattle Seahawks,,D,3000,SEA,TEN,24.3,SEA by 5.5,1.9,0.5,0.5,224,167,28.9,3.7,6.0,6.0,6.0,6.0,6.0,6.2,2.1,4.0,1.3
Arizona Cardinals,4,D,2900,ARI,MIN,23.8,ARI by 3.5,2.5,0.7,0.8,256,139,26.1,6.9,16.0,16.0,16.0,16.0,16.0,7.9,2.7,1.0,0.3
Cincinnati Bengals,,D,2900,CIN,@CHI,23.0,CHI by 1,2.4,0.5,1.1,227,102,21.9,7.1,5.0,5.0,5.0,5.0,5.0,6.5,2.2,6.0,2.1
New York Giants,1,D,2900,NYG,@WAS,22.0,WAS by 3.5,3.0,0.8,1.0,215,104,19.0,8.3,4.0,4.0,4.0,4.0,4.0,9.1,3.1,2.0,0.7
Las Vegas Raiders,,D,2800,LV,@PIT,26.3,PIT by 5.5,0.9,0.3,0.7,247,81,23.5,2.9,7.0,7.0,7.0,7.0,7.0,5.3,1.9,5.0,1.8
