"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Ownership","DKSlateID","DK Ceiling"
"Justin Jefferson","MIN","CHI","WR","8100","24.2","5.2","21.7","20851780","36.4"
"David Montgomery","CHI","MIN","RB","6800","20.8","4.3","22.4","20851460","28.0"
"Cooper Kupp","LA","SF","WR","9700","25.9","3.8","28.0","20851772","37.6"
"Jonathan Taylor","IND","JAX","RB","9300","24.8","3.4","21.5","20851442","36.6"
"Tyler Huntley","BAL","PIT","QB","5700","20.4","2.8","12.6","20851361","29.3"
"Browns ","CLE","CIN","DST","2600","9.0","2.8","26.0","20852587","14.5"
"Taysom Hill","NO","ATL","QB","6200","21.9","2.7","12.0","20851357","29.6"
"Amon-Ra St. Brown","DET","GB","WR","6800","18.9","2.4","11.0","20851794","26.0"
"A.J. Brown","TEN","HOU","WR","7000","19.0","2.1","15.5","20851790","29.1"
"Kyler Murray","ARI","SEA","QB","7400","24.7","1.9","16.1","20851352","34.5"
"Christian Kirk","ARI","SEA","WR","6000","16.7","1.8","18.4","20851804","25.6"
"Dalvin Cook","MIN","CHI","RB","7800","20.3","1.8","17.9","20851448","27.3"
"Najee Harris","PIT","BAL","RB","7200","18.8","1.6","18.0","20851452","24.0"
"Josh Allen","BUF","NYJ","QB","8100","26.4","1.5","14.0","20851349","37.8"
"WAS Football Team ","WAS","NYG","DST","3100","8.7","1.5","10.1","20852576","14.1"
"Bills ","BUF","NYJ","DST","3700","9.7","1.4","20.4","20852570","15.5"
"Sony Michel","LA","SF","RB","6000","16.2","1.3","18.6","20851480","20.8"
"Ryan Tannehill","TEN","HOU","QB","6000","19.9","1.3","6.9","20851359","28.2"
"Vikings ","MIN","CHI","DST","2900","8.1","1.3","12.5","20852580","13.3"
"Titans ","TEN","HOU","DST","3300","8.8","1.3","6.3","20852574","14.3"
"Ke'Shawn Vaughn","TB","CAR","RB","5300","14.7","1.2","6.8","20851500","19.6"
"Patrick Taylor","GB","DET","RB","4000","12.0","1.1","7.0","20851748","17.0"
"Alvin Kamara","NO","ATL","RB","8300","20.4","1.0","8.4","20851444","28.1"
"D'Onta Foreman","TEN","HOU","RB","5700","15.3","1.0","25.0","20851490","21.8"
"Devin Singletary","BUF","NYJ","RB","6000","15.7","0.8","21.4","20851476","22.0"
"Darnell Mooney","CHI","MIN","WR","5900","15.4","0.7","13.3","20851808","21.7"
"James Conner","ARI","SEA","RB","6300","16.1","0.6","21.0","20851468","23.8"
"Case Keenum","CLE","CIN","QB","4800","15.5","0.6","1.7","20851395","20.2"
"Giants ","NYG","WAS","DST","2800","7.2","0.6","1.2","20852583","12.1"
"Buccaneers ","TB","CAR","DST","4000","9.5","0.6","2.3","20852568","15.3"
"Cole Kmet","CHI","MIN","TE","3400","10.2","0.5","20.9","20852296","13.7"
"DJ Moore","CAR","TB","WR","5800","14.9","0.4","14.4","20851814","18.5"
"Andy Dalton","CHI","MIN","QB","5300","16.9","0.4","5.1","20851371","21.6"
"Brandin Cooks","HOU","TEN","WR","6300","15.9","0.4","15.9","20851800","21.5"
"Marvin Jones Jr.","JAX","IND","WR","4300","11.9","0.4","16.0","20851878","15.1"
"Colts ","IND","JAX","DST","3800","8.9","0.4","5.3","20852569","14.4"
"Kirk Cousins","MIN","CHI","QB","6100","19.2","0.3","6.3","20851358","25.0"
"Falcons ","ATL","NO","DST","2800","6.8","0.3","0.8","20852582","11.6"
"Zach Ertz","ARI","SEA","TE","5300","13.7","0.2","23.2","20852278","19.7"
"Saints ","NO","ATL","DST","3400","7.9","0.2","0.6","20852573","13.1"
"Deebo Samuel","SF","LA","WR","8500","19.9","0.1","1.7","20851776","29.3"
"Ravens ","BAL","PIT","DST","3200","7.4","0.1","0.9","20852575","12.4"
"Patriots ","NE","MIA","DST","3600","8.2","0.1","1.5","20852571","13.5"
"Cardinals ","ARI","SEA","DST","2700","6.4","0.0","4.5","20852584","10.9"
"Matthew Stafford","LA","SF","QB","6700","20.5","-0.2","7.2","20851355","27.6"
"Steelers ","PIT","BAL","DST","3000","6.7","-0.3","0.6","20852578","11.4"
"Michael Carter","NYJ","BUF","RB","5000","12.5","-0.5","6.0","20851528","15.4"
"Lions ","DET","GB","DST","2400","5.3","-0.5","2.3","20852591","9.4"
"Marquise Brown","BAL","PIT","WR","5900","14.0","-0.6","2.7","20851810","19.6"
"Jimmy Garoppolo","SF","LA","QB","5500","16.5","-0.6","2.3","20851363","20.3"
"Rams ","LA","SF","DST","3100","6.6","-0.6","0.5","20852577","11.2"
"Matt Ryan","ATL","NO","QB","5200","15.5","-0.7","2.2","20851375","20.1"
"Allen Robinson II","CHI","MIN","WR","4000","10.2","-0.7","18.7","20851892","14.8"
"Gerald Everett","SEA","ARI","TE","3700","9.6","-0.7","8.3","20852290","13.3"
"Dolphins ","MIA","NE","DST","2400","5.1","-0.7","1.9","20852590","9.1"
"Jaylen Waddle","MIA","NE","WR","6300","14.7","-0.8","3.1","20851798","18.9"
"K.J. Osborn","MIN","CHI","WR","5500","13.1","-0.8","2.4","20851822","19.6"
"Russell Wilson","SEA","ARI","QB","6300","18.7","-0.8","5.2","20851356","26.3"
"Bengals ","CIN","CLE","DST","3000","6.1","-0.8","0.5","20852579","10.6"
"Stefon Diggs","BUF","NYJ","WR","7800","17.5","-0.9","5.8","20851782","27.0"
"Equanimeous St. Brown","GB","DET","WR","3000","8.0","-0.9","6.2","20852244","12.4"
"George Kittle","SF","LA","TE","6700","15.4","-0.9","3.9","20852270","22.4"
"Cyril Grayson","TB","CAR","WR","4400","10.8","-0.9","10.3","20851876","16.7"
"Antonio Gibson","WAS","NYG","RB","5800","13.6","-0.9","16.0","20851486","19.9"
"Laviska Shenault Jr.","JAX","IND","WR","3700","9.3","-1.0","1.0","20851912","10.9"
"Rashaad Penny","SEA","ARI","RB","6500","14.9","-1.0","9.0","20851464","19.8"
"Jared Goff","DET","GB","QB","5400","15.7","-1.1","0.8","20851367","18.5"
"Carson Wentz","IND","JAX","QB","5800","16.9","-1.1","3.0","20851360","23.7"
"Odell Beckham Jr.","LA","SF","WR","5800","13.4","-1.1","2.1","20851812","19.6"
"Brevin Jordan","HOU","TEN","TE","2700","7.2","-1.2","11.0","20852334","9.3"
"Jakobi Meyers","NE","MIA","WR","5200","12.1","-1.2","4.9","20851830","17.7"
"Seahawks ","SEA","ARI","DST","2500","4.7","-1.2","0.8","20852588","8.7"
"Chase Claypool","PIT","BAL","WR","5100","11.8","-1.3","3.8","20851836","16.4"
"Eli Mitchell","SF","LA","RB","6000","13.6","-1.3","12.2","20851478","18.5"
"Packers ","GB","DET","DST","3500","6.7","-1.3","0.5","20852572","11.3"
"Marquez Callaway","NO","ATL","WR","5000","11.5","-1.4","2.3","20851840","17.0"
"DK Metcalf","SEA","ARI","WR","6900","15.3","-1.4","10.0","20851792","21.3"
"Rob Gronkowski","TB","CAR","TE","6300","14.1","-1.4","6.7","20852272","20.7"
"Bears ","CHI","MIN","DST","2700","4.9","-1.4","0.3","20852585","8.9"
