"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Ownership","DKSlateID","DK Ceiling"
"Trey Lance","SF","HOU","QB","4800","22.0","7.1","20.0","20768161","32.6"
"Chase Edmonds","ARI","DAL","RB","5700","19.4","5.1","12.0","20768266","24.8"
"David Montgomery","CHI","NYG","RB","6500","19.9","4.0","31.0","20768232","27.6"
"Sony Michel","LA","BAL","RB","5800","18.3","3.8","31.0","20768260","24.4"
"Josh Allen","BUF","ATL","QB","8000","28.2","3.6","12.6","20768117","39.8"
"Dak Prescott","DAL","ARI","QB","6700","24.2","3.5","13.1","20768125","34.7"
"Antonio Brown","TB","NYJ","WR","6100","18.3","3.2","28.0","20768612","27.4"
"Ronald Jones II","TB","NYJ","RB","6300","18.2","2.7","24.0","20768236","25.5"
"Cooper Kupp","LA","BAL","WR","9500","24.3","2.5","26.5","20768578","35.3"
"Tyler Huntley","BAL","LA","QB","5600","19.6","2.2","6.3","20768134","28.5"
"Jonathan Taylor","IND","LV","RB","9000","22.8","2.0","23.5","20768216","32.8"
"Alvin Kamara","NO","CAR","RB","7900","20.7","2.0","8.9","20768220","28.4"
"Saints ","NO","CAR","DST","3400","9.3","1.6","13.7","20769434","15.0"
"Braxton Berrios","NYJ","TB","WR","3700","11.8","1.5","27.0","20768732","14.5"
"Courtland Sutton","DEN","LAC","WR","4500","13.4","1.4","15.0","20768684","17.8"
"Justin Herbert","LAC","DEN","QB","6800","22.4","1.4","9.3","20768124","30.6"
"Bears ","CHI","NYG","DST","3200","8.8","1.4","12.6","20769436","14.3"
"Tyreek Hill","KC","CIN","WR","8300","20.7","1.3","12.0","20768582","31.2"
"Taysom Hill","NO","CAR","QB","6000","19.9","1.3","8.2","20768128","28.0"
"Dallas Goedert","PHI","WAS","TE","5100","14.4","1.3","13.2","20769132","21.5"
"Brandin Cooks","HOU","SF","WR","6000","16.1","1.2","12.5","20768614","22.3"
"A.J. Brown","TEN","MIA","WR","7200","18.4","1.2","12.0","20768590","26.1"
