"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Ownership","DKSlateID","DK Ceiling"
"D'Ernest Johnson","CLE","NE","RB","4700","18.0","5.6","40.8","20057839","23.3"
"Davante Adams","GB","SEA","WR","7900","23.2","4.6","24.7","20058037","33.5"
"Najee Harris","PIT","DET","RB","7900","22.3","3.7","22.5","20057775","30.8"
"Chris Godwin","TB","WAS","WR","7100","20.6","3.5","21.8","20058047","31.6"
"Jonathan Taylor","IND","JAX","RB","8100","22.3","3.3","15.1","20057771","32.8"
"Cordarrelle Patterson","ATL","DAL","RB","6600","19.3","3.2","20.9","20057789","26.0"
"Josh Allen","BUF","NYJ","QB","7900","27.6","3.2","16.8","20057691","39.8"
"Dak Prescott","DAL","ATL","QB","6900","24.4","3.0","18.2","20057695","35.2"
"Austin Ekeler","LAC","MIN","RB","7600","20.9","2.9","17.0","20057777","28.6"
"Justin Herbert","LAC","MIN","QB","7300","25.4","2.8","5.7","20057693","34.4"
"Christian McCaffrey","CAR","ARI","RB","8400","22.0","2.4","4.3","20057767","27.9"
"Keenan Allen","LAC","MIN","WR","7000","19.3","2.4","16.4","20058049","28.3"
"Ezekiel Elliott","DAL","ATL","RB","7000","19.2","2.3","16.9","20057783","28.4"
"Mike Evans","TB","WAS","WR","6900","18.9","2.3","12.8","20058053","28.4"
"Dallas Goedert","PHI","DEN","TE","4700","14.5","2.2","9.4","20058463","20.8"
"A.J. Brown","TEN","NO","WR","7800","20.7","2.2","4.5","20058039","29.6"
"Taylor Heinicke","WAS","TB","QB","5400","18.8","2.1","6.4","20057704","25.8"
"Jalen Hurts","PHI","DEN","QB","6500","22.0","1.9","4.9","20057697","30.9"
"Diontae Johnson","PIT","DET","WR","6800","18.2","1.7","18.4","20058055","26.0"
"Stefon Diggs","BUF","NYJ","WR","7500","19.4","1.6","11.9","20058045","29.4"
"Dalvin Cook","MIN","LAC","RB","8000","20.5","1.6","14.6","20057773","27.5"
"Pat Freiermuth","PIT","DET","TE","3900","12.4","1.6","13.9","20058477","18.3"
"Adam Thielen","MIN","LAC","WR","6700","17.8","1.5","3.4","20058061","25.6"
"James Conner","ARI","CAR","RB","6300","16.9","1.4","18.5","20057791","24.5"
"Matt Ryan","ATL","DAL","QB","6000","20.0","1.4","5.5","20057700","26.7"
"CeeDee Lamb","DAL","ATL","WR","7000","18.3","1.4","8.9","20058051","28.8"
"Cardinals ","ARI","CAR","DST","3700","9.8","1.4","14.2","20058711","15.6"
"Kirk Cousins","MIN","LAC","QB","6100","20.2","1.3","3.4","20057699","25.4"
"Tyler Lockett","SEA","GB","WR","6500","17.1","1.3","10.2","20058065","24.7"
"Kyle Pitts","ATL","DAL","TE","5800","15.7","1.2","12.3","20058457","22.6"
"Dan Arnold","JAX","IND","TE","3500","11.1","1.2","21.7","20058481","15.1"
"Jared Cook","LAC","MIN","TE","3200","10.6","1.2","14.6","20058487","16.9"
"Cole Beasley","BUF","NYJ","WR","5200","14.4","1.1","17.0","20058093","22.3"
"Aaron Jones","GB","SEA","RB","6900","17.8","1.1","14.6","20057785","24.9"
"Carson Wentz","IND","JAX","QB","5900","19.3","1.1","9.9","20057701","28.2"
"Teddy Bridgewater","DEN","PHI","QB","5500","18.1","1.0","6.4","20057703","24.0"
"Tom Brady","TB","WAS","QB","7600","24.5","1.0","5.0","20057692","35.4"
"Ricky Seals-Jones","WAS","TB","TE","3700","11.4","1.0","5.8","20058479","14.8"
"D'Andre Swift","DET","PIT","RB","6800","17.2","0.8","10.3","20057787","22.8"
"Michael Carter","NYJ","BUF","RB","5600","14.9","0.8","5.8","20057801","20.8"
"Titans ","TEN","NO","DST","2600","6.9","0.8","15.4","20058722","11.7"
"Amari Cooper","DAL","ATL","WR","6200","15.9","0.7","15.1","20058073","25.4"
"T.J. Hockenson","DET","PIT","TE","5500","14.6","0.7","2.8","20058459","19.2"
"Trevor Lawrence","JAX","IND","QB","5300","17.2","0.7","2.4","20057706","23.8"
"Ben Roethlisberger","PIT","DET","QB","5600","18.1","0.7","4.7","20057702","23.0"
"DK Metcalf","SEA","GB","WR","6800","17.1","0.7","12.2","20058057","24.1"
"Alvin Kamara","NO","TEN","RB","8200","19.8","0.6","3.2","20057769","26.7"
"Leonard Fournette","TB","WAS","RB","6100","15.7","0.6","18.7","20057795","22.5"
"Jamison Crowder","NYJ","BUF","WR","4800","13.0","0.5","4.1","20058109","17.0"
"Michael Pittman Jr.","IND","JAX","WR","6300","15.9","0.4","16.8","20058071","24.6"
"Jarvis Landry","CLE","NE","WR","5200","13.6","0.3","13.7","20058095","18.6"
"Bills ","BUF","NYJ","DST","4000","9.1","0.2","10.3","20058710","14.7"
