"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Ownership","DKSlateID","DK Ceiling"
"D'Ernest Johnson","CLE","NE","RB","4700","18.0","5.7","41.4","20057839","23.3"
"Mark Ingram II","NO","TEN","RB","4500","17.4","5.5","38.0","20057849","22.7"
"Davante Adams","GB","SEA","WR","7900","23.4","4.8","27.1","20058037","33.7"
"James Conner","ARI","CAR","RB","6300","19.6","4.1","24.4","20057791","28.3"
"Mason Rudolph","PIT","DET","QB","4100","16.5","3.7","5.6","20057731","23.2"
"Jonathan Taylor","IND","JAX","RB","8100","22.5","3.5","17.3","20057771","33.0"
"Josh Allen","BUF","NYJ","QB","7900","27.8","3.4","13.3","20057691","39.8"
"Christian McCaffrey","CAR","ARI","RB","8400","22.8","3.2","9.6","20057767","28.9"
"D'Andre Swift","DET","PIT","RB","6800","19.5","3.0","14.3","20057787","25.2"
"Dak Prescott","DAL","ATL","QB","6900","24.2","2.9","15.2","20057695","34.9"
"Austin Ekeler","LAC","MIN","RB","7600","21.0","2.9","17.8","20057777","28.7"
"Cordarrelle Patterson","ATL","DAL","RB","6600","18.8","2.7","14.2","20057789","25.4"
"Mike Evans","TB","WAS","WR","6900","19.4","2.7","17.3","20058053","29.0"
"Justin Herbert","LAC","MIN","QB","7300","25.1","2.6","10.8","20057693","34.3"
"Najee Harris","PIT","DET","RB","7900","21.2","2.6","18.9","20057775","28.8"
"Ezekiel Elliott","DAL","ATL","RB","7000","19.1","2.3","14.0","20057783","28.2"
"Keenan Allen","LAC","MIN","WR","7000","19.2","2.3","19.0","20058049","28.2"
"Colt McCoy","ARI","CAR","QB","5000","17.5","2.0","7.7","20057716","24.5"
"Dalvin Cook","MIN","LAC","RB","8000","20.8","2.0","13.3","20057773","28.3"
"Taylor Heinicke","WAS","TB","QB","5400","18.6","1.8","4.8","20057704","25.2"
"Jalen Hurts","PHI","DEN","QB","6500","21.7","1.6","6.9","20057697","30.8"
"Dallas Goedert","PHI","DEN","TE","4700","13.9","1.6","8.4","20058463","19.9"
"Carson Wentz","IND","JAX","QB","5900","19.7","1.4","6.8","20057701","28.4"
"Dan Arnold","JAX","IND","TE","3500","11.3","1.4","20.7","20058481","15.6"
"A.J. Brown","TEN","NO","WR","7800","19.8","1.4","8.3","20058039","28.3"
"Aaron Jones","GB","SEA","RB","6900","17.9","1.2","11.8","20057785","25.1"
"Cardinals ","ARI","CAR","DST","3700","9.6","1.2","13.5","20058711","15.4"
"Matt Ryan","ATL","DAL","QB","6000","19.7","1.1","4.8","20057700","26.1"
"Ricky Seals-Jones","WAS","TB","TE","3700","11.4","1.1","11.1","20058479","14.9"
"Kyle Pitts","ATL","DAL","TE","5800","15.5","1.0","14.6","20058457","22.4"
"Adam Thielen","MIN","LAC","WR","6700","17.3","1.0","6.1","20058061","25.0"
"Rhamondre Stevenson","NE","CLE","RB","4500","12.9","1.0","5.6","20057853","18.9"
"Kirk Cousins","MIN","LAC","QB","6100","19.8","0.9","3.3","20057699","25.3"
"Titans ","TEN","NO","DST","2600","7.1","0.9","14.2","20058722","11.9"
"Trevor Lawrence","JAX","IND","QB","5300","17.3","0.8","1.8","20057706","23.9"
"DK Metcalf","SEA","GB","WR","6800","17.3","0.8","13.3","20058057","24.8"
"Leonard Fournette","TB","WAS","RB","6100","15.9","0.8","15.6","20057795","22.7"
"Chris Godwin","TB","WAS","WR","7100","17.9","0.8","8.6","20058047","27.4"
"CeeDee Lamb","DAL","ATL","WR","7000","17.5","0.7","10.8","20058051","27.6"
"Jakobi Meyers","NE","CLE","WR","4800","13.2","0.6","9.6","20058107","19.1"
"Tyler Lockett","SEA","GB","WR","6500","16.5","0.6","11.6","20058065","23.6"
"Stefon Diggs","BUF","NYJ","WR","7500","18.3","0.5","9.8","20058045","28.2"
"Amari Cooper","DAL","ATL","WR","6200","15.8","0.5","16.1","20058073","25.1"
"Tom Brady","TB","WAS","QB","7600","23.9","0.5","8.0","20057692","35.0"
"Teddy Bridgewater","DEN","PHI","QB","5500","17.5","0.4","2.8","20057703","23.7"
"Jerry Jeudy","DEN","PHI","WR","5300","13.9","0.4","14.0","20058091","20.8"
"Jared Cook","LAC","MIN","TE","3200","9.6","0.3","10.3","20058487","15.4"
"Corey Davis","NYJ","BUF","WR","4900","13.0","0.3","3.6","20058105","17.6"
"Bills ","BUF","NYJ","DST","4000","9.3","0.3","10.5","20058710","14.9"
"Michael Carter","NYJ","BUF","RB","5600","14.3","0.2","2.8","20057801","19.9"
"Christian Kirk","ARI","CAR","WR","5500","14.0","0.1","8.0","20058087","22.3"
"Cole Beasley","BUF","NYJ","WR","5200","13.4","0.1","11.9","20058093","21.0"
"Jarvis Landry","CLE","NE","WR","5200","13.4","0.1","9.6","20058095","18.2"
"T.J. Hockenson","DET","PIT","TE","5500","14.0","0.1","2.9","20058459","18.3"
"Colts ","IND","JAX","DST","3600","8.2","0.1","4.0","20058712","13.5"
"Michael Pittman Jr.","IND","JAX","WR","6300","15.5","0.0","13.0","20058071","23.9"
"Diontae Johnson","PIT","DET","WR","6800","16.5","0.0","11.8","20058055","22.5"
"Marquez Valdes-Scantling","GB","SEA","WR","3500","9.8","-0.1","2.3","20058161","15.8"
"Mike Williams","LAC","MIN","WR","6600","15.9","-0.1","6.5","20058063","24.1"
"Pat Freiermuth","PIT","DET","TE","3900","10.6","-0.1","7.3","20058477","15.3"
"Melvin Gordon III","DEN","PHI","RB","5300","13.3","-0.2","1.4","20057809","19.9"
"Buccaneers ","TB","WAS","DST","3500","7.8","-0.2","5.1","20058713","12.9"
"Michael Gallup","DAL","ATL","WR","4000","10.7","-0.3","12.0","20058143","17.8"
"Justin Jefferson","MIN","LAC","WR","7700","18.0","-0.3","6.7","20058041","27.8"
"Tyler Conklin","MIN","LAC","TE","3400","9.4","-0.3","9.4","20058483","14.5"
"Panthers ","CAR","ARI","DST","2400","5.5","-0.3","6.8","20058724","9.7"
"Lions ","DET","PIT","DST","2300","5.2","-0.3","13.0","20058727","9.4"
"Eagles ","PHI","DEN","DST","2700","6.1","-0.3","5.3","20058721","10.6"
"Steelers ","PIT","DET","DST","4100","8.8","-0.3","4.4","20058709","14.3"
"Mike White","NYJ","BUF","QB","5100","15.5","-0.4","0.5","20057714","19.3"
"James Washington","PIT","DET","WR","3500","9.6","-0.4","8.3","20058165","14.7"
"Baker Mayfield","CLE","NE","QB","5400","16.2","-0.5","0.5","20057705","23.6"
"O.J. Howard","TB","WAS","TE","2700","7.9","-0.5","7.7","20058505","13.2"
"Terry McLaurin","WAS","TB","WR","7600","17.5","-0.5","3.0","20058043","24.5"
"Russell Wilson","SEA","GB","QB","6700","20.1","-0.6","4.2","20057696","28.5"
"Browns ","CLE","NE","DST","2800","6.0","-0.6","6.8","20058720","10.4"
"Patriots ","NE","CLE","DST","3400","7.2","-0.6","0.7","20058714","12.0"
"Rondale Moore","ARI","CAR","WR","4400","11.0","-0.7","4.7","20058131","16.7"
"Dalton Schultz","DAL","ATL","TE","5000","12.2","-0.7","8.2","20058461","19.6"
"Aaron Rodgers","GB","SEA","QB","7100","21.2","-0.7","1.8","20057694","29.1"
"Mac Jones","NE","CLE","QB","5300","15.7","-0.7","1.8","20057708","21.8"
"DJ Moore","CAR","ARI","WR","6300","14.6","-0.8","5.6","20058069","19.2"
"Ryan Tannehill","TEN","NO","QB","6200","18.4","-0.8","1.0","20057698","25.8"
"Cowboys ","DAL","ATL","DST","3000","6.1","-0.8","2.6","20058717","10.6"
"Packers ","GB","SEA","DST","2900","6.0","-0.8","3.3","20058718","10.4"
"Russell Gage","ATL","DAL","WR","5000","12.0","-0.9","4.4","20058099","17.6"
"Jamal Agnew","JAX","IND","WR","4500","11.0","-0.9","1.4","20058125","15.9"
"Javonte Williams","DEN","PHI","RB","5000","11.9","-1.0","1.4","20057823","17.2"
"Noah Fant","DEN","PHI","TE","4300","10.5","-1.0","3.5","20058471","15.1"
"James Robinson","JAX","IND","RB","6200","14.2","-1.1","0.7","20057793","19.0"
"J.D. McKissic","WAS","TB","RB","5200","12.1","-1.2","0.5","20057811","17.2"
"Broncos ","DEN","PHI","DST","3200","6.0","-1.3","0.7","20058715","10.4"
"Dawson Knox","BUF","NYJ","TE","4500","10.6","-1.4","0.5","20058467","16.9"
"Jamison Crowder","NYJ","BUF","WR","4800","11.1","-1.4","2.0","20058109","14.7"
"A.J. Green","ARI","CAR","WR","4600","10.6","-1.5","4.3","20058117","15.9"
"Vikings ","MIN","LAC","DST","2300","4.1","-1.5","2.6","20058726","7.8"
"Saints ","NO","TEN","DST","3100","5.6","-1.5","0.8","20058716","9.9"
"K.J. Osborn","MIN","LAC","WR","3400","8.2","-1.6","2.7","20058167","13.1"
"Devin Singletary","BUF","NYJ","RB","4700","10.6","-1.7","1.5","20057841","16.1"
"Laviska Shenault Jr.","JAX","IND","WR","4600","10.4","-1.7","1.9","20058119","14.5"
"P.J. Walker","CAR","ARI","QB","5000","13.8","-1.8","0.5","20057715","21.1"
"DeVonta Smith","PHI","DEN","WR","5900","12.9","-1.8","4.2","20058079","18.3"
"Chargers ","LAC","MIN","DST","2900","4.9","-1.8","0.4","20058719","8.9"
"Jets ","NYJ","BUF","DST","2000","3.2","-1.8","2.6","20058730","6.6"
"Mike Davis","ATL","DAL","RB","4600","10.2","-1.9","0.5","20057845","15.1"
"Donovan Peoples-Jones","CLE","NE","WR","4800","10.6","-1.9","0.5","20058111","16.2"
"Jared Goff","DET","PIT","QB","5200","14.2","-1.9","0.5","20057712","17.3"
"Brandon Bolden","NE","CLE","RB","4400","9.8","-1.9","1.0","20057861","15.6"
"Emmanuel Sanders","BUF","NYJ","WR","5700","12.3","-2.0","1.1","20058083","19.2"
"Deonte Harris","NO","TEN","WR","4000","8.9","-2.0","2.0","20058145","12.8"
"Gerald Everett","SEA","GB","TE","2600","6.1","-2.0","2.6","20058509","9.3"
"Cameron Brate","TB","WAS","TE","2700","6.3","-2.0","1.4","20058503","10.9"
"Jaguars ","JAX","IND","DST","2200","3.4","-2.0","1.0","20058728","6.9"
"Seahawks ","SEA","GB","DST","2500","4.0","-2.0","0.8","20058723","7.6"
"WAS Football Team ","WAS","TB","DST","2100","3.2","-2.0","3.5","20058729","6.6"
"Ryan Griffin","NYJ","BUF","TE","2500","5.9","-2.1","0.5","20058699","7.6"
"Antonio Gibson","WAS","TB","RB","5500","11.8","-2.1","0.5","20057805","17.1"
"Zack Moss","BUF","NYJ","RB","5100","10.9","-2.2","0.5","20057817","17.6"
"Nelson Agholor","NE","CLE","WR","4000","8.7","-2.2","0.5","20058141","13.6"
"Hayden Hurst","ATL","DAL","TE","2800","6.3","-2.3","1.0","20058501","9.6"
"Amon-Ra St. Brown","DET","PIT","WR","3800","8.2","-2.3","0.5","20058149","10.9"
"Zach Pascal","IND","JAX","WR","4500","9.6","-2.3","0.5","20058123","15.7"
"Freddie Swain","SEA","GB","WR","3000","6.7","-2.3","1.0","20058205","10.0"
"Zach Ertz","ARI","CAR","TE","4600","9.7","-2.4","0.7","20058465","14.5"
"Quez Watkins","PHI","DEN","WR","3600","7.7","-2.4","1.6","20058153","11.6"
"Tyler Johnson","TB","WAS","WR","3300","7.2","-2.4","13.4","20058173","12.5"
"Marcus Johnson","TEN","NO","WR","3000","6.6","-2.4","0.7","20058379","10.5"
"Austin Hooper","CLE","NE","TE","2800","6.1","-2.5","0.5","20058499","8.8"
"David Njoku","CLE","NE","TE","3200","6.7","-2.6","0.5","20058489","10.1"
"Marvin Jones Jr.","JAX","IND","WR","5800","11.9","-2.6","0.7","20058081","16.4"
"Tajae Sharpe","ATL","DAL","WR","3900","8.0","-2.7","0.6","20058147","12.4"
"Tony Pollard","DAL","ATL","RB","4600","9.4","-2.7","0.5","20057843","16.2"
"Courtland Sutton","DEN","PHI","WR","5600","11.4","-2.7","0.8","20058085","17.2"
"Hunter Henry","NE","CLE","TE","4100","8.5","-2.7","0.5","20058473","12.3"
"Adam Trautman","NO","TEN","TE","3000","5.9","-3.0","1.9","20058495","8.6"
"Alex Collins","SEA","GB","RB","5200","10.3","-3.0","0.5","20057813","15.2"
"Falcons ","ATL","DAL","DST","2400","2.8","-3.0","0.2","20058725","6.0"
"Kalif Raymond","DET","PIT","WR","4900","9.6","-3.1","0.5","20058103","13.4"
"AJ Dillon","GB","SEA","RB","4800","9.2","-3.3","0.5","20057833","13.9"
"Nyheim Hines","IND","JAX","RB","5000","9.7","-3.3","0.5","20057825","16.3"
"Geoff Swaim","TEN","NO","TE","2500","4.7","-3.3","0.1","20058515","7.5"
"Tommy Tremble","CAR","ARI","TE","2500","4.4","-3.6","0.0","20058529","5.6"
"Adam Humphries","WAS","TB","WR","3500","6.3","-3.6","0.5","20058159","9.2"
"Kendrick Bourne","NE","CLE","WR","4600","8.4","-3.7","0.5","20058121","12.6"
"Trevor Siemian","NO","TEN","QB","5200","12.4","-3.7","0.5","20057710","16.1"
"Anthony Firkser","TEN","NO","TE","2600","4.4","-3.7","0.0","20058513","7.3"
"Dyami Brown","WAS","TB","WR","3100","5.4","-3.7","0.5","20058193","7.9"
"Mo Alie-Cox","IND","JAX","TE","3100","5.3","-3.8","0.5","20058491","9.8"
"Marquez Callaway","NO","TEN","WR","5100","9.2","-3.9","0.5","20058097","12.8"
"Elijah Moore","NYJ","BUF","WR","4700","8.4","-3.9","0.5","20058115","11.0"
"Jalen Reagor","PHI","DEN","WR","3500","6.0","-4.0","0.5","20058163","8.9"
"Ray-Ray McCloud III","PIT","DET","WR","3000","4.9","-4.0","0.1","20058201","8.1"
"T.Y. Hilton","IND","JAX","WR","4700","8.2","-4.1","0.5","20058113","14.2"
"Donald Parham Jr.","LAC","MIN","TE","2600","4.0","-4.2","0.0","20058511","8.0"
"Harrison Bryant","CLE","NE","TE","2500","3.7","-4.3","0.0","20058611","6.0"
"Josiah Deguara","GB","SEA","TE","2500","3.7","-4.3","0.0","20058545","6.9"
"Ty Johnson","NYJ","BUF","RB","4500","7.6","-4.3","0.5","20057857","12.1"
"Keelan Cole Sr.","NYJ","BUF","WR","3200","4.9","-4.4","0.0","20058189","6.7"
"Will Dissly","SEA","GB","TE","2500","3.6","-4.4","0.0","20058531","6.4"
"Nick Westbrook-Ikhine","TEN","NO","WR","3200","4.9","-4.4","0.1","20058183","8.0"
"Robby Anderson","CAR","ARI","WR","4400","7.2","-4.5","0.5","20058133","9.0"
"Ty Montgomery","NO","TEN","WR","3000","4.5","-4.5","0.0","20058203","6.9"
"Jeremy McNichols","TEN","NO","RB","5500","9.4","-4.5","0.5","20057803","13.6"
"Tim Patrick","DEN","PHI","WR","4900","8.0","-4.7","0.5","20058101","12.8"
"Randall Cobb","GB","SEA","WR","4300","6.9","-4.7","0.5","20058135","11.5"
"Jalen Guyton","LAC","MIN","WR","3600","5.5","-4.7","0.5","20058155","10.1"
"Terrace Marshall Jr.","CAR","ARI","WR","3200","4.6","-4.8","0.0","20058185","6.0"
"Anthony Schwartz","CLE","NE","WR","3000","4.2","-4.8","0.0","20058313","6.7"
"Boston Scott","PHI","DEN","RB","4900","7.9","-4.8","0.5","20057829","12.3"
"Ian Thomas","CAR","ARI","TE","2500","3.1","-4.9","0.0","20058521","3.9"
"Eric Ebron","PIT","DET","TE","2900","3.7","-5.0","0.0","20058497","6.2"
"D'Onta Foreman","TEN","NO","RB","4000","5.8","-5.2","0.5","20057979","8.7"
"Antoine Wesley","ARI","CAR","WR","3000","3.7","-5.3","0.0","20058269","7.3"
"KhaDarel Hodge","DET","PIT","WR","3000","3.7","-5.3","0.0","20058333","5.1"
"Jack Doyle","IND","JAX","TE","3100","3.9","-5.3","0.0","20058493","7.7"
"Kenny Stills","NO","TEN","WR","3300","4.2","-5.3","0.0","20058181","6.2"
"Willie Snead IV","CAR","ARI","WR","3000","3.5","-5.4","0.0","20058257","5.1"
"Albert Okwuegbunam","DEN","PHI","TE","3300","4.1","-5.4","0.0","20058485","6.9"
"Jordan Howard","PHI","DEN","RB","4900","7.3","-5.4","0.5","20057831","11.6"
"MyCole Pruitt","TEN","NO","TE","2500","2.6","-5.4","0.0","20058661","5.1"
"Olamide Zaccheaus","ATL","DAL","WR","4400","6.2","-5.5","0.5","20058129","10.1"
"Marcedes Lewis","GB","SEA","TE","2500","2.5","-5.5","0.0","20058541","5.5"
"Ashton Dulin","IND","JAX","WR","3000","3.4","-5.5","0.0","20058357","7.4"
"Stephen Anderson","LAC","MIN","TE","2500","2.4","-5.5","0.0","20058585","5.9"
"Rashard Higgins","CLE","NE","WR","3300","4.0","-5.6","0.0","20058179","6.4"
"Dominique Dafney","GB","SEA","TE","2500","2.4","-5.6","0.0","20058543","5.2"
"Luke Farrell","JAX","IND","TE","2500","2.4","-5.6","0.0","20058633","3.8"
"Joshua Palmer","LAC","MIN","WR","3000","3.4","-5.6","0.0","20058277","7.3"
"Devin Asiasi","NE","CLE","TE","2500","2.4","-5.6","0.0","20058603","4.7"
"Chester Rogers","TEN","NO","WR","3100","3.6","-5.6","0.0","20058195","6.3"
"Cedrick Wilson","DAL","ATL","WR","3500","4.2","-5.7","0.0","20058157","9.0"
"Trinity Benson","DET","PIT","WR","3000","3.2","-5.7","0.0","20058335","4.5"
"Ronald Jones II","TB","WAS","RB","4000","5.1","-5.8","0.5","20058035","9.4"
"Adrian Peterson","TEN","NO","RB","4900","7.0","-5.8","0.5","20057827","10.8"
"Tre'Quan Smith","NO","TEN","WR","4300","5.7","-5.9","0.5","20058137","8.3"
"Juwan Johnson","NO","TEN","TE","2500","2.0","-5.9","0.0","20058527","3.5"
"Rashaad Penny","SEA","GB","RB","4000","5.0","-5.9","0.5","20057869","8.2"
"Kylen Granson","IND","JAX","TE","2500","2.0","-6.0","0.0","20058643","5.4"
"Gabriel Davis","BUF","NYJ","WR","3400","3.7","-6.1","0.0","20058169","8.1"
"Darrell Daniels","ARI","CAR","TE","2500","1.7","-6.3","0.0","20058575","4.3"
"Allen Lazard","GB","SEA","WR","4400","5.4","-6.4","0.5","20058127","9.5"
"Giovani Bernard","TB","WAS","RB","4300","5.1","-6.4","0.5","20057863","9.5"
"Trevon Wesco","NYJ","BUF","TE","2500","1.4","-6.6","0.0","20058701","2.2"
"Tavon Austin","JAX","IND","WR","3000","2.3","-6.7","0.0","20058343","3.7"
"Chris Herndon","MIN","LAC","TE","2500","1.3","-6.7","0.0","20058523","3.6"
"Dee Eskridge","SEA","GB","WR","3000","2.2","-6.7","0.0","20058209","4.5"
"Chris Manhertz","JAX","IND","TE","2500","1.2","-6.8","0.0","20058635","2.2"
"N'Keal Harry","NE","CLE","WR","3000","2.1","-6.8","0.0","20058303","4.5"
"Braxton Berrios","NYJ","BUF","WR","3000","2.1","-6.8","0.0","20058439","3.1"
"Zach Gentry","PIT","DET","TE","2500","1.1","-6.8","0.0","20058617","3.2"
"Sean McKeon","DAL","ATL","TE","2500","1.1","-6.9","0.0","20058669","4.6"
"Jack Stoll","PHI","DEN","TE","2500","1.1","-6.9","0.0","20058555","2.7"
"Jermar Jefferson","DET","PIT","RB","4000","3.9","-7.1","0.0","20057947","6.4"
"Matt LaCosse","NE","CLE","TE","2500","0.8","-7.1","0.0","20058609","2.8"
"Cody White","PIT","DET","WR","3000","1.9","-7.1","0.0","20058323","4.1"
"Darren Fells","TB","WAS","TE","2500","0.8","-7.1","0.0","20058623","4.1"
"DeAndre Carter","WAS","TB","WR","3000","1.9","-7.1","0.0","20058411","3.5"
"John Bates","WAS","TB","TE","2500","0.9","-7.1","0.0","20058687","2.1"
"Dede Westbrook","MIN","LAC","WR","3000","1.8","-7.2","0.0","20058289","4.2"
"Eno Benjamin","ARI","CAR","RB","4400","4.4","-7.3","0.0","20057859","8.5"
"Isaiah McKenzie","BUF","NYJ","WR","3000","1.7","-7.3","0.0","20058447","5.3"
"Brock Wright","DET","PIT","TE","2500","0.6","-7.4","0.0","20058629","1.1"
"Joshua Kelley","LAC","MIN","RB","4000","3.6","-7.4","0.0","20057907","8.0"
"Luke Stocker","MIN","LAC","TE","2500","0.6","-7.4","0.0","20058591","2.7"
"Tyree Jackson","PHI","DEN","TE","2500","0.5","-7.4","0.0","20058553","2.0"
"Tommy Sweeney","BUF","NYJ","TE","2600","0.6","-7.5","0.0","20058507","3.8"
"Eric Saubert","DEN","PHI","TE","2500","0.5","-7.5","0.0","20058563","2.4"
"Laquon Treadwell","JAX","IND","WR","3000","1.4","-7.5","0.0","20058345","2.5"
"Alexander Mattison","MIN","LAC","RB","4500","4.5","-7.5","0.0","20057847","8.0"
"J.J. Taylor","NE","CLE","RB","4000","3.4","-7.5","0.0","20057867","7.4"
"Dax Milne","WAS","TB","WR","3000","1.5","-7.5","0.0","20058417","3.0"
"Kevin White","NO","TEN","WR","3000","1.3","-7.6","0.0","20058371","2.8"
"Colin Thompson","CAR","ARI","TE","2500","0.3","-7.7","0.0","20058571","0.7"
"Garrett Griffin","NO","TEN","TE","2500","0.3","-7.7","0.0","20058651","1.4"
"Kenneth Gainwell","PHI","DEN","RB","4700","4.6","-7.7","0.0","20057837","8.3"
"Colby Parkinson","SEA","GB","TE","2500","0.3","-7.7","0.0","20058533","2.0"
"Godwin Igwebuike","DET","PIT","RB","4000","3.2","-7.8","0.0","20057949","5.3"
"Dez Fitzpatrick","TEN","NO","WR","3000","1.0","-7.9","0.0","20058389","3.0"
"Tom Kennedy","DET","PIT","WR","3000","0.9","-8.1","0.0","20058337","1.5"
"Noah Brown","DAL","ATL","WR","3000","0.7","-8.3","0.0","20058391","4.2"
"Jaelon Darden","TB","WAS","WR","3000","0.7","-8.3","0.0","20058425","3.8"
"Dezmon Patmon","IND","JAX","WR","3000","0.5","-8.4","0.0","20058361","3.5"
"Dwayne Washington","NO","TEN","RB","4000","2.4","-8.5","0.0","20057969","4.5"
"Kendall Hinton","DEN","PHI","WR","3100","0.6","-8.6","0.0","20058191","2.5"
