"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Ownership","DKSlateID","DK Ceiling"
"Derrick Henry","TEN","NYJ","RB","8800","25.2","4.8","24.6","19394143","33.8"
"DJ Moore","CAR","DAL","WR","6600","19.9","3.9","20.2","19394539","28.8"
"Alvin Kamara","NO","NYG","RB","8400","23.2","3.6","11.2","19394147","31.5"
"Justin Fields","CHI","DET","QB","5200","19.5","3.4","7.0","19394077","28.4"
"Cooper Kupp","LA","ARI","WR","7800","21.7","3.3","20.1","19394519","31.9"
"Davante Adams","GB","PIT","WR","7900","21.8","3.2","24.2","19394517","31.5"
"Robert Woods","LA","ARI","WR","5300","16.5","3.0","16.3","19394579","25.1"
"Tyreek Hill","KC","PHI","WR","8000","21.6","2.8","11.9","19394515","33.1"
"Deebo Samuel","SF","SEA","WR","6500","18.6","2.8","12.1","19394541","28.3"
"Calvin Ridley","ATL","WAS","WR","7000","19.3","2.5","13.5","19394531","27.9"
"Josh Allen","BUF","HOU","QB","8000","27.2","2.5","14.5","19394054","40.9"
"Dalvin Cook","MIN","CLE","RB","8100","21.4","2.4","4.0","19394149","29.7"
"Stefon Diggs","BUF","HOU","WR","7600","20.3","2.3","16.6","19394523","32.2"
"Odell Beckham Jr.","CLE","MIN","WR","5800","16.7","2.2","12.2","19394559","24.6"
"CeeDee Lamb","DAL","CAR","WR","6700","18.4","2.2","17.0","19394537","28.3"
"Chuba Hubbard","CAR","DAL","RB","5900","16.8","2.1","15.1","19394175","23.5"
"Taylor Heinicke","WAS","ATL","QB","5900","20.3","2.0","6.1","19394066","29.0"
"Matt Ryan","ATL","WAS","QB","5400","18.6","1.8","5.1","19394073","25.4"
"Dak Prescott","DAL","CAR","QB","6700","22.5","1.8","8.9","19394061","33.7"
"Amari Cooper","DAL","CAR","WR","6000","16.6","1.8","18.6","19394553","25.8"
"Jalen Hurts","PHI","KC","QB","6900","23.2","1.8","11.9","19394059","32.6"
"Antonio Gibson","WAS","ATL","RB","6100","16.9","1.8","13.2","19394171","25.0"
"David Montgomery","CHI","DET","RB","5800","16.2","1.7","23.1","19394177","22.3"
"Brandin Cooks","HOU","BUF","WR","6400","17.4","1.7","5.4","19394545","21.8"
"Jacoby Brissett","MIA","IND","QB","5100","17.6","1.7","3.3","19394079","26.2"
"D'Andre Swift","DET","CHI","RB","6200","16.9","1.6","17.0","19394169","22.6"
"Trey Sermon","SF","SEA","RB","5000","14.6","1.6","18.3","19394207","22.0"
"Travis Kelce","KC","PHI","TE","8100","20.5","1.5","14.3","19395157","31.4"
"Terry McLaurin","WAS","ATL","WR","6900","18.2","1.5","11.8","19394533","27.3"
"Najee Harris","PIT","GB","RB","6800","17.8","1.4","17.6","19394155","22.3"
"Lions ","DET","CHI","DST","2200","6.8","1.4","22.6","19395543","11.5"
"Mike Davis","ATL","WAS","RB","5100","14.4","1.3","9.7","19394203","20.0"
"Jimmy Garoppolo","SF","SEA","QB","5600","18.7","1.3","4.1","19394069","23.5"
"Patrick Mahomes","KC","PHI","QB","8100","26.0","1.1","8.9","19394053","36.5"
"Darrell Henderson Jr.","LA","ARI","RB","5600","15.2","1.1","7.1","19394181","22.9"
"Sam Darnold","CAR","DAL","QB","6000","19.6","1.0","5.6","19394065","29.1"
"George Kittle","SF","SEA","TE","5900","15.6","1.0","9.4","19395159","24.5"
"Jonathan Taylor","IND","MIA","RB","6300","16.4","0.9","6.0","19394165","21.2"
"Baker Mayfield","CLE","MIN","QB","6200","20.0","0.8","3.2","19394064","28.7"
"Cole Beasley","BUF","HOU","WR","5400","14.4","0.7","9.8","19394573","22.9"
"Matthew Stafford","LA","ARI","QB","7000","22.3","0.7","6.6","19394058","32.0"
"Adam Thielen","MIN","CLE","WR","6800","17.1","0.6","3.4","19394535","25.6"
"Justin Jefferson","MIN","CLE","WR","7300","18.1","0.6","6.9","19394525","27.4"
"Falcons ","ATL","WAS","DST","2300","6.2","0.6","15.2","19395542","10.7"
"Cordarrelle Patterson","ATL","WAS","RB","4900","13.2","0.5","10.1","19394213","18.7"
"Saquon Barkley","NYG","NO","RB","6700","16.7","0.5","5.2","19394157","21.6"
"Jared Goff","DET","CHI","QB","5200","16.6","0.4","0.8","19394076","20.8"
"Corey Davis","NYJ","TEN","WR","5000","13.3","0.3","10.0","19394589","18.2"
"Aaron Jones","GB","PIT","RB","7700","18.5","0.2","4.3","19394151","25.1"
"Clyde Edwards-Helaire","KC","PHI","RB","5400","13.9","0.2","15.6","19394189","19.9"
"Kirk Cousins","MIN","CLE","QB","6400","20.0","0.2","2.3","19394062","25.7"
"Noah Fant","DEN","BAL","TE","4300","11.6","0.1","10.0","19395175","16.9"
"Daniel Jones","NYG","NO","QB","5800","18.1","0.1","0.6","19394067","24.2"
"DK Metcalf","SEA","SF","WR","7200","17.3","0.1","7.8","19394527","24.9"
"Titans ","TEN","NYJ","DST","3900","8.8","0.1","1.6","19395522","14.3"
"Darnell Mooney","CHI","DET","WR","3900","10.7","0.0","7.9","19394649","15.7"
