"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Ownership","DKSlateID","DK Ceiling"
"Mohamed Sanu","SF","ARI","WR","3400","5.0","-4.7","0.5","19951737","8.1"
"Russell Gage","ATL","NO","WR","4900","7.9","-4.8","0.5","19951665","10.5"
"Demarcus Robinson","KC","GB","WR","3400","4.9","-4.8","0.0","19951741","8.8"
"Tavon Austin","JAX","BUF","WR","3000","4.1","-4.9","0.0","19951763","5.3"
"Jalen Reagor","PHI","LAC","WR","4000","5.9","-5.0","0.5","19951705","9.4"
"Brandon Bolden","NE","CAR","RB","4000","5.9","-5.1","0.5","19951519","10.2"
"Byron Pringle","KC","GB","WR","3700","5.1","-5.2","0.5","19951719","9.2"
"Kendrick Bourne","NE","CAR","WR","4600","6.9","-5.2","0.5","19951677","10.8"
"James Conner","ARI","SF","RB","5300","8.2","-5.3","0.5","19951361","11.6"
"Le'Veon Bell","BAL","MIN","RB","4500","6.6","-5.3","0.5","19951405","11.8"
"John Ross III","NYG","LV","WR","3200","4.1","-5.3","0.0","19951747","6.8"
"AJ Dillon","GB","KC","RB","4600","6.7","-5.4","0.5","19951397","8.6"
"Tre'Quan Smith","NO","ATL","WR","4400","6.4","-5.4","0.5","19951685","10.2"
"Anthony Schwartz","CLE","CIN","WR","3000","3.5","-5.5","0.0","19951847","6.0"
"Harrison Bryant","CLE","CIN","TE","2500","2.5","-5.5","0.0","19952159","4.7"
"Josiah Deguara","GB","KC","TE","2500","2.4","-5.5","0.0","19952121","4.2"
"Adam Shaheen","MIA","HOU","TE","2500","2.5","-5.5","0.0","19952239","5.1"
"Andy Isabella","ARI","SF","WR","3000","3.4","-5.6","0.0","19951783","5.4"
"Jeremy Sprinkle","DAL","DEN","TE","2500","2.3","-5.6","0.0","19952213","6.0"
"Isaiah Ford","MIA","HOU","WR","3000","3.3","-5.7","0.0","19951969","6.2"
"Rhamondre Stevenson","NE","CAR","RB","4200","5.6","-5.7","0.5","19951419","9.7"
"Richard Rodgers","PHI","LAC","TE","2500","2.3","-5.7","0.0","19952135","5.0"
"Olamide Zaccheaus","ATL","NO","WR","3600","4.3","-5.8","0.0","19951729","6.3"
"Joshua Palmer","LAC","PHI","WR","3000","3.0","-5.9","0.0","19951807","6.0"
"Josh Oliver","BAL","MIN","TE","2500","1.9","-6.0","0.0","19952175","5.1"
"Noah Brown","DAL","DEN","WR","3000","3.0","-6.0","0.0","19951937","7.0"
"Keith Kirkwood","CAR","NE","WR","3000","2.9","-6.1","0.0","19951899","4.4"
"Ty'Son Williams","BAL","MIN","RB","4400","5.4","-6.3","0.5","19951409","10.3"
"Rex Burkhead","HOU","MIA","RB","4300","5.2","-6.3","0.5","19951417","9.9"
"Chris Conley","HOU","MIA","WR","3100","2.9","-6.3","0.0","19951761","4.9"
"Chris Moore","HOU","MIA","WR","3000","2.6","-6.3","0.0","19951981","4.4"
"JaMycal Hasty","SF","ARI","RB","4000","4.7","-6.3","0.1","19951429","8.9"
"Eric Saubert","DEN","DAL","TE","2500","1.6","-6.4","0.0","19952207","2.9"
"Luke Farrell","JAX","BUF","TE","2500","1.6","-6.4","0.0","19952255","2.3"
"Jeff Wilson Jr.","SF","ARI","RB","4000","4.5","-6.4","0.0","19951433","9.0"
"James Proche","BAL","MIN","WR","3000","2.5","-6.5","0.0","19951869","5.9"
"Randall Cobb","GB","KC","WR","4500","5.4","-6.5","0.5","19951681","8.0"
"Derrick Gore","KC","GB","RB","4000","4.3","-6.6","0.0","19951447","7.6"
"Noah Gray","KC","GB","TE","2500","1.3","-6.6","0.0","19952111","4.1"
"N'Keal Harry","NE","CAR","WR","3000","2.4","-6.6","0.0","19951911","4.5"
"Lee Smith","ATL","NO","TE","2500","1.3","-6.7","0.0","19952229","2.2"
"Phillip Lindsay","HOU","MIA","RB","4100","4.4","-6.7","0.0","19951427","7.8"
"Blake Bell","KC","GB","TE","2500","1.3","-6.7","0.0","19952109","4.0"
"Stephen Anderson","LAC","PHI","TE","2500","1.2","-6.7","0.0","19952127","3.5"
"Albert Wilson","MIA","HOU","WR","3000","2.2","-6.7","0.0","19951971","4.7"
"Collin Johnson","NYG","LV","WR","3000","2.2","-6.7","0.0","19951829","4.3"
"Drew Sample","CIN","CLE","TE","2500","1.2","-6.8","0.0","19952165","3.4"
"Foster Moreau","LV","NYG","TE","3000","2.2","-6.8","0.0","19952051","4.8"
"Juwan Johnson","NO","ATL","TE","2900","2.0","-6.8","0.0","19952061","4.3"
"Ross Dwelley","SF","ARI","TE","2500","1.2","-6.8","0.0","19952085","3.3"
"Chris Manhertz","JAX","BUF","TE","2500","1.1","-6.9","0.0","19952253","1.7"
"Jack Stoll","PHI","LAC","TE","2500","1.1","-6.9","0.0","19952133","3.4"
"Chris Herndon","MIN","BAL","TE","2900","1.8","-7.0","0.0","19952063","3.6"
"Kenny Stills","NO","ATL","WR","3000","2.0","-7.0","0.0","19951765","4.4"
"Kevin White","NO","ATL","WR","3000","2.0","-7.0","0.0","19951951","4.5"
"Allen Lazard","GB","KC","WR","4600","5.0","-7.1","0.5","19951675","7.6"
"Kenyan Drake","LV","NYG","RB","5100","6.0","-7.1","0.5","19951373","10.5"
"Willie Snead IV","LV","NYG","WR","3000","1.8","-7.2","0.0","19951875","4.3"
"Garrett Griffin","NO","ATL","TE","2600","1.0","-7.2","0.0","19952083","3.2"
"Josh Gordon","KC","GB","WR","3000","1.7","-7.3","0.0","19951789","4.7"
"Isaiah McKenzie","BUF","JAX","WR","3000","1.6","-7.4","0.0","19952005","5.4"
"Antony Auclair","HOU","MIA","TE","2500","0.6","-7.4","0.0","19952249","1.8"
"Luke Stocker","MIN","BAL","TE","2500","0.6","-7.4","0.0","19952183","2.1"
"Charlie Woerner","SF","ARI","TE","2500","0.6","-7.4","0.0","19952093","2.6"
"Darrell Daniels","ARI","SF","TE","2500","0.5","-7.5","0.0","19952099","1.7"
"Demetric Felton","CLE","CIN","RB","4300","4.1","-7.5","0.0","19951413","7.2"
"D'Ernest Johnson","CLE","CIN","RB","5400","6.1","-7.6","0.5","19951359","9.6"
"Shi Smith","CAR","NE","WR","3000","1.2","-7.7","0.0","19951895","2.3"
"Colin Thompson","CAR","NE","TE","2500","0.3","-7.7","0.0","19952195","1.2"
"Dare Ogunbowale","JAX","BUF","RB","4000","3.3","-7.7","0.0","19951573","5.9"
"Kaden Smith","NYG","LV","TE","2500","0.1","-7.8","0.0","19952143","1.5"
"Greg Dortch","ARI","SF","WR","3000","1.1","-7.9","0.0","19951785","2.5"
"Jerick McKinnon","KC","GB","RB","4000","3.1","-7.9","0.0","19951445","6.0"
"Samaje Perine","CIN","CLE","RB","4600","4.0","-8.1","0.0","19951395","8.7"
"Jauan Jennings","SF","ARI","WR","3000","0.8","-8.1","0.0","19951769","3.0"
"Ameer Abdullah","CAR","NE","RB","4000","2.8","-8.2","0.0","19951511","5.2"
"Scottie Phillips","HOU","MIA","RB","4000","2.7","-8.2","0.0","19951569","6.3"
"Jordan Howard","PHI","LAC","RB","4600","3.9","-8.2","0.0","19951393","8.8"
"Trent Sherfield","SF","ARI","WR","3000","0.8","-8.2","0.0","19951767","2.8"
"Jake Kumerow","BUF","JAX","WR","3000","0.7","-8.3","0.0","19952007","4.2"
"Stanley Morgan","CIN","CLE","WR","3000","0.6","-8.4","0.0","19951863","2.7"
"Mike Thomas","CIN","CLE","WR","3000","0.6","-8.4","0.0","19951859","2.7"
"Kyle Juszczyk","SF","ARI","RB","4000","2.5","-8.4","0.0","19951591","6.1"
"Joshua Kelley","LAC","PHI","RB","4000","2.5","-8.5","0.0","19951459","5.7"
"Larry Rountree III","LAC","PHI","RB","4100","2.6","-8.6","0.0","19951423","5.8"
"Greg Ward","PHI","LAC","WR","3200","0.8","-8.6","0.0","19951749","3.0"
"Chris Evans","CIN","CLE","RB","4000","2.2","-8.7","0.0","19951485","6.4"
"Jalen Richard","LV","NYG","RB","4500","3.3","-8.7","0.0","19951399","6.8"
"Gunner Olszewski","NE","CAR","WR","3000","0.2","-8.7","0.0","19951913","1.8"
"Kendall Hinton","DEN","DAL","WR","3100","0.3","-8.9","0.0","19951759","1.3"
"Alec Ingold","LV","NYG","RB","4000","1.8","-9.1","0.0","19951475","5.0"
"Equanimeous St. Brown","GB","KC","WR","3400","0.6","-9.2","0.0","19951743","1.8"
"C.J. Ham","MIN","BAL","RB","4000","1.7","-9.2","0.0","19951503","3.7"
"Eli Penny","NYG","LV","RB","4000","1.7","-9.2","0.0","19951471","5.2"
"Patrick Laird","MIA","HOU","RB","4000","1.5","-9.4","0.0","19951563","5.2"
"Reggie Gilliam","BUF","JAX","RB","4000","1.1","-9.9","0.0","19951585","4.8"
"Alexander Mattison","MIN","BAL","RB","5100","3.2","-9.9","0.0","19951371","5.5"
"Chad Beebe","MIN","BAL",,,"2.3","-10.0","0.0",,"4.3"
"Keith Smith","ATL","NO","RB","4000","0.7","-10.2","0.0","19951557","2.0"
"Patrick Ricard","BAL","MIN","RB","4000","0.5","-10.4","0.0","19951497","3.8"
"Alex Armah","NO","ATL","RB","4000","0.5","-10.4","0.0","19951553","3.3"
"Gabe Nabers","LAC","PHI","RB","4000","0.1","-10.8","0.0","19951463","2.6"
"Michael Burton","KC","GB","RB","4000","0.1","-10.9","0.0","19951451","2.0"
"Chuba Hubbard","CAR","NE","RB","6100","4.1","-11.0","0.0","19951343","6.5"
"Taysom Hill","NO","ATL","QB","5500","6.0","-11.1","0.5","19951263","10.0"
"Trey Lance","SF","ARI","QB","5300","1.5","-15.0","0.0","19951270","5.5"
