"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Ownership","DKSlateID","DK Ceiling"
"Lamar Jackson","BAL","MIN","QB","7300","26.7","4.2","19.0","19951251","36.7"
"Daniel Jones","NYG","LV","QB","5600","21.2","3.8","9.0","19951261","28.2"
"Josh Allen","BUF","JAX","QB","8200","28.8","3.5","14.4","19951247","41.8"
"Tyreek Hill","KC","GB","WR","7900","22.1","3.4","23.5","19951595","31.9"
"Ezekiel Elliott","DAL","DEN","RB","7000","20.0","3.1","25.5","19951331","29.1"
"Tee Higgins","CIN","CLE","WR","5300","16.5","3.0","22.0","19951639","23.9"
"Jordan Love","GB","KC","QB","4400","16.7","3.0","5.5","19951280","24.1"
"Tyrod Taylor","HOU","MIA","QB","5000","18.6","3.0","4.8","19951273","26.3"
"Jalen Hurts","PHI","LAC","QB","6700","23.1","2.4","9.6","19951255","33.2"
"Jarvis Landry","CLE","CIN","WR","5100","15.1","2.0","17.2","19951655","21.6"
"Cordarrelle Patterson","ATL","NO","RB","6300","17.4","1.9","15.2","19951339","21.8"
"Amari Cooper","DAL","DEN","WR","5700","16.2","1.9","23.0","19951627","25.8"
"Stefon Diggs","BUF","JAX","WR","7700","20.0","1.8","14.2","19951599","31.6"
"Chase Edmonds","ARI","SF","RB","5300","15.1","1.6","8.9","19951365","19.2"
"Tua Tagovailoa","MIA","HOU","QB","5800","19.6","1.6","7.4","19951259","29.3"
"Myles Gaskin","MIA","HOU","RB","5800","16.1","1.6","17.0","19951349","23.1"
"Mike Gesicki","MIA","HOU","TE","4900","14.3","1.6","16.8","19952025","20.7"
"Alvin Kamara","NO","ATL","RB","8200","20.9","1.6","16.3","19951319","29.3"
"Kadarius Toney","NYG","LV","WR","5200","14.8","1.5","21.6","19951651","21.2"
"Jerry Jeudy","DEN","DAL","WR","5000","14.3","1.4","11.6","19951661","20.3"
"Mark Andrews","BAL","MIN","TE","5500","15.2","1.3","8.9","19952021","23.3"
"Ja'Marr Chase","CIN","CLE","WR","7600","19.3","1.3","9.6","19951601","29.5"
"Nick Chubb","CLE","CIN","RB","6700","17.6","1.3","14.0","19951335","23.4"
"Darren Waller","LV","NYG","TE","6200","16.6","1.3","14.3","19952017","25.0"
"Chiefs ","KC","GB","DST","2300","6.9","1.3","26.3","19952286","11.7"
"Colt McCoy","ARI","SF","QB","4000","13.8","1.2","0.5","19951287","20.5"
"Albert Okwuegbunam","DEN","DAL","TE","2600","9.4","1.2","29.2","19952081","13.0"
"Josh Jacobs","LV","NYG","RB","6200","16.5","1.2","13.1","19951341","23.6"
"Austin Ekeler","LAC","PHI","RB","7900","19.8","1.2","22.6","19951323","27.1"
"Derek Carr","LV","NYG","QB","5900","19.4","1.1","5.6","19951257","27.6"
"Dalvin Cook","MIN","BAL","RB","7700","19.3","1.0","12.2","19951325","25.4"
"Deebo Samuel","SF","ARI","WR","7800","19.4","1.0","10.6","19951597","29.2"
"Teddy Bridgewater","DEN","DAL","QB","5300","17.4","0.9","3.3","19951268","22.0"
"Hunter Renfrow","LV","NYG","WR","4800","13.4","0.9","17.6","19951669","20.1"
"Jared Cook","LAC","PHI","TE","3300","10.5","0.9","10.3","19952045","16.1"
"49ers ","SF","ARI","DST","2800","7.4","0.9","10.0","19952278","12.4"
"Rondale Moore","ARI","SF","WR","4200","12.2","0.8","9.4","19951697","17.1"
"Courtland Sutton","DEN","DAL","WR","5900","15.5","0.8","7.7","19951625","22.2"
"Dak Prescott","DAL","DEN","QB","6900","22.0","0.7","7.2","19951253","31.5"
"Tyler Boyd","CIN","CLE","WR","5000","13.5","0.6","10.2","19951657","20.2"
"Patrick Mahomes","KC","GB","QB","7800","24.6","0.6","8.1","19951249","35.3"
"Devontae Booker","NYG","LV","RB","5900","15.3","0.6","13.3","19951347","21.7"
"Joe Burrow","CIN","CLE","QB","6800","21.5","0.5","2.3","19951254","28.8"
"Dan Arnold","JAX","BUF","TE","3400","10.2","0.5","9.5","19952043","13.7"
"Dallas Goedert","PHI","LAC","TE","4500","12.4","0.5","16.0","19952033","18.0"
"Justin Herbert","LAC","PHI","QB","7000","22.0","0.4","3.5","19951252","30.5"
"Davante Adams","GB","KC","WR","8200","19.5","0.3","8.6","19951593","26.8"
"Brandin Cooks","HOU","MIA","WR","6100","15.3","0.3","10.1","19951619","21.3"
"Mecole Hardman","KC","GB","WR","3900","11.0","0.2","7.2","19951713","17.1"
"Raiders ","LV","NYG","DST","2900","7.0","0.2","8.0","19952276","11.8"
"Rashard Higgins","CLE","CIN","WR","3400","9.8","0.1","1.4","19951735","14.9"
"Dalton Schultz","DAL","DEN","TE","4800","12.6","0.1","8.2","19952027","20.0"
"Tyler Conklin","MIN","BAL","TE","3000","9.0","0.0","9.8","19952055","13.2"
"Kyle Pitts","ATL","NO","TE","5900","14.6","-0.1","4.7","19952019","19.8"
"Panthers ","CAR","NE","DST","2600","6.1","-0.1","7.3","19952282","10.6"
"Baker Mayfield","CLE","CIN","QB","5400","16.6","-0.2","0.8","19951265","23.9"
"Falcons ","ATL","NO","DST","2500","5.8","-0.2","3.1","19952284","10.1"
"Bengals ","CIN","CLE","DST","2900","6.6","-0.2","2.7","19952277","11.3"
"Cowboys ","DAL","DEN","DST","3300","7.4","-0.2","6.9","19952271","12.3"
"Dolphins ","MIA","HOU","DST","3100","6.9","-0.2","9.8","19952274","11.7"
"Christian Kirk","ARI","SF","WR","5300","13.2","-0.3","2.8","19951645","18.6"
"Travis Kelce","KC","GB","TE","7000","16.6","-0.3","6.8","19952015","24.7"
"Bills ","BUF","JAX","DST","4000","8.7","-0.3","5.0","19952268","14.1"
"Marquise Brown","BAL","MIN","WR","6000","14.5","-0.4","8.0","19951621","22.2"
"DJ Moore","CAR","NE","WR","6400","15.3","-0.4","14.4","19951615","19.7"
"Darrel Williams","KC","GB","RB","5700","13.9","-0.4","4.7","19951353","19.6"
"Keenan Allen","LAC","PHI","WR","6700","15.9","-0.4","12.8","19951613","22.9"
"Patriots ","NE","CAR","DST","4100","8.7","-0.4","1.2","19952267","14.1"
"Zack Moss","BUF","JAX","RB","5300","13.0","-0.5","10.1","19951363","20.5"
"CeeDee Lamb","DAL","DEN","WR","7200","16.7","-0.5","8.7","19951605","26.0"
"Jakobi Meyers","NE","CAR","WR","5200","12.7","-0.6","7.6","19951649","18.8"
"Browns ","CLE","CIN","DST","2500","5.4","-0.6","7.0","19952283","9.6"
"Texans ","HOU","MIA","DST","2400","5.2","-0.6","4.0","19952285","9.3"
"Saints ","NO","ATL","DST","3700","7.7","-0.6","2.4","19952269","12.8"
"Cole Beasley","BUF","JAX","WR","5400","13.0","-0.7","6.9","19951637","20.4"
